"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy","fragment_bin_id","loss_bin_id"
"11933",11933,6579,2,577.161,70.0651740250554,1,1,0,0,"70.06527","46.00547"
"11274",11274,5439,2,626.391,84.0446194519117,1,1,0,0,"84.04451","63.03202"
"11323",11323,5458,2,971.922,60.0810399970005,1,1,0,0,"60.08109","44.0261"
"11921",11921,6531,2,982.891,60.0810395735866,1,1,0,0,"60.08109","44.0261"
"11267",11267,5429,2,529.921,59.0731571653836,1,1,0,0,"59.07319",NA
"11268",11268,5429,2,529.921,58.0654013556693,0.880172995475649,1,0,0,"58.06545","60.02106"
"9674",9674,3219,2,458.97,70.0654036003875,1,1,0,0,"70.06527","169.04081"
"11187",11187,5383,2,580.354,70.0651136561053,1,1,0,0,"70.06527","87.03207"
"9684",9684,3222,2,470.066,70.0654085967726,1,1,0,0,"70.06527","170.04425"
"9675",9675,3219,2,458.97,88.0757458669414,0.686070602762029,1,0,0,"88.07571","151.03036"
"11350",11350,5469,2,536.769,86.0965165395443,1,1,0,0,"86.09652","46.00547"
"11860",11860,6418,2,1037.99,70.0652087713451,1,1,810,0,"70.06527","105.05369"
"9318",9318,3028,2,317.203,70.065360959675,1,1,0,0,"70.06527","170.04425"
"9676",9676,3219,2,458.97,131.11849130855,0.563322837065668,1,0,0,"131.11827","107.98779"
"7973",7973,1889,2,244.369,86.0964800356402,1,1,2875,0,"86.09652",NA
"10764",10764,4883,2,597.903,124.999717433378,1,1,0,0,"124.99964","59.0737"
"9685",9685,3222,2,470.066,88.0757584279596,0.698683655867387,1,0,0,"88.07571","152.03378"
"7974",7974,1889,2,244.369,124.999573300352,0.921465082220103,1,2875,0,"124.99964",NA
"9326",9326,3033,2,328.526,70.0653480711846,1,1,0,0,"70.06527","170.04425"
"9733",9733,3231,2,460.98,131.118378336735,1,1,0,0,"131.11827",NA
"9305",9305,3027,2,328.247,70.0653623812362,1,1,0,0,"70.06527","169.04081"
"10765",10765,4883,2,597.903,86.0962195069835,0.900045560383421,1,0,0,"86.09652","97.97688"
"9677",9677,3219,2,458.97,152.038160885514,0.441748270611844,1,0,0,"152.03798","87.06839"
"9678",9678,3219,2,458.97,99.0920079652445,0.421536803045973,1,0,0,"99.09181","140.01426"
"12132",12132,6781,2,510.403,110.034923695402,1,1,453,0,"110.03496","27.01091"
"9686",9686,3222,2,470.066,131.118506271606,0.567123577039572,1,0,0,"131.11827","108.99119"
"9319",9319,3028,2,317.203,88.0760808615883,0.657579684054785,1,0,0,"88.07571","152.03378"
"7963",7963,1882,2,219.988,105.000660742048,1,1,2588,0,"105.00065",NA
"10390",10390,4139,2,590.033,84.0446159266305,1,1,0,0,"84.04451","64.01575"
"9679",9679,3219,2,458.97,97.0762317118658,0.360956643427724,1,0,0,"97.07608","142.02992"
"9327",9327,3033,2,328.526,88.0756809141697,0.70489877208316,1,0,0,"88.07571","152.03378"
"9320",9320,3028,2,317.203,131.118412985633,0.571763691442612,1,0,0,"131.11827","108.99119"
"9680",9680,3219,2,458.97,84.0809728830689,0.340532977536824,1,0,0,"84.08079","155.02518"
"11520",11520,5496,2,490.872,120.080878731732,1,1,0,0,"120.08084","46.00547"
"9734",9734,3231,2,460.98,88.0756892593524,0.681566903112943,1,0,0,"88.07571",NA
"9692",9692,3225,2,459.249,70.0653660589762,1,1,0,0,"70.06527",NA
"12133",12133,6781,2,510.403,119.0354719309,0.77809822014181,1,453,0,"119.0353","18.01034"
"9306",9306,3027,2,328.247,88.0756960672488,0.69750013564049,1,0,0,"88.07571","151.03036"
"11351",11351,5469,2,536.769,69.0699228062941,0.457643244577848,1,0,0,"69.06997","63.03202"
"9501",9501,3072,2,427.801,131.118405437055,1,1,0,0,"131.11827",NA
"9687",9687,3222,2,470.066,152.038142404058,0.422494328355598,1,0,0,"152.03798","88.07156"
"9688",9688,3222,2,470.066,99.0920102798798,0.420536126170312,1,0,0,"99.09181","141.01809"
"9735",9735,3231,2,460.98,239.106459925821,0.626936829884182,1,0,0,"239.10642",NA
"10766",10766,4883,2,597.903,98.9842918761786,0.562586857149273,1,0,0,"98.98425","85.08911"
"9283",9283,3023,2,350.195,70.0653779959018,1,1,0,0,"70.06527","169.04081"
