Topic 0,fragment_260.07565,fragment_188.09246,fragment_234.09787
Topic 1,fragment_70.06514,fragment_116.07114
Topic 2,fragment_163.07451,fragment_81.04506,fragment_181.08644,fragment_95.06076,fragment_121.02826,fragment_220.10875
Topic 3,fragment_122.06034,fragment_393.13834,fragment_180.10128,fragment_82.065
Topic 4,fragment_89.0594,fragment_175.12224,fragment_244.11768,fragment_148.11175,fragment_107.06984,fragment_139.03977,fragment_251.08984
Topic 5,fragment_103.03868,fragment_99.04366,fragment_323.19641
Topic 6,fragment_81.07,fragment_67.05455,fragment_91.05413,fragment_55.05468
Topic 7,fragment_144.08074,fragment_114.05541,fragment_138.09146,fragment_127.0387,fragment_102.98524,fragment_58.99527,fragment_86.06014
Topic 8,fragment_238.07123,fragment_263.09309,fragment_164.07061,fragment_118.06547
Topic 9,fragment_123.05504,fragment_167.03433,fragment_239.09204
Topic 10,fragment_310.12707,fragment_132.08134,fragment_292.11665,fragment_130.06466,fragment_91.05413
Topic 11,fragment_98.05999,fragment_128.07032
Topic 12,fragment_69.07013,fragment_81.07,fragment_107.08554,fragment_93.06982,fragment_55.05468,fragment_67.05455
Topic 13,fragment_98.98387,fragment_211.10574,fragment_179.03309
Topic 14,fragment_85.02833,fragment_145.04997
Topic 15,fragment_136.06241,fragment_97.02839
Topic 16,fragment_55.05468,fragment_83.04895,fragment_101.05975,fragment_57.03369
Topic 17,fragment_144.08074,fragment_120.04802
Topic 18,fragment_200.12846
Topic 19,fragment_86.09652,fragment_69.07013
Topic 20,fragment_196.09544,fragment_73.02851,fragment_209.12971
Topic 21,fragment_104.10731,fragment_105.03345,fragment_125.00056,fragment_60.08102
Topic 22,fragment_89.06008,fragment_133.08628,fragment_189.8815
Topic 23,fragment_60.08102,fragment_74.05986,fragment_120.06532
Topic 24,fragment_90.05539,fragment_133.05284
Topic 25,fragment_276.14368,fragment_230.14,fragment_132.10161
Topic 26,fragment_224.12739,fragment_242.13989,fragment_272.14812,fragment_165.05397
Topic 27,fragment_109.05257,fragment_80.04949,fragment_156.07692,fragment_110.07086,fragment_112.05007,fragment_126.05565
Topic 28,fragment_130.05052,fragment_84.04422,fragment_147.07582
Topic 29,fragment_86.06014,fragment_195.06547,fragment_156.01208,fragment_114.05541
Topic 30,fragment_69.07013,fragment_275.12787,fragment_221.08119,fragment_195.0292
Topic 31,fragment_91.05413
Topic 32,fragment_239.09204,fragment_126.0665,fragment_68.99727,fragment_128.04973
Topic 33,fragment_121.06489,fragment_53.03889,fragment_103.05449,fragment_93.06982
Topic 34,fragment_98.05999,fragment_185.09247,fragment_155.08107,fragment_169.0968,fragment_199.10683,fragment_206.10223
Topic 35,fragment_199.02413,fragment_83.01292,fragment_209.0439,fragment_237.07459,fragment_146.11787,fragment_96.08073
Topic 36,fragment_67.05455,fragment_80.04949,fragment_81.07,fragment_176.8761,fragment_55.05468,fragment_95.08537,fragment_162.0756
Topic 37,fragment_97.02839,fragment_163.06062,fragment_85.02833,fragment_73.02851,fragment_93.05445,fragment_73.0647
Topic 38,fragment_101.04037,fragment_283.106,fragment_290.16097,fragment_185.07118,fragment_140.04986
Topic 39,fragment_97.02839,fragment_202.07071,fragment_126.05442,fragment_76.03917
Topic 40,fragment_60.0558,fragment_301.15214,fragment_204.09937
Topic 41,fragment_81.03337,fragment_53.03889,fragment_174.03908,fragment_110.05976
Topic 42,fragment_96.04414,fragment_364.22204,fragment_738.06029,fragment_154.08576
Topic 43,fragment_62.06029,fragment_183.11187,fragment_263.12955,fragment_110.05976
Topic 44,fragment_305.13796,fragment_91.05413,fragment_107.08554,fragment_581.24226,fragment_347.18811,fragment_319.15178
Topic 45,fragment_95.06076,fragment_190.09757
Topic 46,fragment_60.0559,fragment_114.10281,fragment_128.95311,fragment_72.08072,fragment_168.11266
Topic 47,fragment_58.06553,fragment_109.0288,fragment_62.92941
Topic 48,fragment_81.07,fragment_147.11654,fragment_109.03969,fragment_210.13178,fragment_223.1314,fragment_91.05413,fragment_79.05417
Topic 49,fragment_152.05613,fragment_83.06042,fragment_153.04074,fragment_95.06076
Topic 50,fragment_278.05554,fragment_165.07001,fragment_207.07983
Topic 51,fragment_263.08114,fragment_225.12393,fragment_232.08253,fragment_127.0508,fragment_205.07619,fragment_123.09102
Topic 52,fragment_211.0709,fragment_281.15008,fragment_267.13461,fragment_122.06034,fragment_259.09184
Topic 53,fragment_108.04426,fragment_122.06034,fragment_81.03337,fragment_53.03889
Topic 54,fragment_57.07007,fragment_69.07013,fragment_55.05468
Topic 55,fragment_201.12805,fragment_131.08493,fragment_91.05413,fragment_128.06203,fragment_173.13225,fragment_129.07001
Topic 56,fragment_145.04997,fragment_127.0387,fragment_85.02833,fragment_109.0288
Topic 57,fragment_138.05451,fragment_144.06586,fragment_246.09757,fragment_186.07565,fragment_98.05999
Topic 58,fragment_91.05413,fragment_308.11162,fragment_79.05417,fragment_95.04936,fragment_123.04462
Topic 59,fragment_55.05468,fragment_98.09682,fragment_296.14969,fragment_281.11089
Topic 60,fragment_125.07087,fragment_100.11239,fragment_143.11762,fragment_152.05613,fragment_175.00169
Topic 61,fragment_65.03877,fragment_166.04983,fragment_148.03977,fragment_149.02364,fragment_317.06399,fragment_121.02826
Topic 62,fragment_131.12918,fragment_139.03977,fragment_123.04462,fragment_114.10281
Topic 63,fragment_172.07629,fragment_200.07205,fragment_218.08163
Topic 64,fragment_59.04942
Topic 65,fragment_103.05449,fragment_130.06466,fragment_300.14333,fragment_125.04693
Topic 66,fragment_126.05565,fragment_61.02851,fragment_152.07031,fragment_186.05895,fragment_109.0288,fragment_53.03889
Topic 67,fragment_110.03459,fragment_119.03519,fragment_55.02948,fragment_128.10739,fragment_135.02961
Topic 68,fragment_146.08112,fragment_209.09245,fragment_96.99495
