Topic 76,mzdiff_74.00056,fragment_97.02839,fragment_238.07123,fragment_130.05052,fragment_68.0498,fragment_256.08031,fragment_192.06673,fragment_164.07061,fragment_142.05017,fragment_84.04422,fragment_154.04951,fragment_108.04426,fragment_126.05565,mzdiff_129.04235,fragment_127.0387,mzdiff_73.01638,fragment_91.05413,mzdiff_56.02601,fragment_147.04377
Topic 77,fragment_129.06583,fragment_147.07582,fragment_130.05052,loss_111.0318,loss_174.0641,fragment_102.05469,fragment_101.07117,fragment_195.07569,fragment_167.08158,mzdiff_111.03191,loss_128.05788,fragment_83.06042,fragment_213.08624,loss_91.02682,fragment_241.082,loss_45.02229,loss_129.04222,fragment_240.09852,mzdiff_45.02132
Topic 78,loss_74.03668,fragment_112.07583,loss_46.04164,fragment_58.06553,fragment_59.07336,loss_113.04717,fragment_57.05774,loss_44.02606,fragment_73.0647,fragment_90.05539,fragment_62.06029,loss_141.04225,loss_59.01317,loss_61.02871,fragment_60.0558,fragment_90.09184,loss_85.05252,fragment_148.07578,loss_28.03102
Topic 79,loss_133.07373,fragment_114.05541,loss_159.08928,loss_115.0632,fragment_68.0498,loss_145.07348,loss_160.0847,loss_115.0998,loss_161.10472,loss_111.0684,loss_171.08919,loss_113.08407,fragment_170.08149,fragment_114.09125,loss_105.07856,fragment_187.10806,loss_123.05299,loss_249.08478,fragment_124.07647
Topic 80,loss_179.07935,loss_225.08489,loss_181.09473,loss_239.10044,loss_253.11586,fragment_225.12393,loss_211.10548,fragment_273.14302,loss_227.10065,loss_213.12105,loss_18.00834,fragment_56.04978,loss_211.06909,fragment_128.07032,loss_223.06938,fragment_147.11301,fragment_291.15295,loss_162.05266,loss_84.04249
Topic 81,loss_197.08977,loss_215.10018,fragment_85.02833,loss_257.11102,loss_233.11089,fragment_81.03337,loss_273.1058,loss_263.12151,loss_179.07935,loss_246.09516,fragment_69.03368,fragment_97.02839,fragment_53.03889,fragment_162.0756,loss_180.06335,loss_198.07419,fragment_103.03991,loss_227.10065,loss_343.14788
Topic 82,fragment_53.03889,loss_27.99479,loss_30.01047,loss_68.02589,fragment_91.05413,loss_44.02606,loss_56.02613,fragment_51.0234,fragment_81.03337,loss_26.01544,fragment_65.03877,loss_40.03143,loss_70.04156,fragment_77.03872,fragment_61.03978,fragment_68.01312,fragment_67.04206,mzdiff_26.0153,fragment_102.04684
Topic 83,loss_36.02194,fragment_219.06534,fragment_224.12739,fragment_242.13989,loss_18.00904,fragment_293.13725,mzdiff_66.01026,mzdiff_27.9947,fragment_300.14333,fragment_130.06466,fragment_121.05107,fragment_152.03302,fragment_348.0974,fragment_122.05901,fragment_173.05919,fragment_94.03985,fragment_123.0667,fragment_115.05434,fragment_149.07054
Topic 84,loss_88.01596,loss_74.0004,loss_76.01613,loss_18.01103,fragment_62.92941,loss_103.02703,loss_46.00544,fragment_121.96575,loss_48.02067,loss_115.02685,fragment_115.05434,loss_141.04225,fragment_228.10047,fragment_182.09618,fragment_180.08059,fragment_165.07001,fragment_167.07347,loss_91.02682,fragment_210.09113
Topic 85,fragment_86.06014,fragment_87.04389,fragment_68.0498,fragment_230.10326,loss_178.04751,fragment_128.07032,fragment_156.01208,loss_360.12677,loss_64.01556,fragment_129.99563,fragment_202.10835,loss_195.07466,loss_18.01103,loss_87.0684,fragment_292.11665,loss_207.07436,loss_106.06294,loss_104.04745,fragment_264.12442
Topic 86,loss_46.00455,fragment_140.07024,loss_64.01685,fragment_98.05999,fragment_94.06505,fragment_110.05976,mzdiff_27.9947,fragment_155.08107,loss_144.04206,fragment_148.11175,loss_92.01082,fragment_194.08209,fragment_83.01292,fragment_97.02839,fragment_86.06014,mzdiff_41.02591,loss_171.0529,mzdiff_45.02132,loss_175.08434
Topic 87,fragment_58.06553,fragment_82.065,fragment_96.08073,fragment_100.07534,loss_106.06294,fragment_128.10739,fragment_118.0861,loss_132.07854,fragment_142.08712,fragment_142.12254,loss_120.07822,fragment_114.09125,loss_118.06294,loss_171.08919,loss_177.09986,fragment_156.13794,fragment_59.06225,fragment_97.08923,fragment_196.09544
Topic 88,loss_59.07329,fragment_121.06489,loss_127.09933,fragment_53.03889,loss_87.0684,loss_120.05731,fragment_93.06982,fragment_105.03345,loss_75.10479,loss_77.0838,fragment_60.08102,fragment_103.05449,loss_85.08914,loss_89.08399,fragment_91.05413,loss_46.12551,fragment_134.01288,fragment_95.04936,fragment_56.96508
Topic 89,fragment_162.09143,fragment_138.09146,fragment_105.03345,fragment_91.05413,fragment_117.07034,fragment_134.09682,fragment_121.06489,loss_111.0684,fragment_82.065,loss_59.03701,loss_89.04756,loss_85.05252,fragment_71.06064,mzdiff_24.00008,fragment_106.06503,fragment_153.04074,fragment_220.10875,fragment_163.07629,fragment_115.05434
Topic 90,fragment_120.08041,fragment_103.05449,fragment_91.05413,fragment_118.06547,fragment_107.04885,fragment_166.08632,loss_91.02682,fragment_188.07057,fragment_148.07578,loss_157.03751,fragment_53.03889,mzdiff_22.02049,fragment_231.11314,fragment_326.12623,fragment_133.05284,fragment_186.09254,fragment_101.0963,mzdiff_15.99485,fragment_291.16201
Topic 91,fragment_88.07588,loss_89.08399,fragment_58.06553,loss_154.02954,fragment_72.08072,loss_140.01437,fragment_123.01112,fragment_90.09112,loss_122.00401,loss_124.01923,fragment_59.04942,loss_153.04567,fragment_168.0692,loss_159.09243,fragment_53.0026,loss_44.02606,loss_142.03003,fragment_108.04426,mzdiff_27.9947
Topic 92,fragment_121.06489,fragment_103.05449,fragment_93.06982,fragment_53.03889,fragment_95.04936,fragment_91.05413,fragment_51.0234,fragment_77.03872,mzdiff_26.0153,loss_75.0684,fragment_105.04464,fragment_152.10755,loss_45.05793,mzdiff_40.03112,mzdiff_44.02618,mzdiff_40.03074,loss_73.0525,loss_113.08407,loss_71.07342
Topic 93,loss_146.05776,loss_160.07338,loss_162.08892,loss_62.03715,fragment_154.08576,fragment_55.05468,loss_90.03154,fragment_84.08071,fragment_126.09181,fragment_82.065,loss_134.0581,loss_132.04205,loss_66.03112,fragment_56.04978,loss_161.06862,fragment_198.1136,loss_18.0095,loss_118.06294,loss_148.07347
Topic 94,loss_101.01115,fragment_134.05999,loss_103.02703,fragment_190.08515,loss_115.02685,mzdiff_27.99553,fragment_65.03877,mzdiff_105.02117,fragment_154.06586,mzdiff_36.00034,loss_46.00544,mzdiff_26.0153,mzdiff_53.02637,mzdiff_15.99464,fragment_80.04949,fragment_172.07629,fragment_95.04936,fragment_183.11187,fragment_53.03889
Topic 95,fragment_97.02839,loss_317.13365,loss_300.10745,fragment_76.03917,fragment_69.03368,fragment_291.16201,fragment_202.07071,fragment_60.04476,fragment_112.03985,fragment_154.04951,fragment_156.06572,loss_93.04256,fragment_127.0387,fragment_108.04426,fragment_98.05999,fragment_157.10848,mzdiff_46.00516,loss_66.03222,fragment_115.08711
Topic 96,fragment_70.06514,fragment_307.15349,fragment_179.03537,mzdiff_306.09646,fragment_282.13232,fragment_282.10975,fragment_281.15008,fragment_281.13706,fragment_281.11089,fragment_280.12934,fragment_280.11613,fragment_280.09383,fragment_279.23344,fragment_279.15812,fragment_279.12271,fragment_278.13892,fragment_283.12837,fragment_278.09062,fragment_278.08625
Topic 97,fragment_109.03969,fragment_81.04506,fragment_83.06042,loss_134.0566,fragment_108.056,loss_116.04727,fragment_126.0665,loss_133.07373,fragment_56.04978,fragment_84.04422,loss_159.05307,fragment_54.03416,mzdiff_27.01083,fragment_122.07171,fragment_111.0555,fragment_53.03889,fragment_127.0508,loss_223.06938,loss_128.03138
Topic 98,fragment_57.07007,loss_126.10441,loss_172.10979,fragment_127.11204,loss_189.13603,fragment_146.11787,loss_201.13611,fragment_91.05413,fragment_272.14812,loss_222.07433,loss_154.13594,fragment_82.06544,fragment_81.07,fragment_100.11239,fragment_290.16097,fragment_125.04693,loss_239.10044,loss_144.11505,loss_251.11485
Topic 99,fragment_98.05999,fragment_114.10281,fragment_131.12918,fragment_55.05468,fragment_97.07643,fragment_115.08711,fragment_157.10848,fragment_60.0559,fragment_72.08072,fragment_278.05554,mzdiff_59.04846,fragment_235.07575,fragment_207.07983,fragment_178.07836,fragment_165.07001,fragment_293.08024,fragment_189.0702,fragment_263.06919,fragment_321.07526
