LDA3.BEER3POS.o150701.1:K=50,mean_approximate_log_evidence=-305215.324779,mean_perplexity=49.3014444211
LDA3.BEER3POS.o150701.10:K=500,mean_approximate_log_evidence=-250940.646921,mean_perplexity=24.3067295018
LDA3.BEER3POS.o150701.11:K=550,mean_approximate_log_evidence=-250167.23735,mean_perplexity=25.384303323
LDA3.BEER3POS.o150701.12:K=600,mean_approximate_log_evidence=-252111.215626,mean_perplexity=23.0737093567
LDA3.BEER3POS.o150701.13:K=650,mean_approximate_log_evidence=-249804.400606,mean_perplexity=22.9817905548
LDA3.BEER3POS.o150701.14:K=700,mean_approximate_log_evidence=-253899.397305,mean_perplexity=23.062785025
LDA3.BEER3POS.o150701.15:K=750,mean_approximate_log_evidence=-253690.764041,mean_perplexity=22.6881430361
LDA3.BEER3POS.o150701.16:K=800,mean_approximate_log_evidence=-241069.947435,mean_perplexity=nan
LDA3.BEER3POS.o150701.17:K=850,mean_approximate_log_evidence=nan,mean_perplexity=nan
LDA3.BEER3POS.o150701.18:K=900,mean_approximate_log_evidence=-249114.156917,mean_perplexity=23.0698043414
LDA3.BEER3POS.o150701.19:K=950,mean_approximate_log_evidence=-242200.498075,mean_perplexity=nan
LDA3.BEER3POS.o150701.2:K=100,mean_approximate_log_evidence=-314368.812171,mean_perplexity=59.1370744397
LDA3.BEER3POS.o150701.20:K=1000,mean_approximate_log_evidence=-251165.238442,mean_perplexity=22.6586542924
LDA3.BEER3POS.o150701.3:K=150,mean_approximate_log_evidence=-338481.490914,mean_perplexity=49.1324712015
LDA3.BEER3POS.o150701.4:K=200,mean_approximate_log_evidence=-270230.158302,mean_perplexity=33.4046054462
LDA3.BEER3POS.o150701.5:K=250,mean_approximate_log_evidence=-274849.692413,mean_perplexity=32.3828346144
LDA3.BEER3POS.o150701.6:K=300,mean_approximate_log_evidence=-269901.069338,mean_perplexity=31.2366458753
LDA3.BEER3POS.o150701.7:K=350,mean_approximate_log_evidence=-258080.392204,mean_perplexity=nan
LDA3.BEER3POS.o150701.8:K=400,mean_approximate_log_evidence=-270930.86142,mean_perplexity=26.5410463633
LDA3.BEER3POS.o150701.9:K=450,mean_approximate_log_evidence=nan,mean_perplexity=nan
