Fixed Topic 57,fragment_91.03921
Fixed Topic 87
Fixed Topic 16
Fixed Topic 50
Fixed Topic 101
Fixed Topic 0
Fixed Topic 5
Fixed Topic 20,fragment_165.07001,fragment_164.07061
Fixed Topic 21
Fixed Topic 27,fragment_117.05718
Topic 0,fragment_110.05984,fragment_65.03879,loss_18.00817
Topic 1,loss_182.0577,loss_160.07335,fragment_195.0657,loss_56.06229,loss_146.05776
Topic 2,fragment_168.10242,fragment_168.04842
Topic 3,fragment_84.0442,fragment_56.04978
Topic 4,fragment_111.05526,fragment_94.92994,fragment_56.96511,fragment_199.18138
Topic 5,fragment_72.08072
Topic 6,loss_120.04215,fragment_214.10783,fragment_211.10579,fragment_168.06317,loss_160.0369
Topic 7,fragment_198.11374,loss_126.03146
Topic 8,fragment_74.06014
Topic 9,fragment_377.20341,fragment_216.12465,loss_198.07419,fragment_359.19794,fragment_214.12262,fragment_172.11064
Topic 10,fragment_202.07068,loss_36.02168,fragment_220.08072,loss_141.06364,loss_18.01137,loss_150.05297,fragment_88.03909
Topic 11,fragment_143.03175,fragment_282.13232,fragment_138.05285
Topic 12,fragment_206.0825,fragment_205.07632,fragment_263.08105,loss_27.99482,fragment_281.09245
Topic 13,loss_113.06876,loss_129.0637,loss_71.05798,fragment_127.0387
Topic 14,fragment_70.03689
Topic 15,fragment_62.92947,fragment_121.96582,fragment_99.04367
Topic 16,fragment_84.04485
Topic 17,fragment_84.08073
Topic 18,fragment_166.08632,loss_27.99482,fragment_87.04395,loss_86.03674,fragment_108.04433,fragment_136.076
Topic 19,fragment_211.07071,loss_84.04249,fragment_259.09183,loss_36.02168
Topic 20,fragment_68.04977,loss_80.04717,loss_54.03226,fragment_112.07589,loss_36.02083,fragment_94.06505,loss_62.03649
Topic 21,fragment_71.06872,fragment_73.02851,fragment_117.05457,loss_111.053
Topic 22,fragment_175.1179,fragment_212.09556,loss_174.11115,fragment_164.10652,loss_126.0328
Topic 23
Topic 24,loss_123.05305,loss_18.01068,fragment_202.07068
Topic 25,fragment_216.12465,fragment_262.12858,fragment_377.21059,fragment_146.09623,fragment_118.08617
Topic 26,fragment_132.1016,loss_127.0628,loss_144.07829
Topic 27,fragment_87.04395,fragment_192.10207,fragment_104.071
Topic 28,loss_88.02695,fragment_296.14932,fragment_56.96511,fragment_112.0871
Topic 29,fragment_82.06544,fragment_94.06505,fragment_67.04187
Topic 30,loss_101.08439,fragment_85.0395,fragment_169.09688,fragment_209.12981,fragment_113.03421
Topic 31,loss_84.04249,fragment_309.18117,loss_181.09493
Topic 32,fragment_111.04432,fragment_83.04898
Topic 33,fragment_62.06019
Topic 34,fragment_57.0701
Topic 35,loss_74.00038,fragment_170.096,fragment_216.10114
Topic 36,fragment_179.03317,fragment_299.09146
Topic 37,fragment_138.05453,loss_66.03222,loss_108.04219,fragment_96.04414,loss_120.04215
Topic 38,fragment_131.12918,fragment_157.10848,loss_149.06001,fragment_114.10281,loss_192.06487,fragment_55.05468,fragment_60.0558
Topic 39,fragment_127.0387,fragment_73.06471,fragment_89.06014
Topic 40,fragment_157.10848,fragment_278.05554,fragment_114.10281,fragment_60.0558,fragment_131.12918,fragment_293.08024
Topic 41,fragment_69.0337
Topic 42,fragment_104.04998,fragment_128.04973
Topic 43,fragment_160.07668,fragment_160.0748,fragment_132.08134,fragment_132.04411,fragment_115.05434,fragment_117.05718
Topic 44,loss_114.06814,fragment_152.05592,loss_146.05776,loss_160.07335,fragment_127.07538
Topic 45,loss_17.02653
Topic 46,fragment_109.0289,loss_129.04222,fragment_224.12752,loss_36.02168,loss_84.02099,loss_46.00416,fragment_192.06695
Topic 47,fragment_59.07315,loss_59.01309,fragment_216.12179,loss_60.02007,loss_150.05297
Topic 48,fragment_70.06517
Topic 49,fragment_80.04951
Topic 50,fragment_60.0558,fragment_112.0871
Topic 51,fragment_120.08041
Topic 52,fragment_144.10211,fragment_88.02179,fragment_108.08048,loss_136.07336,fragment_134.02764,fragment_102.09096
Topic 53,loss_36.01961,fragment_232.08253,loss_184.05828
Topic 54,loss_148.07302,fragment_81.07,loss_82.02658,fragment_147.11648,fragment_67.05455,loss_162.0885,loss_150.08896
Topic 55,loss_63.03179
Topic 56,fragment_112.0871,fragment_114.10281,fragment_204.0997,fragment_60.0558
Topic 57,fragment_120.04807,fragment_61.01089,fragment_103.02085,loss_101.04768,fragment_59.0606,loss_84.02099,fragment_78.03742
Topic 58,loss_18.01099,fragment_230.04747,loss_64.01506,fragment_184.04382,loss_110.02125,fragment_138.03755
Topic 59,loss_143.05814,loss_157.03727,loss_160.0845
Topic 60,loss_88.05247,loss_62.03649,fragment_96.08078
Topic 61,fragment_201.1285,fragment_115.05434,fragment_131.08503,loss_18.00898,fragment_128.06206,fragment_239.09166,fragment_173.1324,fragment_143.08514
Topic 62,loss_193.07363,loss_147.06812,loss_147.06457
Topic 63,fragment_112.05106,fragment_95.0239
Topic 64,fragment_365.10686,fragment_347.09591,fragment_527.16003,fragment_203.05247,fragment_509.15082
Topic 65,loss_141.07873,fragment_197.1283
Topic 66,loss_18.01026
Topic 67,fragment_74.09672,fragment_144.08044,loss_194.04233,loss_166.04767
Topic 68,fragment_119.07332,fragment_190.12249,fragment_133.05287,fragment_204.11313,loss_117.05458
Topic 69,fragment_119.03519,loss_94.02661,fragment_110.03459,fragment_94.03985,fragment_61.01089
Topic 70,fragment_69.07013,fragment_53.0026
Topic 71,loss_86.07349,loss_84.0575,fragment_314.08574,loss_70.0416,fragment_281.13757
Topic 72,fragment_85.0648,fragment_67.05455,loss_95.05806
Topic 73,fragment_79.05417
Topic 74,loss_174.06394,loss_150.05297,fragment_123.09127,fragment_122.08444,fragment_183.11207,loss_90.03154,fragment_89.04188
Topic 75,loss_159.08927
Topic 76,fragment_143.01549
Topic 77,loss_134.05768,fragment_243.08652,fragment_172.08699
Topic 78,loss_129.07866,loss_155.05815,fragment_130.0858,loss_157.07363
Topic 79,fragment_180.10123,fragment_136.076,loss_62.03649,loss_17.0272
Topic 80,fragment_100.07534,loss_174.09984,loss_173.06877,loss_188.11585,fragment_117.10296
Topic 81,loss_64.01685,fragment_125.04702,loss_36.02168,loss_18.01191,fragment_255.11138,fragment_300.14372
