LDA.BEER3POS.o141405.1:K=25, mean_approximate_log_marginal_likelihood=-274745.69547
LDA.BEER3POS.o141405.10:K=250, mean_approximate_log_marginal_likelihood=-227479.494981
LDA.BEER3POS.o141405.11:K=275, mean_approximate_log_marginal_likelihood=-236043.53394
LDA.BEER3POS.o141405.12:K=300, mean_approximate_log_marginal_likelihood=-242763.600088
LDA.BEER3POS.o141405.13:K=325, mean_approximate_log_marginal_likelihood=-246819.223422
LDA.BEER3POS.o141405.14:K=350, mean_approximate_log_marginal_likelihood=-255204.377107
LDA.BEER3POS.o141405.15:K=375, mean_approximate_log_marginal_likelihood=-264973.033609
LDA.BEER3POS.o141405.16:K=400, mean_approximate_log_marginal_likelihood=-274922.382569
LDA.BEER3POS.o141405.2:K=50, mean_approximate_log_marginal_likelihood=-239792.050389
LDA.BEER3POS.o141405.3:K=75, mean_approximate_log_marginal_likelihood=-223737.128573
LDA.BEER3POS.o141405.4:K=100, mean_approximate_log_marginal_likelihood=-214138.749915
LDA.BEER3POS.o141405.5:K=125, mean_approximate_log_marginal_likelihood=-211379.568051
LDA.BEER3POS.o141405.6:K=150, mean_approximate_log_marginal_likelihood=-212224.669066
LDA.BEER3POS.o141405.7:K=175, mean_approximate_log_marginal_likelihood=-215076.078031
LDA.BEER3POS.o141405.8:K=200, mean_approximate_log_marginal_likelihood=-217053.440859
LDA.BEER3POS.o141405.9:K=225, mean_approximate_log_marginal_likelihood=-220574.518011
