"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy"
"1",1,0,1,595.9143465003,74.0600285773,48715,1,0,0
"66",66,0,1,801.0164985657,88.0392920973,15314,1,0,0
"135",135,0,1,225.7971630486,105.0004410849,6931,1,0,0
"171",171,0,1,653.4001228177,106.0861864228,3484,1,0,0
"281",281,0,1,528.2179361979,113.0345885912,132079,1,0,0
"379",379,0,1,247.4215244112,113.0596309583,5498,1,0,0
"444",444,0,1,723.2815103336,114.0549145674,8642,1,0,0
"567",567,0,1,476.2537288666,115.0502397538,11747,1,0,0
"738",738,0,1,809.7227745835,126.0549213505,3826,1,0,0
"826",826,0,1,791.1885654615,130.0474272029,6820,1,0,0
"1041",1041,0,1,245.0176133136,131.1065918405,130670,1,0,0
"1156",1156,0,1,422.5047756896,134.0811041079,314766,1,0,0
"1246",1246,0,1,676.041372935,136.0425844534,4668,1,0,0
"1357",1357,0,1,631.8803274972,144.9820907132,62808,1,0,0
"1668",1668,0,1,801.2341258769,146.0811845148,78578,1,0,0
"1994",1994,0,1,288.2502288818,146.1175133578,31386,1,0,0
"2746",2746,0,1,296.4021670024,148.0426230663,88559,1,0,0
"3063",3063,0,1,652.9402503967,150.0758692056,19145,1,0,0
"3245",3245,0,1,657.9083760579,156.1018194384,8010,1,0,0
"3368",3368,0,1,624.5833778381,159.0276806382,361213,1,0,0
"3590",3590,0,1,775.8036270142,159.0510245248,8700,1,0,0
"3691",3691,0,1,627.9515024821,161.092053721,16147,1,0,0
"3870",3870,0,1,291.5332724253,162.0583041239,774775,1,0,0
"4046",4046,0,1,561.3886909485,162.0760385393,11535,1,0,0
"4210",4210,0,1,271.4474288006,163.1327718165,67053,1,0,0
"4235",4235,0,1,817.00562795,164.0916879561,16537,1,0,0
"4415",4415,0,1,675.8130580357,169.0970977025,19132,1,0,0
"4616",4616,0,1,293.832166036,176.037628851,67997,1,0,0
"4886",4886,0,1,279.0307941437,176.0739395217,238943,1,0,0
"5114",5114,0,1,660.0106239319,180.0865948405,38957,1,0,0
"5198",5198,0,1,271.1849778493,184.0603704161,26798,1,0,0
"5271",5271,0,1,561.5022926331,189.0564387199,8831,1,0,0
"5542",5542,0,1,289.6471455892,190.0531726254,118762,1,0,0
"5697",5697,0,1,264.5753332774,190.0895802244,138863,1,0,0
"5832",5832,0,1,302.4980618224,195.1227644989,13877,1,0,0
"6003",6003,0,1,284.6886011759,202.0862835487,8898,1,0,0
"6210",6210,0,1,293.9563948313,203.1390506299,22069,1,0,0
"6558",6558,0,1,267.0104918188,207.1590339964,281733,1,0,0
"6626",6626,0,1,233.3404172262,209.1536481181,6400,1,0,0
"6898",6898,0,1,285.7617959782,223.0633681412,32900,1,0,0
"7096",7096,0,1,250.0708562111,223.0963565289,21698,1,0,0
"7274",7274,0,1,249.1723124186,223.1692648758,59857,1,0,0
"7452",7452,0,1,403.6171015525,233.9146849141,59717,1,0,0
"7510",7510,0,1,656.9568992148,234.076663374,26933,1,0,0
"7551",7551,0,1,249.8180411657,238.0894139943,521957,1,0,0
"7820",7820,0,1,249.7839581172,238.0896120149,52528,1,0,0
"8089",8089,0,1,294.2480805066,239.1487653717,38789,1,0,0
"8298",8298,0,1,230.0036258698,246.1519981323,51514,1,0,0
"8366",8366,0,1,246.712796581,252.2166690612,27030,1,0,0
"8442",8442,0,1,223.2062079112,288.1988616129,26984,1,0,0
"8508",8508,0,1,451.2879582619,298.0964717206,1756081,1,0,0
"8877",8877,0,1,498.3739792182,304.2994777263,974865,1,0,0
"8962",8962,0,1,451.623059954,326.3776859283,5998305,1,0,0
"9089",9089,0,1,218.5106051763,328.2481423563,124075,1,0,0
"9165",9165,0,1,472.7091824279,332.3307138299,496300,1,0,0
"9226",9226,0,1,292.138730367,334.1428175424,27488,1,0,0
"9340",9340,0,1,238.4072081248,342.1735069091,61921,1,0,0
"9527",9527,0,1,289.4807287852,354.1444672238,131106,1,0,0
"10042",10042,0,1,218.4497079849,354.2638697477,247774,1,0,0
"10212",10212,0,1,286.1071898142,355.0635656082,512786,1,0,0
"10567",10567,0,1,220.0819168091,358.2587725885,62373,1,0,0
"10751",10751,0,1,261.9663524628,362.2354808614,185262,1,0,0
"10976",10976,0,1,215.2051631383,370.2945663749,78329,1,0,0
"11182",11182,0,1,241.4124488052,377.2351695527,190982,1,0,0
"11390",11390,0,1,222.783478419,385.2688654727,108967,1,0,0
"11551",11551,0,1,248.1350835164,387.1925988531,81208,1,0,0
"11929",11929,0,1,292.0786126584,388.2537965917,18566,1,0,0
"12070",12070,0,1,233.0413886868,391.2838145502,888742,1,0,0
"12247",12247,0,1,243.7101427974,414.3210161057,31463,1,0,0
"12604",12604,0,1,248.3133757909,415.2118388019,10600,1,0,0
"12947",12947,0,1,251.5042918523,431.0949428716,43949,1,0,0
"13585",13585,0,1,247.4112003326,460.2690316068,9902,1,0,0
"13872",13872,0,1,274.2126539581,472.0240032318,94891,1,0,0
"14088",14088,0,1,210.6680409114,475.2969185314,1581536,1,0,0
"14162",14162,0,1,276.3902517955,480.3448628304,64779,1,0,0
"14271",14271,0,1,210.5350391621,492.3236954874,426422,1,0,0
"14521",14521,0,1,281.7088940938,496.3399369759,707120,1,0,0
"14663",14663,0,1,269.8629372915,508.3765005807,71275,1,0,0
"14801",14801,0,1,278.061354955,520.3402184477,386445,1,0,0
"15197",15197,0,1,450.2407728831,521.0835287067,2068279,1,0,0
"15624",15624,0,1,275.3223762512,522.3557008332,285782,1,0,0
"16263",16263,0,1,273.4456456502,524.3711543116,825731,1,0,0
"16555",16555,0,1,236.3781045278,524.5033011745,21869,1,0,0
"16973",16973,0,1,230.9761028679,531.4078749558,13452048,1,0,0
"17370",17370,0,1,435.1443880042,531.4078868403,373509,1,0,0
"17498",17498,0,1,235.4250631332,538.5189792193,311724,1,0,0
"17905",17905,0,1,274.2768128713,544.3392419145,112073,1,0,0
"18134",18134,0,1,232.05783735,545.3863849334,121797,1,0,0
"18292",18292,0,1,227.9542890761,564.4288649872,152069,1,0,0
"18470",18470,0,1,271.6463317871,568.3393196873,777462,1,0,0
"18675",18675,0,1,268.8142515818,572.3710403317,213729,1,0,0
"18925",18925,0,1,230.440918903,654.3314548628,236006,1,0,0
"19211",19211,0,1,258.732729276,675.5433957089,165192,1,0,0
"19378",19378,0,1,257.4362297058,689.5590814639,449271,1,0,0
"19528",19528,0,1,256.2467714945,701.5590935981,123178,1,0,0
"19711",19711,0,1,431.1490839744,703.5742806448,411968,1,0,0
"19864",19864,0,1,256.1130402234,703.5743422462,5183562,1,0,0
"20214",20214,0,1,255.2833957672,717.5895450087,538128,1,0,0
"20374",20374,0,1,234.6484381358,728.5584559502,235242,1,0,0
"20561",20561,0,1,254.8076454798,731.6052577091,171471,1,0,0
"20735",20735,0,1,242.599937439,742.5742404949,339889,1,0,0
"20908",20908,0,1,243.7378956477,756.5530278707,206378,1,0,0
"21078",21078,0,1,241.7715422312,756.5894259692,73518,1,0,0
"21248",21248,0,1,243.1493956248,758.5686705353,994196,1,0,0
"21462",21462,0,1,241.9712285995,758.6037620359,89169,1,0,0
"21676",21676,0,1,242.2848939287,770.5688878681,58432,1,0,0
"21922",21922,0,1,240.5756044388,770.6048892941,768786,1,0,0
"22168",22168,0,1,242.4500219467,772.5857585422,146219,1,0,0
"22328",22328,0,1,241.0877760284,772.6201867394,1174168,1,0,0
"22561",22561,0,1,242.0504376094,782.5683869379,700453,1,0,0
"22764",22764,0,1,241.4536886215,786.5994280516,1187992,1,0,0
"23010",23010,0,1,240.8384377162,804.5527855864,152878,1,0,0
"23169",23169,0,1,240.2493543625,806.5681317092,1288640,1,0,0
"23442",23442,0,1,239.9542916616,810.5992781068,551159,1,0,0
"23677",23677,0,1,239.0781459808,832.5834591592,740711,1,0,0
"23942",23942,0,1,238.164937973,834.5989691166,1271206,1,0,0
"24205",24205,0,1,219.5506045024,880.5900153415,94209,1,0,0
