,325.18484_208.298,217.09063_233.649,346.16989_225.515,358.80003_187,248.09634_236.888,361.09699_222.216,369.17462_215.724,427.18_225.515,228.16073_233.649,269.21259_220.544,377.07064_225.515,410.04936_220.544,275.05992_230.34,442.1912_225.515,182.93143_189.926,213.02298_227.138,213.1499_235.246,234.10981_243.361,245.06734_218.942,344.07157_235.246,356.11797_217.371,151.04004_230.34,297.1823_240.118,600.28634_240.118,333.15614_243.361,389.18245_243.361,386.17321_227.138,295.16668_246.451,369.15607_243.361,437.18243_252.632,512.07972_252.632,159.02994_241.801,288.61998_240.118,183.03013_241.801,429.21346_259.103,263.05006_252.632,299.63915_240.118,266.08595_246.451,441.15977_235.246,279.13541_260.716,367.14035_252.632,394.05418_232.023,314.09757_260.716,253.10855_265.318,307.63677_266.907,443.17532_246.451,382.17027_274.751,205.15991_238.487,263.02339_230.34,352.08667_222.216,457.16601_268.459,465.24999_255.852,331.17682_262.166,383.15396_225.515,263.62851_259.103,385.16969_240.118,317.12464_270.07,252.1295_287.774,525.27178_285.431,511.29227_283.946,283.15558_287.774,431.15_283.946,375.16671_282.364,479.22941_277.818,216.10053_287.774,171.10267_249.747,433.20863_287.774,481.2452_282.364,361.15109_285.431,236.09314_286.521,539.25101_286.521,346.15953_287.774,343.14032_252.632,387.16667_263.739,93.03448_323.64,185.11836_255.852,267.12415_251.302,225.11349_318.001,405.17723_316.621,269.13989_287.774,485.16724_318.001,227.12921_286.521,541.26686_287.774,224.06215_280.984,224.06212_241.801,247.08261_279.356,283.1191_306.048,301.06002_301.564,301.05997_341.015,527.21573_318.001,372.11283_342.399,372.11285_315.077,372.11279_279.356,255.13536_280.984,451.11878_289.331,451.11888_318.001,451.11879_355.476,451.1188_335.234,190.0064_276.308,189.00298_354.134,153.01942_307.487,230.99712_230.34,230.99711_332.387,230.9971_277.818,230.99711_259.103,243.13524_285.431,345.15598_243.361,345.15607_290.839,167.03501_315.077,192.06687_285.431,206.99706_323.64,208.06158_315.077,241.11976_286.521,225.07706_352.568,182.04616_268.459,189.98977_326.447,165.09223_352.568,291.99597_354.134,188.98648_327.963,279.00013_378.489,172.99149_310.485,187.00717_319.373,187.00715_282.364,269.15099_266.907,269.15106_311.996,141.09221_406.944,539.25106_408.385,170.08246_285.431,287.02348_406.944,287.02347_277.818,287.02348_382.933,458.15774_333.696,458.15789_408.385,203.00224_279.356,508.1108_413.661,134.06123_287.774,188.00249_387.367,195.04928_410.854,195.04915_333.696,204.98138_308.983,204.98136_349.72,204.98135_393.419,233.01251_412.382,313.05719_412.382,425.01258_419.157,433.20851_417.599,524.08129_419.157,302.11509_420.498,204.06681_419.157,154.02279_427.842,309.05566_431.028,270.04452_431.028,283.08262_416.151,283.08263_381.432,543.2823_435.54,224.05682_424.891,260.02369_410.854,260.02366_330.834,260.02368_377.127,177.02287_412.382,215.10401_330.834,284.08915_444.473,311.07127_368.265,276.00079_374.137,283.11905_433.98,269.06703_454.906,363.07596_457.881,153.0194_427.842,258.00818_450.42,405.17726_450.42,151.05134_423.323,242.07997_456.283,169.06198_448.919,310.1163_453.402,485.16721_457.881,168.03039_412.382,168.03036_355.476,276.09146_454.906,172.06173_355.476,188.05661_432.436,218.99707_308.983,218.99711_451.983,218.99713_412.382,246.00801_416.151,372.0766_468.403,174.05614_445.946,263.10398_287.774,263.104_409.627,263.10397_330.834,263.10397_354.134,263.10398_385.879,267.11017_471.614,300.03991_465.268,211.01068_468.403,230.01305_410.854,230.01308_336.702,230.11487_474.74,415.18419_474.74,197.04572_462.297,201.1135_408.385,201.11345_463.69,223.09778_473.115,350.08874_465.268,350.08873_438.366,191.01995_445.946,235.03966_474.74,236.06007_479.193,150.05603_410.854,150.05608_333.696,150.05608_295.346,150.05608_356.932,150.05607_388.977,212.00249_419.157,263.02336_473.115,356.09939_450.42,411.12774_479.193,141.01942_476.228,165.04186_445.946,363.08156_480.673,219.07761_480.673,264.088_444.473,379.1617_483.766,107.05027_477.639,107.05026_453.402,124.04039_431.028,279.09891_447.451,336.07322_480.673,159.03_470.002,159.02997_396.389,230.10364_485.374,225.07711_471.614,193.01782_489.986,308.0741_501.992,259.13013_501.992,390.11639_498.841,596.1567_498.841,155.01001_491.506,197.08214_485.374,197.08207_385.879,572.17493_503.529,371.0772_504.944,151.00711_482.267,675.16749_509.721,315.0399_508.102,139.05136_463.69,181.0369_480.673,796.28089_512.869,343.06758_506.557,452.08768_511.253,469.18341_512.869,653.18536_511.253,243.124_457.881,524.16448_512.869,164.07191_500.366,211.06141_511.253,348.0707_509.721,185.05701_492.918,319.06774_512.869,269.06063_498.841,241.10852_468.403,183.02995_520.743,204.08788_439.907,211.02841_519.2,287.08903_500.366,135.06638_504.944,138.53162_517.598,199.09778_265.318,199.09776_433.98,199.09776_315.077,73.02925_470.002,114.05602_429.425,129.05578_243.361,185.08204_520.743,185.08207_477.639,216.08793_448.919,217.10834_483.766,299.12531_476.228,157.08709_286.521,189.04072_498.841,193.0719_517.598,131.07139_368.265,137.02444_280.984,137.02445_413.661,137.02445_316.621,137.02444_351.039,137.02445_382.933,147.06637_354.134,147.06638_385.879,173.08202_480.673,197.06819_512.869,197.06819_447.451,248.06008_528.575,215.09282_504.944,128.03537_476.228,133.05068_432.436,133.05069_519.2,160.06161_429.425,160.06164_380.07,160.06163_459.328,245.07822_501.992,130.08735_520.743,171.0413_508.102,245.11449_533.408,245.04336_542.306,202.12_548.42,285.08301_539.466,287.05243_542.306,115.00366_538.117,538.1073_553.209,327.09371_542.306,271.06739_542.306,184.53542_553.209,303.05873_548.42,335.05006_556.199,379.10006_559.198,487.13274_560.655,370.07844_546.847,153.03061_559.198,246.99201_556.199,258.06214_557.694,258.06209_539.466,144.03034_495.906,180.05949_523.807,187.10897_566.635,281.0274_560.655,290.08859_562.076,319.1039_569.793,246.08083_569.793,138.01969_565.069,275.02349_572.768,289.14105_489.986,361.09952_577.501,179.05636_497.417,179.05625_559.198,250.03933_569.793,315.13164_577.501,307.10411_580.607,168.07791_562.076,222.09855_580.607,222.09847_546.847,205.03543_542.306,167.0211_556.199,175.06133_526.994,200.05668_572.768,218.06713_569.793,187.06135_556.199,369.08342_575.905,188.05665_579.03,247.04023_597.681,632.20595_579.03,245.07814_591.455,281.08941_599.268,344.11047_597.681,391.1101_586.951,205.07183_599.268,253.01_591.455,261.07308_583.785,243.06243_559.198,308.09924_565.069,308.09921_545.346,204.05149_586.951,209.01271_603.952,274.00311_599.268,156.03036_599.268,165.04049_565.069,189.0883_600.89,220.0651_602.391,220.04911_608.348,137.89187_596.14,445.09297_605.557,240.00092_608.348,245.01277_612.991,359.05616_609.93,347.07547_611.424,391.02819_612.991,174.04087_597.681,227.10402_577.501,267.07247_614.581,280.99724_611.424,145.05069_577.501,191.05628_546.847,171.00655_605.557,224.0237_608.348,260.08907_600.89,182.07515_612.991,202.03595_605.557,235.05742_617.709,313.05712_624.072,243.01821_627.153,286.10484_630.228,201.05191_630.228,307.11513_633.414,177.04055_538.117,177.04059_592.98,177.04057_568.187,194.04598_410.854,194.04594_553.209,194.04595_335.234,194.04601_471.614,194.04597_295.346,194.04595_388.977,194.04601_444.473,227.11526_616.11,466.12419_636.518,359.05617_641.333,490.15099_639.708,157.03676_634.991,167.00206_644.534,189.05189_646.102,195.05112_585.334,130.06219_628.714,355.08882_631.791,365.1359_639.708,334.05513_650.911,358.00104_650.911,406.04567_649.309,129.50807_649.309,181.07189_612.991,163.02495_638.081,236.07786_650.911,154.99874_652.481,140.0119_641.333,149.04553_536.521,149.04553_553.209,149.04561_488.474,166.01461_624.072,226.00298_661.878,300.0399_538.117,300.03995_612.991,300.03993_565.069,239.0169_642.923,241.97682_650.911,247.05744_658.702,221.06043_668.365,439.08654_658.702,111.01994_539.466,111.02001_462.297,266.0885_669.931,355.03606_657.175,379.03474_665.122,451.11149_669.931,122.02477_624.072,133.01428_642.923,289.03919_674.689,305.03419_666.739,295.08991_666.739,125.02442_669.931,193.03551_654.05,251.05238_677.771,251.05236_627.153,341.10943_633.414,341.10943_660.318,154.06228_620.928,135.02988_540.809,334.88028_663.498,112.04043_634.991,171.06643_531.783,196.89503_647.729,216.00995_687.031,351.05748_687.031,116.92856_571.357,157.05068_560.655,254.91365_661.878,143.03502_669.931,143.03501_600.89,116.07172_451.983,314.86496_696.93,310.95713_696.93,408.92376_696.93,428.8202_698.495,179.05631_695.361,220.9763_710.478,261.0077_687.512,288.98756_696.93,343.05389_730.066,227.02003_725.426,230.99709_722.042,230.99692_698.495,365.01892_734.434,302.05227_733.82,174.01256_683.904,240.05169_733.82,205.03553_674.689,205.03551_730.679,270.02591_743.821,280.99759_746.527,275.00828_747.14,236.97137_748.789,259.01318_747.729,259.01316_723.714,238.96332_760.531,219.9804_760.531,267.98844_791.119,307.15167_792.76,261.0077_799.608,169.01439_748.311,216.98134_760.531,312.99903_828.528,246.99204_800.627,246.99203_720.884,232.97642_824.347,485.19969_842.476,276.96383_867.821,262.98697_795.54,262.98698_856.037,262.987_840.412,323.14654_863.388,254.98193_867.094,148.97324_889.845,201.13594_855.511,189.49472_894.407,232.9764_910.399,232.97641_940.314,270.00819_998.375,191.01991_622.476,191.01997_589.836,191.01991_730.679,191.01997_772.041,191.01997_663.498,248.97134_1198.2,248.97136_1207.32,248.97135_1181.16,194.90602_809.79,194.90602_966.302,194.90602_1050.13,194.90602_880.655,194.90602_942.796,194.90602_902.608,147.02996_614.581,147.03_442.906,147.02998_714.829,147.03001_517.598,397.85993_1257.69,172.95802_782.309,172.95801_880.655,172.95802_936.645,172.95801_861.099,140.96568_777.076,129.01937_722.042,129.0194_619.327,129.01938_683.904,129.01944_500.366,89.0245_465.268,103.0401_468.403,112.05168_494.405,117.01935_614.581,119.03498_488.474,119.03497_528.575,121.02953_454.906,121.02953_290.839,131.035_559.198,137.02439_624.072,137.02437_760.94,144.06666_447.451,144.06666_355.476,147.06638_931.512,147.06638_799.608,147.06638_963.53,147.06638_772.908,147.06638_1040.95,147.06638_1001.41,151.04013_766.145,151.04015_1202.57,159.06633_534.944,161.04566_520.743,161.04564_568.187,161.04565_603.952,178.05109_319.373,178.05112_704.066,178.0511_408.385,178.05111_287.774,178.05108_355.476,207.0876_466.783
fragment_52.01897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16463.21875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fragment_52.67822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19701.955078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fragment_54.82219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5945.0004882813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fragment_54.96296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10342.3359375,NA,NA,NA,NA,NA,NA
fragment_55.01831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14566.3974609375,9414.6162109375,NA,NA,NA,NA,NA,11995.5126953125,NA,NA,NA,NA,15365.6416015625,NA,NA,35929.15625,20769.3125,NA,NA,9072.0146484375,NA,11902.3994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27469.029296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9591.966796875,7675.9575195313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34323.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61926.6328125,8146.4921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11200.130859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6045.6083984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6669.8129882813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14791.5859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5620.9838867188,NA,NA,NA,NA,NA,NA,NA,NA,NA,14557.5693359375,NA,NA,NA,NA,318035.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
