"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy","bin_id"
"16399",16399,4521,2,286.324,103.054599777203,40438.03515625,1,0,0,"103.05449"
"16400",16400,4521,2,286.324,117.057231022612,33709.41796875,1,0,0,"117.05718"
"16401",16401,4521,2,286.324,79.0542152949003,29861.1328125,1,0,0,"79.05417"
"16402",16402,4521,2,286.324,130.064629414353,24067.91796875,1,0,0,"130.06466"
"16403",16403,4521,2,286.324,105.070099146699,21899.943359375,1,0,0,"105.07017"
"16404",16404,4521,2,286.324,117.070295929577,18419.212890625,1,0,0,"117.07034"
"16405",16405,4521,2,286.324,115.054235494821,15024.9521484375,1,0,0,"115.05434"
"16406",16406,4521,2,286.324,104.050083584751,12662.0498046875,1,0,0,"104.04995"
"16407",16407,4521,2,286.324,53.038874336469,12379.435546875,1,0,0,"53.03889"
"16408",16408,4521,2,286.324,129.070062874109,12060.5595703125,1,0,0,"129.07001"
"16409",16409,4521,2,286.324,132.081147483974,11679.6455078125,1,0,0,"132.08134"
"16410",16410,4521,2,286.324,120.080295557081,11386.84765625,1,0,0,"120.08041"
"16411",16411,4521,2,286.324,65.0387361029536,7802.88427734375,1,0,0,"65.03877"
"16412",16412,4521,2,286.324,138.054471567503,6514.06689453125,1,0,0,"138.05451"
"16413",16413,4521,2,286.324,73.0521432446234,6401.0390625,1,0,0,"73.05214"
"16414",16414,4521,2,286.324,107.048793037855,6304.9365234375,1,0,0,"107.04885"
"16415",16415,4521,2,286.324,131.084950893368,6220.6796875,1,0,0,"131.08493"
"16417",16417,4607,2,305.426,169.06128065287,75419.3359375,1,1425,0,"169.06132"
"16418",16418,4607,2,305.426,125.070796041035,64379.078125,1,1425,0,"125.07087"
"16419",16419,4607,2,305.426,97.0764250002229,24912.70703125,1,1425,0,"97.07643"
"16420",16420,4607,2,305.426,72.0807400892329,21484.1015625,1,1425,0,"72.08072"
"16421",16421,4607,2,305.426,116.071081638893,17565.408203125,1,1425,0,"116.07114"
"16422",16422,4607,2,305.426,70.0651470099615,17245.546875,1,1425,0,"70.06514"
"16423",16423,4607,2,305.426,95.0607212207567,9034.5048828125,1,1425,0,"95.06076"
"16424",16424,4607,2,305.426,55.0545769548678,8200.875,1,1425,0,"55.05468"
"16425",16425,4607,2,305.426,56.0496801060279,6415.45947265625,1,1425,0,"56.04978"
"16429",16429,4620,2,376.704,70.0651764795267,166370.140625,1,0,0,"70.06514"
"16430",16430,4620,2,376.704,107.048879522897,124587.15625,1,0,0,"107.04885"
"16431",16431,4620,2,376.704,136.075955898375,85548.8515625,1,0,0,"136.07598"
"16432",16432,4620,2,376.704,91.0541599600746,41196.0078125,1,0,0,"91.05413"
"16433",16433,4620,2,376.704,98.0596269186321,17324.919921875,1,0,0,"98.05999"
"16434",16434,4620,2,376.704,154.073015319137,17206.05859375,1,0,0,"154.07315"
"16435",16435,4620,2,376.704,119.049813576033,16678.3984375,1,0,0,"119.04986"
"16436",16436,4620,2,376.704,155.081358781939,12887.16015625,1,0,0,"155.08107"
"16437",16437,4620,2,376.704,84.0441234472982,12376.85546875,1,0,0,"84.04422"
"16438",16438,4620,2,376.704,53.0389143676979,12242.8046875,1,0,0,"53.03889"
"16439",16439,4620,2,376.704,113.070580273663,10096.599609375,1,0,0,"113.07058"
"16440",16440,4620,2,376.704,233.129337124613,9087.216796875,1,0,0,"233.12923"
"16441",16441,4620,2,376.704,114.055496341302,8377.1923828125,1,0,0,"114.05541"
"16442",16442,4620,2,376.704,160.90215602934,7185.048828125,1,0,0,"160.90204"
"16443",16443,4620,2,376.704,147.043848692487,7002.87890625,1,0,0,"147.04377"
"16444",16444,4620,2,376.704,68.0498415846398,6638.8056640625,1,0,0,"68.0498"
"16445",16445,4620,2,376.704,56.0497628039426,6397.4765625,1,0,0,"56.04978"
"16460",16460,4624,2,263.793,70.0652184817492,101634.9375,1,0,0,"70.06514"
"16461",16461,4624,2,263.793,207.065536175577,36507.3359375,1,0,0,"207.06553"
"16462",16462,4624,2,263.793,139.038239530978,9930.2626953125,1,0,0,"139.03837"
"16463",16463,4624,2,263.793,91.0541181698505,9296.1181640625,1,0,0,"91.05413"
"16464",16464,4624,2,263.793,79.054150398282,9049.7666015625,1,0,0,"79.05417"
"16465",16465,4624,2,263.793,176.876123087614,8753.8359375,1,0,0,"176.8761"
"16466",16466,4624,2,263.793,55.018207647069,5892.5615234375,1,0,0,"55.01824"
"16482",16482,4640,2,352.86,263.081207608129,7052.619140625,1,2390,0,"263.08114"
"16486",16486,4641,2,334.936,205.076197061788,7222.84716796875,1,0,0,"205.07619"
"16487",16487,4641,2,334.936,263.081071543066,6577.6357421875,1,0,0,"263.08114"
"16497",16497,4664,2,289.887,144.080599593796,191767.796875,1,0,0,"144.08074"
"16498",16498,4664,2,289.887,120.047918877447,102074.828125,1,0,0,"120.04802"
"16499",16499,4664,2,289.887,61.0108802726284,48721.11328125,1,0,0,"61.01085"
"16500",16500,4664,2,289.887,120.080350375012,47916.1171875,1,0,0,"120.08041"
"16501",16501,4664,2,289.887,103.021771046446,41711.88671875,1,0,0,"103.02173"
"16502",16502,4664,2,289.887,78.0373637481269,37261.421875,1,0,0,"78.03737"
"16503",16503,4664,2,289.887,143.073879701644,35536.20703125,1,0,0,"143.0739"
"16504",16504,4664,2,289.887,117.070289470426,30214.232421875,1,0,0,"117.07034"
"16505",16505,4664,2,289.887,115.05431162917,24065.140625,1,0,0,"115.05434"
"16506",16506,4664,2,289.887,103.054607994739,21578.421875,1,0,0,"103.05449"
"16507",16507,4664,2,289.887,60.0447997341541,21475.2734375,1,0,0,"60.04476"
"16508",16508,4664,2,289.887,86.060094436746,19365.6875,1,0,0,"86.06014"
"16509",16509,4664,2,289.887,91.0541365667616,13059.5634765625,1,0,0,"91.05413"
"16515",16515,4709,2,275.506,70.0652349428335,223903.3125,1,0,0,"70.06514"
"16516",16516,4709,2,275.506,219.065795188383,112998.84375,1,0,0,"219.06534"
"16517",16517,4709,2,275.506,91.0542267394901,45511.6640625,1,0,0,"91.05413"
"16518",16518,4709,2,275.506,147.044250480758,28461.662109375,1,0,0,"147.04377"
"16519",16519,4709,2,275.506,173.059405213978,18437.60546875,1,0,0,"173.05919"
"16520",16520,4709,2,275.506,201.056067677928,12380.837890625,1,0,0,"201.05585"
"16521",16521,4709,2,275.506,115.054377899321,12347.4990234375,1,0,0,"115.05434"
"16522",16522,4709,2,275.506,55.0182249083018,10389.076171875,1,0,0,"55.01824"
"16523",16523,4709,2,275.506,121.064929178726,8879.2548828125,1,0,0,"121.06489"
"16524",16524,4709,2,275.506,119.048732783599,8413.244140625,1,0,0,"119.04876"
"16525",16525,4709,2,275.506,72.0806784533249,8359.2744140625,1,0,0,"72.08072"
"16526",16526,4709,2,275.506,53.0388365667063,8277.123046875,1,0,0,"53.03889"
"16527",16527,4709,2,275.506,131.049446554999,7138.744140625,1,0,0,"131.04957"
"16528",16528,4709,2,275.506,65.0387738527479,7040.7529296875,1,0,0,"65.03877"
"16529",16529,4709,2,275.506,107.048855177855,6962.98779296875,1,0,0,"107.04885"
"16530",16530,4709,2,275.506,81.0333396250415,6605.6533203125,1,0,0,"81.03337"
"16543",16543,4732,2,284.91,122.060438851724,98473.0078125,1,0,0,"122.06034"
"16544",16544,4732,2,284.91,94.0648884180401,54296.03125,1,0,0,"94.06505"
"16545",16545,4732,2,284.91,178.122960133749,45189.6171875,1,0,0,"178.12296"
"16546",16546,4732,2,284.91,150.090600349229,34748.16796875,1,0,0,"150.09057"
"16547",16547,4732,2,284.91,136.075766129494,16868,1,0,0,"136.07598"
"16548",16548,4732,2,284.91,168.102371634348,11999.5283203125,1,0,0,"168.10226"
"16549",16549,4732,2,284.91,80.0496308917363,10717.23046875,1,0,0,"80.04949"
"16550",16550,4732,2,284.91,109.052611600142,9479,1,0,0,"109.05257"
"16551",16551,4732,2,284.91,82.0649594614958,8336.5576171875,1,0,0,"82.065"
"16552",16552,4732,2,284.91,67.0545194487916,8176.302734375,1,0,0,"67.05455"
"16553",16553,4732,2,284.91,178.087139790259,7859.2197265625,1,0,0,"178.08711"
"16554",16554,4732,2,284.91,53.0388199359903,7609.8046875,1,0,0,"53.03889"
"16555",16555,4732,2,284.91,108.044248136746,5727.5673828125,1,0,0,"108.04426"
"16580",16580,4761,2,412.848,269.129387124461,123429.421875,1,0,0,"269.12939"
"16581",16581,4761,2,412.848,193.075745918215,56816.6015625,1,0,0,"193.0757"
"16582",16582,4761,2,412.848,182.084494003635,52512.9140625,1,0,0,"182.0845"
"16583",16583,4761,2,412.848,206.082786601997,46105.8984375,1,0,0,"206.0825"
"16584",16584,4761,2,412.848,209.107295498797,34581.484375,1,0,0,"209.1073"
"16585",16585,4761,2,412.848,208.100912986068,23423.9375,1,0,0,"208.10091"
"16586",16586,4761,2,412.848,69.0701748341896,22119.7421875,1,0,0,"69.07013"
"16587",16587,4761,2,412.848,181.074934155904,17926.904296875,1,0,0,"181.07491"
"16588",16588,4761,2,412.848,70.065200639708,17309.755859375,1,0,0,"70.06514"
"16589",16589,4761,2,412.848,138.037778368274,16706.599609375,1,0,0,"138.03764"
"16590",16590,4761,2,412.848,111.116508214042,16040.2158203125,1,0,0,"111.11652"
"16591",16591,4761,2,412.848,233.108814256219,14460.4931640625,1,0,0,"233.10881"
"16592",16592,4761,2,412.848,58.9952880072682,13923.380859375,1,0,0,"58.99527"
"16593",16593,4761,2,412.848,219.093229720561,13865.0419921875,1,0,0,"219.09326"
"16594",16594,4761,2,412.848,259.075272421222,12043.1162109375,1,0,0,"259.07527"
"16595",16595,4761,2,412.848,154.065780245374,10962.275390625,1,0,0,"154.06586"
"16596",16596,4761,2,412.848,251.116511589892,10006.1474609375,1,0,0,"251.11651"
"16597",16597,4761,2,412.848,125.070818777467,9982.4384765625,1,0,0,"125.07087"
"16598",16598,4761,2,412.848,81.0443800651486,9776.7041015625,1,0,0,"81.04442"
"16599",16599,4761,2,412.848,195.091403973465,9543.982421875,1,0,0,"195.09145"
"16600",16600,4761,2,412.848,205.076245084547,9445.6484375,1,0,0,"205.07619"
"16601",16601,4761,2,412.848,115.054328683844,9175.9248046875,1,0,0,"115.05434"
"16602",16602,4761,2,412.848,55.054606899194,7617.61767578125,1,0,0,"55.05468"
"16603",16603,4761,2,412.848,241.064282505262,7391.35546875,1,0,0,"241.06428"
"16604",16604,4761,2,412.848,91.0541122639413,6916.67919921875,1,0,0,"91.05413"
"16605",16605,4761,2,412.848,221.109408833856,6830.24853515625,1,0,0,"221.10941"
"16606",16606,4761,2,412.848,84.0441388190089,6619.29150390625,1,0,0,"84.04422"
"16607",16607,4761,2,412.848,72.0806511646574,6601.38818359375,1,0,0,"72.08072"
"16636",16636,4804,2,262.693,158.11833445004,39162.50390625,1,0,0,"158.11793"
"16637",16637,4804,2,262.693,69.0701252019546,12392.98046875,1,0,0,"69.07013"
"16638",16638,4804,2,262.693,112.111811724297,10443.2392578125,1,0,0,"112.11181"
"16639",16639,4804,2,262.693,172.134147822099,8413.5869140625,1,0,0,"172.13415"
"16640",16640,4804,2,262.693,86.0965081847208,6241.84521484375,1,0,0,"86.09652"
"16645",16645,4807,2,415.008,110.071859552164,63708.4453125,1,0,0,"110.07176"
"16646",16646,4807,2,415.008,83.0606346647736,19852.240234375,1,0,0,"83.06042"
"16647",16647,4807,2,415.008,72.0807636710322,12356.4521484375,1,0,0,"72.08072"
"16651",16651,4832,2,384.925,95.0493478181242,71960.40625,1,0,0,"95.04936"
"16652",16652,4832,2,384.925,109.028887759334,5729.7783203125,1,0,0,"109.0288"
"16653",16653,4832,2,384.925,94.0414263710876,5690.6416015625,1,0,0,"94.04141"
"16664",16664,4835,2,401.02,95.0494439676514,70219.8203125,1,0,0,"95.04936"
"16678",16678,4839,2,376.318,114.091320460448,532814.6875,1,0,0,"114.09125"
"16679",16679,4839,2,376.318,72.0807772656827,304218.625,1,0,0,"72.08072"
"16680",16680,4839,2,376.318,131.117813988053,255872.96875,1,0,0,"131.11781"
"16681",16681,4839,2,376.318,72.0447904317674,70754.46875,1,0,0,"72.04465"
"16682",16682,4839,2,376.318,113.107020970448,28798.240234375,1,0,0,"113.10702"
"16683",16683,4839,2,376.318,60.0448181475172,27303.10546875,1,0,0,"60.04476"
"16684",16684,4839,2,376.318,55.0547519742462,26872.572265625,1,0,0,"55.05468"
"16685",16685,4839,2,376.318,70.0651593405315,12622.1650390625,1,0,0,"70.06514"
"16686",16686,4840,2,311.009,114.091140815899,172290.078125,1,0,0,"114.09125"
"16687",16687,4840,2,311.009,72.0806565653054,92696.171875,1,0,0,"72.08072"
"16688",16688,4840,2,311.009,72.0445674719886,19116.142578125,1,0,0,"72.04465"
"16689",16689,4840,2,311.009,60.0447503168597,8328.958984375,1,0,0,"60.04476"
"16690",16690,4840,2,311.009,55.0546059463759,7811.07568359375,1,0,0,"55.05468"
"16692",16692,4841,2,327.551,114.09126869462,306752.5,1,0,0,"114.09125"
"16693",16693,4841,2,327.551,72.0807399882733,167293.9375,1,0,0,"72.08072"
"16694",16694,4841,2,327.551,60.0448781361475,15189.791015625,1,0,0,"60.04476"
"16695",16695,4841,2,327.551,70.0651260489556,6895.07568359375,1,0,0,"70.06514"
"16697",16697,4842,2,409.127,114.091242542936,324774.8125,1,942,0,"114.09125"
"16698",16698,4842,2,409.127,55.054673964074,15394.822265625,1,942,0,"55.05468"
"16699",16699,4871,2,412.324,121.064858112893,759105.375,1,0,0,"121.06489"
"16700",16700,4871,2,412.324,166.122853522423,437362.3125,1,0,0,"166.12285"
"16701",16701,4871,2,412.324,103.054447276253,187251.875,1,0,0,"103.05449"
"16702",16702,4871,2,412.324,91.054066007649,151808.109375,1,0,0,"91.05413"
"16703",16703,4871,2,412.324,93.0697895160081,137173.375,1,0,0,"93.06982"
"16704",16704,4871,2,412.324,53.0388631797956,105218.171875,1,0,0,"53.03889"
"16705",16705,4871,2,412.324,84.0806905391384,102581.0859375,1,0,0,"84.08071"
"16706",16706,4871,2,412.324,228.123452094736,32168.583984375,1,0,0,"228.12345"
"16707",16707,4871,2,412.324,95.0492749045755,31949.525390625,1,0,0,"95.04936"
"16708",16708,4871,2,412.324,58.0654719740992,15904.0712890625,1,0,0,"58.06553"
"16709",16709,4871,2,412.324,70.065088214515,14775.91796875,1,0,0,"70.06514"
"16710",16710,4871,2,412.324,81.0332990858522,14555.54296875,1,0,0,"81.03337"
"16711",16711,4871,2,412.324,55.0181973822466,10136.6884765625,1,0,0,"55.01824"
"16712",16712,4871,2,412.324,67.054506928692,9918.076171875,1,0,0,"67.05455"
"16713",16713,4871,2,412.324,96.080728663588,9772.7177734375,1,0,0,"96.08073"
"16714",16714,4882,2,384.789,283.106003223842,198404.453125,1,0,0,"283.106"
"16715",16715,4882,2,384.789,140.049925418777,99098.7578125,1,0,0,"140.04986"
"16716",16716,4882,2,384.789,185.071216602177,98253.96875,1,0,0,"185.07118"
"16717",16717,4882,2,384.789,167.061115328614,87576.0390625,1,0,0,"167.06103"
"16718",16718,4882,2,384.789,211.085593479284,85283.578125,1,0,0,"211.08559"
"16719",16719,4882,2,384.789,169.076140376188,46078.4375,1,0,0,"169.07614"
"16720",16720,4882,2,384.789,193.075619168002,34828.984375,1,0,0,"193.0757"
"16721",16721,4882,2,384.789,235.085692317983,22178.71484375,1,0,0,"235.08569"
"16722",16722,4882,2,384.789,168.069317689328,19884.947265625,1,0,0,"168.0692"
"16723",16723,4882,2,384.789,207.090903430129,19632.365234375,1,0,0,"207.09112"
"16724",16724,4882,2,384.789,206.082386094282,19619.78125,1,0,0,"206.0825"
"16725",16725,4882,2,384.789,222.079542052817,18682.060546875,1,0,0,"222.07948"
"16726",16726,4882,2,384.789,247.086231540309,18606.791015625,1,0,0,"247.08591"
"16727",16727,4882,2,384.789,239.081386046234,17313.916015625,1,0,0,"239.08139"
"16728",16728,4882,2,384.789,219.090442550922,14977.73046875,1,0,0,"219.09044"
"16729",16729,4882,2,384.789,183.05557702839,14855.5595703125,1,0,0,"183.05558"
"16730",16730,4882,2,384.789,265.098092226975,14115.1181640625,1,0,0,"265.09809"
"16731",16731,4882,2,384.789,115.054385712059,13423.5390625,1,0,0,"115.05434"
"16732",16732,4882,2,384.789,205.076307011888,8409.62890625,1,0,0,"205.07619"
"16733",16733,4882,2,384.789,213.065583198161,7324.77099609375,1,0,0,"213.06558"
"16734",16734,4882,2,384.789,195.091462885774,7043.72998046875,1,0,0,"195.09145"
"16735",16735,4882,2,384.789,70.0651178990627,7003.5966796875,1,0,0,"70.06514"
"16744",16744,4895,2,412.57,86.0601719633216,114028.0234375,1,650,0,"86.06014"
"16745",16745,4895,2,412.57,91.0541504177748,112633.9765625,1,650,0,"91.05413"
"16746",16746,4895,2,412.57,53.0389380571591,56104.734375,1,650,0,"53.03889"
"16747",16747,4895,2,412.57,104.050004969977,52682.0703125,1,650,0,"104.04995"
"16748",16748,4895,2,412.57,128.049718148033,49528.484375,1,650,0,"128.04973"
"16749",16749,4895,2,412.57,118.065478462957,49148.96875,1,650,0,"118.06547"
"16750",16750,4895,2,412.57,86.096514717254,28978.9375,1,650,0,"86.09652"
"16751",16751,4895,2,412.57,65.0388562148299,12092.869140625,1,650,0,"65.03877"
"16752",16752,4911,2,403.817,136.076019831429,181114.109375,1,0,0,"136.07598"
"16753",16753,4911,2,403.817,95.0608111476344,21318.064453125,1,0,0,"95.06076"
"16754",16754,4911,2,403.817,93.0571482592816,14347.16015625,1,0,0,"93.05723"
"16755",16755,4911,2,403.817,80.0495807548612,11533.3369140625,1,0,0,"80.04949"
"16756",16756,4911,2,403.817,91.0543110046159,9976.3046875,1,0,0,"91.05413"
"16757",16757,4911,2,403.817,65.0387765753105,6744.31396484375,1,0,0,"65.03877"
"16758",16758,4961,2,408.715,121.051142316314,47964.375,1,0,0,"121.05107"
"16759",16759,4961,2,408.715,152.033019272142,36951.60546875,1,0,0,"152.03302"
"16760",16760,4961,2,408.715,147.044040695866,24060.134765625,1,0,0,"147.04377"
"16761",16761,4961,2,408.715,122.059075780108,21043.7421875,1,0,0,"122.05901"
"16762",16762,4961,2,408.715,91.0541454010644,18638.384765625,1,0,0,"91.05413"
"16763",16763,4961,2,408.715,94.0398420052516,16898.125,1,0,0,"94.03985"
"16764",16764,4961,2,408.715,149.070535805167,15862.287109375,1,0,0,"149.07054"
"16765",16765,4961,2,408.715,71.0603077883262,15803.1083984375,1,0,0,"71.06064"
"16766",16766,4961,2,408.715,123.066791551939,15056.3115234375,1,0,0,"123.0667"
"16767",16767,4961,2,408.715,119.048797037031,14389.7353515625,1,0,0,"119.04876"
"16768",16768,4961,2,408.715,108.043196209401,9098.73046875,1,0,0,"108.04319"
"16769",16769,4961,2,408.715,148.06203759353,7830.87841796875,1,0,0,"148.06205"
"16770",16770,4961,2,408.715,81.0319404374172,7153.3056640625,1,0,0,"81.03194"
"16771",16771,4961,2,408.715,65.0387614480198,5537.44970703125,1,0,0,"65.03877"
"16772",16772,4971,2,309.178,86.0964579781412,67281.2734375,1,0,0,"86.09652"
"16773",16773,4971,2,309.178,84.0441211260458,41233.35546875,1,0,0,"84.04422"
"16774",16774,4971,2,309.178,146.117692795892,26499.603515625,1,0,0,"146.11787"
"16775",16775,4971,2,309.178,69.0701085626968,12978.6767578125,1,0,0,"69.07013"
"16776",16776,4971,2,309.178,56.0497087667784,10807.07421875,1,0,0,"56.04978"
"16784",16784,4972,2,414.108,86.0965292519736,206809.46875,1,0,0,"86.09652"
"16785",16785,4972,2,414.108,146.117961149054,102605.0390625,1,0,0,"146.11787"
"16786",16786,4972,2,414.108,69.0701610978505,31812.056640625,1,0,0,"69.07013"
"16787",16787,4972,2,414.108,56.0498264427292,23209.689453125,1,0,0,"56.04978"
"16788",16788,4972,2,414.108,258.133470640075,16086.943359375,1,0,0,"258.13332"
"16789",16789,4972,2,414.108,212.127634803026,9460.4189453125,1,0,0,"212.12765"
"16793",16793,4979,2,342.525,149.023533387857,34497.21875,1,0,0,"149.02364"
"16794",16794,4979,2,342.525,85.0284297607642,21693.0546875,1,0,0,"85.02833"
"16795",16795,4979,2,342.525,127.038628730792,9081.6064453125,1,0,0,"127.0387"
"16796",16796,4979,2,342.525,65.0387416725947,7214.10546875,1,0,0,"65.03877"
"16797",16797,4979,2,342.525,57.0699883512187,6678.2939453125,1,0,0,"57.07007"
"16799",16799,4980,2,374.504,85.028293401477,79811.671875,1,0,0,"85.02833"
"16800",16800,4980,2,374.504,145.049927137759,44699.72265625,1,0,0,"145.04997"
"16801",16801,4980,2,374.504,149.023555664307,31505.279296875,1,0,0,"149.02364"
"16802",16802,4980,2,374.504,127.038439235909,22339.6484375,1,0,0,"127.0387"
"16803",16803,4980,2,374.504,97.0283138541955,18664.185546875,1,0,0,"97.02839"
"16804",16804,4980,2,374.504,69.033621616485,17344.416015625,1,0,0,"69.03368"
"16805",16805,4980,2,374.504,149.07378219162,8770.1767578125,1,0,0,"149.07378"
"16806",16806,4980,2,374.504,121.028285858541,8369.99609375,1,0,0,"121.02826"
"16807",16807,4980,2,374.504,61.0284591429315,6862.00830078125,1,0,0,"61.02851"
"16808",16808,4980,2,374.504,65.0387676179405,6420.65771484375,1,0,0,"65.03877"
"16809",16809,4980,2,374.504,91.0541380041884,6356.0537109375,1,0,0,"91.05413"
"16810",16810,4980,2,374.504,100.076308262765,5879.20849609375,1,0,0,"100.07624"
"16828",16828,4981,2,423.02,85.0283259008517,35338.6015625,1,0,0,"85.02833"
"16829",16829,4981,2,423.02,149.023764896934,31439.373046875,1,0,0,"149.02364"
"16830",16830,4981,2,423.02,145.050095581024,21762.484375,1,0,0,"145.04997"
"16831",16831,4981,2,423.02,116.071404924964,12696.9951171875,1,0,0,"116.07114"
"16832",16832,4981,2,423.02,91.0541268780141,10631.5693359375,1,0,0,"91.05413"
"16833",16833,4981,2,423.02,70.0651079850627,10121.1533203125,1,0,0,"70.06514"
"16834",16834,4981,2,423.02,97.0283877415354,9168.8837890625,1,0,0,"97.02839"
"16835",16835,4981,2,423.02,104.058022206497,7533.638671875,1,0,0,"104.05802"
"16836",16836,4981,2,423.02,119.048706821627,6349.7314453125,1,0,0,"119.04876"
"16845",16845,5002,2,410.761,160.076779059841,147626.25,1,0,0,"160.07676"
"16846",16846,5002,2,410.761,132.081446586841,74715.125,1,0,0,"132.08134"
"16847",16847,5002,2,410.761,181.097983113974,66775.234375,1,0,0,"181.09784"
"16848",16848,5002,2,410.761,115.054439088949,42926.6015625,1,0,0,"115.05434"
"16849",16849,5002,2,410.761,70.0651668472739,36727.35546875,1,0,0,"70.06514"
"16850",16850,5002,2,410.761,142.064753465496,30645.28515625,1,0,0,"142.06474"
"16851",16851,5002,2,410.761,142.032774433743,30626.62109375,1,0,0,"142.03245"
"16852",16852,5002,2,410.761,125.070998877934,27482.767578125,1,0,0,"125.07087"
"16853",16853,5002,2,410.761,118.065443629706,22947.6875,1,0,0,"118.06547"
"16854",16854,5002,2,410.761,91.0541595906328,17424.46484375,1,0,0,"91.05413"
"16855",16855,5002,2,410.761,80.0496107696969,14343.2802734375,1,0,0,"80.04949"
"16856",16856,5002,2,410.761,104.049980880819,14076.6533203125,1,0,0,"104.04995"
"16857",16857,5002,2,410.761,86.0966864730469,13316.9833984375,1,0,0,"86.09652"
"16858",16858,5002,2,410.761,84.0441625057886,9280.9345703125,1,0,0,"84.04422"
"16859",16859,5002,2,410.761,114.038094328033,9158.669921875,1,0,0,"114.03788"
"16860",16860,5002,2,410.761,105.070212922283,7355.0576171875,1,0,0,"105.07017"
"16861",16861,5002,2,410.761,170.026670141457,7082.91015625,1,0,0,"170.02667"
"16862",16862,5002,2,410.761,53.038831434485,6847.66796875,1,0,0,"53.03889"
"16863",16863,5002,2,410.761,103.054522199746,6195.1171875,1,0,0,"103.05449"
"16876",16876,5005,2,416.569,195.091496973095,189442.484375,1,0,0,"195.09145"
"16877",16877,5005,2,416.569,285.122816016659,108855,1,0,0,"285.12282"
"16878",16878,5005,2,416.569,115.05451722183,44179.484375,1,0,0,"115.05434"
"16879",16879,5005,2,416.569,94.0656539430563,26856.7421875,1,0,0,"94.06505"
"16880",16880,5005,2,416.569,206.085228780277,20615.517578125,1,0,0,"206.08523"
"16881",16881,5005,2,416.569,72.0808288034294,16135.3408203125,1,0,0,"72.08072"
"16882",16882,5005,2,416.569,207.091390928034,15500.51171875,1,0,0,"207.09112"
"16883",16883,5005,2,416.569,167.061069395919,13999.4912109375,1,0,0,"167.06103"
"16884",16884,5005,2,416.569,140.049451965449,13658.705078125,1,0,0,"140.04986"
"16885",16885,5005,2,416.569,61.0284528096162,10395.349609375,1,0,0,"61.02851"
"16886",16886,5005,2,416.569,182.08451364714,10007.841796875,1,0,0,"182.0845"
"16887",16887,5005,2,416.569,257.129276128391,9722.267578125,1,0,0,"257.12928"
"16888",16888,5005,2,416.569,70.0651092774886,9483.32421875,1,0,0,"70.06514"
"16889",16889,5005,2,416.569,193.075731039711,8538.5390625,1,0,0,"193.0757"
"16890",16890,5005,2,416.569,160.076679641182,8398.3291015625,1,0,0,"160.07676"
"16891",16891,5005,2,416.569,103.951385105318,7367.2255859375,1,0,0,"103.95139"
"16892",16892,5005,2,416.569,86.0965136814025,7365.8427734375,1,0,0,"86.09652"
"16912",16912,5024,2,373.337,166.086435982267,96677.6484375,1,0,0,"166.08632"
"16913",16913,5024,2,373.337,87.0439240290699,84075.640625,1,0,0,"87.04389"
"16914",16914,5024,2,373.337,108.044344351717,61051.15234375,1,0,0,"108.04426"
"16915",16915,5024,2,373.337,80.0495218122394,55324.90234375,1,0,0,"80.04949"
"16916",16916,5024,2,373.337,136.076000462438,44129.625,1,0,0,"136.07598"
"16917",16917,5024,2,373.337,53.038932898126,33550.203125,1,0,0,"53.03889"
"16918",16918,5024,2,373.337,89.0386387617404,27263.623046875,1,0,0,"89.03862"
"16919",16919,5024,2,373.337,148.03972999146,23873.654296875,1,0,0,"148.03977"
"16920",16920,5024,2,373.337,120.080383277625,19719.1328125,1,0,0,"120.08041"
"16921",16921,5024,2,373.337,91.0541776023898,19490.353515625,1,0,0,"91.05413"
"16922",16922,5024,2,373.337,117.033128987227,19235.416015625,1,0,0,"117.03314"
"16923",16923,5024,2,373.337,148.07589057604,18874.91015625,1,0,0,"148.07578"
"16924",16924,5024,2,373.337,145.02834000381,18144.90234375,1,0,0,"145.02839"
"16925",16925,5024,2,373.337,69.0335182723079,13745.912109375,1,0,0,"69.03368"
"16926",16926,5024,2,373.337,164.07092860628,13525.037109375,1,0,0,"164.07061"
"16927",16927,5024,2,373.337,121.064923267553,13042.71484375,1,0,0,"121.06489"
"16928",16928,5024,2,373.337,72.0805636762681,12670.02734375,1,0,0,"72.08072"
"16929",16929,5024,2,373.337,118.065304088689,10445.1572265625,1,0,0,"118.06547"
"16930",16930,5024,2,373.337,59.0494002305369,10406.8232421875,1,0,0,"59.04942"
"16931",16931,5024,2,373.337,103.054586303037,9742.76171875,1,0,0,"103.05449"
"16932",16932,5024,2,373.337,106.065105289599,8157.25537109375,1,0,0,"106.06503"
"16933",16933,5024,2,373.337,148.111711764187,7867.21923828125,1,0,0,"148.11175"
"16934",16934,5024,2,373.337,56.049761252523,7242.82861328125,1,0,0,"56.04978"
"16935",16935,5024,2,373.337,149.060064859792,6996.06201171875,1,0,0,"149.05997"
"16936",16936,5024,2,373.337,93.0699016590821,6751.375,1,0,0,"93.06982"
"16937",16937,5024,2,373.337,94.0648335665799,6214.9912109375,1,0,0,"94.06505"
"16938",16938,5024,2,373.337,95.0494316997868,6122.80859375,1,0,0,"95.04936"
"16939",16939,5024,2,373.337,81.0340740785045,6118.71337890625,1,0,0,"81.03409"
