Topic 0,57.03368,55.05463,53.00257,73.06471,57.07005,92.07066,134.08125,71.04888,101.06007,100.07567,100.02437,663.44586,100.02153,102.03741,99.01398,98.98412,98.07133,99.04388,103.03896
Topic 1,136.06156,117.05514,73.02859,99.04388,153.03981,146.06007,216.06892,187.88394,192.06541,128.04884,128.04506,88.02202,62.92941,117.054,98.07133,97.06497,97.10125,98.0603,97.07591
Topic 2,82.06519,100.07567,70.0652,86.06033,142.12316,83.0491,101.06007,74.02362,100.02437,184.0972,118.03429,102.03741,103.07565,97.06497,97.07591,97.10125,98.0603,98.07133,98.98412
Topic 3,129.01775,185.08179,68.99725,157.01399,139.00323,111.00789,57.07005,87.00787,97.0285,97.06497,97.07591,97.10125,98.0603,98.07133,98.98412,99.01398,663.44586,99.04388,100.02437
Topic 4,110.03504,135.03017,55.02945,128.0461,82.03978,107.03555,152.05685,80.02454,109.05088,153.04153,102.03741,102.05499,103.07565,97.07591,97.10125,103.05387,103.03896,102.09119,98.0603
Topic 5,91.05765,73.04692,167.05583,359.028,299.0602,225.04233,239.09418,355.06689,285.0108,268.97665,355.07318,227.02103,239.09579,429.09106,100.02153,102.05499,102.09119,96.08108,97.0285
Topic 6,58.06549,60.081,214.14468,59.07308,242.13842,132.10211,86.09669,128.1065,260.14954,98.98412,100.02153,98.0603,97.10125,99.01398,99.04388,97.07591,98.07133,663.44586,100.02437
Topic 7,103.05387,91.05434,120.08085,79.0543,131.04851,176.10753,107.04918,166.08551,119.07247,158.09627,105.06948,276.12396,248.12561,115.05468,95.08559,96.02731,96.04447,96.08015,96.08108
Topic 8,112.0762,70.0652,73.05227,150.05472,110.07114,95.06025,243.12434,124.07582,261.13492,94.06509,112.08739,158.08105,98.07133,99.01398,98.0603,97.10125,98.98412,663.44586,99.04388
Topic 9,110.02396,84.04435,109.03989,99.04388,127.05009,82.02915,117.05514,69.03369,109.0757,81.03358,97.07591,97.10125,98.0603,98.07133,98.98412,99.01398,663.44586,100.02153,100.02437
Topic 10,83.06061,110.07114,56.04974,93.04456,95.06025,156.07767,152.08171,166.09746,180.07678,194.09352,663.44586,98.07133,98.0603,97.10125,97.07591,97.06497,98.98412,99.04388,99.01398
Topic 11,112.11236,84.0809,98.98412,129.13873,69.06973,56.04974,55.01817,67.05408,58.06549,96.08015,72.08077,98.07133,98.0603,100.02437,99.01398,99.04388,100.02153,663.44586,100.07567
Topic 12,79.0543,119.08495,91.05434,96.08108,58.99521,133.06506,173.13351,93.07006,97.06497,663.44586,98.07133,99.01398,98.98412,100.02153,98.0603,97.10125,99.04388,101.06007,100.02437
Topic 13,89.0596,59.04937,133.08561,131.10685,73.06471,207.16025,239.14709,151.09769,117.09129,57.07041,177.99818,193.14323,101.06007,103.03896,97.07591,97.10125,98.0603,98.07133,98.98412
Topic 14,70.0652,173.13996,114.09163,72.08077,217.13017,112.07522,60.0558,166.08359,114.1032,114.10202,97.07591,72.06805,111.09138,94.06509,98.07133,98.98412,97.10125,98.0603,97.06497
Topic 15,123.04404,95.04951,165.05473,107.04918,91.05434,136.07649,119.0491,147.04449,144.99287,112.07287,92.02458,100.02437,97.10125,98.0603,88.0754,98.07133,98.98412,99.01398,99.04388
Topic 16,134.03258,103.07565,266.07526,130.06521,134.0606,150.05472,152.07114,281.12552,225.0865,163.08672,115.05371,98.07133,96.02731,96.04447,96.08015,96.08108,97.0285,97.06497,97.07591
Topic 17,57.07005,98.98412,115.04119,313.27252,161.04698,131.06982,75.0442,95.08559,387.30896,71.08537,116.99492,59.99849,133.05051,155.04706,75.06326,57.03368,93.04456,89.0596,99.01398
Topic 18,71.08537,57.07005,70.0652,121.06429,102.09119,88.0754,283.26184,270.27853,106.08621,88.076,291.23032,53.00257,298.3107,247.20567,87.04411,91.05434,114.1032,99.04388,96.08108
Topic 19,100.02153,58.99521,105.00012,86.99014,57.98748,146.02658,88.03926,129.00098,62.92941,91.05765,100.02437,98.0603,98.07133,88.076,98.98412,99.01398,99.04388,88.0754,100.07567
