Topic 0,91.05434,91.05349,105.03369,105.03248,105.03477,136.0757,135.08041,53.03891,216.03254,119.04901,104.05265,150.05799,181.08582,165.12767,100.07566,100.07451,100.07664,101.03446,102.055
Topic 1,69.07001,69.0694,111.11676,69.07058,111.11788,73.06471,111.11562,151.03901,151.04077,151.03681,108.02034,112.12028,94.05251,91.05844,99.04261,99.04388,100.07451,100.07566,100.07664
Topic 2,126.01186,125.00428,126.01319,110.07106,110.07228,125.003,110.0699,126.01051,125.00538,156.07639,167.02701,85.01069,225.12278,225.12438,123.11694,123.11564,98.98411,98.98527,98.98294
Topic 3,158.11766,158.11577,158.11955,72.08086,98.09622,150.07693,150.07911,150.08042,150.07475,104.07045,157.01273,102.0912,139.00284,157.01459,68.99716,104.05265,102.055,106.06431,98.98294
Topic 4,110.05997,94.065,152.07051,94.06413,94.06604,152.06873,152.07229,92.04946,180.0881,180.09039,180.08523,147.08058,147.07889,147.08227,193.08595,151.07528,100.07664,101.03446,102.055
Topic 5,53.03891,53.0393,71.04921,130.09729,71.04864,130.0987,53.03839,51.02322,231.08687,231.0852,85.02905,107.04908,103.04006,108.04412,99.04388,100.07451,100.07566,100.07664,101.03446
Topic 6,130.05016,84.04439,130.04889,102.0912,103.05416,103.05034,103.04006,103.03891,103.03774,355.2634,102.055,100.07664,100.07566,100.07451,99.04388,99.04261,101.03446,104.03417,98.98411
Topic 7,129.05446,111.04412,129.05604,189.07422,131.0684,129.05274,355.2634,103.04006,103.03891,103.03774,102.055,102.0912,103.05416,101.03446,100.07664,100.07566,100.07451,99.04388,103.05034
Topic 8,140.0162,140.01757,96.04436,118.06495,188.07113,146.06006,208.04327,166.03268,140.01469,182.02715,124.03947,96.0435,150.01865,188.06872,264.1597,264.15766,264.16173,123.04379,93.05731
Topic 9,85.02905,85.02818,85.02738,85.02964,227.12728,159.06524,243.15882,243.15702,199.09619,255.1585,175.09684,255.16044,99.04388,99.04261,98.98527,100.07451,100.07566,100.07664,101.03446
Topic 10,128.07048,112.05031,112.05163,112.04919,91.03894,128.06927,93.05472,61.02864,82.06519,154.06086,128.07203,95.02394,128.05282,174.05864,99.04261,103.03774,100.07566,99.04388,100.07451
Topic 11,60.08096,103.03891,82.06519,187.10816,162.11238,141.10196,82.06451,162.11434,162.10993,189.07555,355.2634,102.0912,101.03446,102.055,100.07664,100.07566,100.07451,99.04388,99.04261
Topic 12,69.0336,72.08086,72.08017,107.04908,69.03422,69.03295,114.09152,114.09037,72.08178,165.09249,165.09047,68.0496,103.04006,102.055,102.0912,103.03774,103.03891,100.07664,100.07566
Topic 13,67.05433,81.06992,151.06117,151.05941,151.06337,95.08606,81.06923,295.22669,81.07062,57.07014,295.22429,295.2291,277.2156,86.09634,100.07451,103.04006,103.03891,103.03774,99.04388
Topic 14,83.04912,100.07566,83.04832,83.05,202.11902,202.1163,127.0751,142.08616,106.06431,99.04388,100.07451,108.02034,100.07664,101.03446,102.055,107.08538,107.07023,107.04908,102.0912
Topic 15,126.09146,126.09023,98.06022,98.0593,125.04703,109.03944,109.03836,95.02394,109.04079,144.92716,144.9255,144.92922,101.03446,102.0912,102.055,355.2634,100.07664,103.03891,100.07566
Topic 16,130.06498,130.06652,130.06358,132.04425,175.0869,193.09722,151.07528,230.08084,151.07705,156.08057,230.07918,179.07081,144.0806,133.06495,197.08069,230.08249,85.02818,105.03369,100.07566
Topic 17,55.01817,65.0387,65.03928,65.03812,111.05502,111.05613,88.0216,88.02081,82.05258,111.05391,134.0272,88.02238,125.09586,125.09718,121.02855,93.05731,103.03891,103.04006,355.2634
Topic 18,104.10671,120.04463,124.99971,104.10797,104.10571,120.04338,86.09634,120.04587,92.04946,89.05966,107.07023,163.13286,103.03774,102.0912,102.055,101.03446,355.2634,100.07566,100.07664
Topic 19,118.08635,118.08756,118.08482,58.06536,174.12353,174.12571,174.12135,355.2634,101.03446,103.03774,102.0912,102.055,100.07566,100.07664,103.04006,100.07451,99.04388,99.04261,98.98527
Topic 20,56.04977,76.03934,74.05999,74.0606,72.05561,72.05619,104.05265,61.01095,101.03446,76.03999,76.03874,104.03417,104.10671,104.10571,104.07045,102.055,103.05416,104.10797,103.04006
Topic 21,103.03891,120.01134,74.00589,103.04006,103.03774,151.98314,74.0237,147.06524,120.01021,251.02442,56.96507,117.03947,251.02253,156.97444,120.0127,100.07451,100.07566,99.04388,99.04261
Topic 22,79.05419,76.07573,76.07501,77.07897,77.07833,106.06535,106.06431,105.03369,76.07638,223.50245,93.03921,223.50086,118.71401,114.86205,88.13102,103.05034,100.07451,100.07664,102.055
Topic 23,70.06532,70.06462,70.06587,142.08616,132.06566,119.01629,119.01752,60.05581,119.01475,73.01061,191.03751,74.07127,229.12901,103.05034,100.07566,100.07664,108.04286,108.02034,107.08538
Topic 24,112.07576,86.05998,86.06092,158.08151,141.06978,169.06505,115.05443,86.05912,90.03743,100.07664,102.055,101.03446,100.07451,100.07566,99.04388,99.04261,98.98527,98.98411,98.98294
Topic 25,83.06036,124.0867,124.08539,124.08834,171.06484,102.055,103.04006,103.03891,103.03774,102.0912,101.03446,103.05416,100.07664,100.07566,100.07451,99.04388,99.04261,98.98527,98.98411
Topic 26,57.04505,146.03814,131.01505,99.04261,163.10758,175.05013,147.05506,175.05232,175.04793,94.05251,94.05337,102.0912,102.055,355.2634,101.03446,100.07664,100.07566,100.07451,99.04388
Topic 27,88.0393,99.04388,122.09645,168.10176,74.09657,168.10382,134.04483,74.09717,74.09581,56.96507,102.0912,103.05034,103.04006,103.03891,103.03774,100.07566,102.055,101.03446,100.07664
Topic 28,84.04362,84.04514,84.04439,84.0637,62.06032,102.055,212.05479,117.10219,259.13207,259.13405,231.13716,231.13883,277.14335,259.13009,277.14116,231.13549,98.98294,100.07664,100.07566
Topic 29,85.02818,145.04948,57.03378,73.02845,163.05994,187.09593,173.08061,145.04798,115.03891,133.0495,161.07083,198.07629,163.06134,163.05837,104.05265,101.03446,104.10671,107.04908,98.98294
Topic 30,90.05484,90.05573,90.05378,90.05641,132.07674,91.05844,91.05762,132.07817,91.05927,132.0753,191.0445,209.05569,125.03464,110.00699,110.0059,110.00836,100.07664,101.03446,103.04006
Topic 31,128.95356,128.95183,128.95519,85.06469,274.90981,274.90765,234.9175,85.06395,85.06563,109.01442,109.0155,109.01334,109.01074,97.02851,103.03891,100.07664,101.03446,100.07566,100.07451
Topic 32,55.05458,95.08539,86.09634,132.10186,86.09703,152.07051,55.05415,102.0912,103.05416,103.05034,103.04006,103.03891,103.03774,355.2634,102.055,104.03417,100.07664,100.07566,100.07451
