Topic 0,loss_84.04233,loss_196.05793,loss_162.0526,fragment_132.0814
Topic 1,fragment_95.06074,loss_60.02097,fragment_85.02832
Topic 2,loss_133.07376,loss_87.0684,fragment_84.08071,loss_177.07592,fragment_217.15556
Topic 3,loss_74.07306,fragment_99.00811,fragment_232.08287
Topic 4,fragment_69.07013,fragment_225.07564
Topic 5,fragment_155.03354,loss_124.08852,fragment_211.09688,fragment_261.11316
Topic 6,fragment_166.08632,loss_86.03668,fragment_136.076,loss_114.03144
Topic 7,fragment_291.08244,fragment_147.04374,loss_144.042
Topic 8,fragment_91.05413,fragment_119.04876,fragment_147.04374,fragment_136.076
Topic 9,fragment_151.08086,fragment_181.12083,loss_88.05226,fragment_151.06152,fragment_121.10155,loss_60.02097
Topic 10,fragment_67.05453,loss_173.10491,fragment_95.06074,fragment_230.1598,fragment_65.03879
Topic 11,fragment_104.10738,fragment_60.08103,fragment_86.09652,fragment_221.01907
Topic 12,loss_162.0526,fragment_364.22203
Topic 13,fragment_160.10738,fragment_70.06515,fragment_116.04752,fragment_160.09585,fragment_333.16458
Topic 14,fragment_69.07013,fragment_113.0601,loss_193.13119,fragment_111.11661
Topic 15,fragment_121.06491,fragment_103.05448,fragment_53.03893,fragment_91.05413,fragment_93.06981
Topic 16,fragment_371.18332,fragment_246.05003,fragment_173.11739
Topic 17,fragment_140.0685,fragment_74.09666,loss_83.98462,fragment_122.06806
Topic 18,fragment_319.15645,fragment_280.09383,fragment_70.06515,fragment_301.1522
Topic 19,fragment_240.13519
Topic 20,loss_27.01071,fragment_83.06042,fragment_110.07179,fragment_93.04509,loss_17.02617
Topic 21,fragment_86.09652,fragment_69.07013
Topic 22,fragment_124.0398,fragment_80.04949,fragment_96.04414
Topic 23,fragment_232.1195,fragment_250.05177,fragment_160.96769,fragment_214.10778,fragment_88.0759,fragment_70.06515
Topic 24,fragment_114.09123,fragment_114.06581,loss_59.037,fragment_72.0807
Topic 25,fragment_84.08071,loss_150.05247,fragment_56.04977
Topic 26,fragment_148.11204,fragment_175.12292,loss_153.0418
Topic 27,loss_105.05373,fragment_225.07564,fragment_175.12005,fragment_60.05587,loss_74.07306
Topic 28,fragment_87.04392,fragment_69.03367,fragment_104.07097
Topic 29,fragment_146.11796,fragment_275.2015,loss_173.06831,loss_189.06338,fragment_69.07013,fragment_131.08506
Topic 30,fragment_84.0442,loss_143.05786,fragment_56.04977
Topic 31,loss_161.06831,loss_175.08429,fragment_103.03864,fragment_70.06515
Topic 32,loss_129.0506,loss_185.06803,fragment_199.10681,fragment_153.10212
Topic 33,fragment_143.03187,loss_120.04216,fragment_202.068,fragment_316.13922,fragment_69.07013
Topic 34,fragment_156.04147,fragment_103.0239,fragment_133.03545,fragment_121.03475,fragment_98.98387,fragment_151.04573,loss_23.01525
Topic 35,fragment_138.05454,fragment_98.9847,fragment_96.04414
Topic 36,fragment_69.07013
Topic 37,fragment_70.06515,loss_146.05773,fragment_332.11195,fragment_136.06241,loss_71.03688
Topic 38,fragment_98.06002,fragment_144.0659
Topic 39,fragment_74.0599,fragment_56.04977,fragment_255.16936
Topic 40,fragment_200.06966,fragment_172.07639,fragment_218.08163,fragment_189.88157
Topic 41,fragment_123.05503,fragment_128.07018,loss_132.04208,fragment_80.04949
Topic 42,fragment_128.95322,fragment_109.06454,fragment_149.05999,fragment_210.13161
Topic 43,loss_144.042,fragment_97.02839,loss_120.07843,loss_41.02648
Topic 44,loss_66.03235
Topic 45,fragment_98.98387
Topic 46,fragment_179.03306,fragment_197.04439,fragment_167.03435
Topic 47,fragment_134.06003,fragment_152.07029,loss_141.04225,loss_112.05231,fragment_211.14318,fragment_211.10857
Topic 48,fragment_150.05579,fragment_196.09792,loss_46.04153,fragment_178.08704,fragment_178.04896
Topic 49,fragment_97.02839,fragment_127.03868,fragment_103.03864,fragment_69.03367,fragment_145.04998,fragment_99.04365
Topic 50,fragment_72.0807
Topic 51,fragment_111.05545,fragment_82.05232,loss_156.04202,fragment_228.15926,fragment_83.06042,loss_17.01498
Topic 52,loss_116.04702,fragment_126.06649
Topic 53,loss_146.06834,loss_185.08972,loss_133.99937
Topic 54
Topic 55,loss_46.00521
Topic 56,loss_113.06881,fragment_69.03367,loss_101.06808,fragment_97.02839
Topic 57,fragment_101.05975,fragment_83.04894,fragment_55.05466
Topic 58,fragment_88.0218,fragment_134.02766,loss_182.07878,loss_135.05312,fragment_187.08618
