	RT	M1_1	M1_2	M1_3	M14_1	M14_2	M14_3	M18_1	M18_2	M18_3	M19_1	M19_2	M19_3	M2_1	M2_2	M2_3	M22_1	M22_2	M22_3_150410163257	M23_1	M23_2	M23_3	M24_1	M24_2	M24_3	M26_1	M26_2	M26_3	M28_1	M28_2	M28_3	M3_1	M3_2	M3_3	M4_1	M4_2	M4_3	M5_1	M5_2	M5_3	SOLVENT_BLANK	NDC24_1	NDC24_2	NDC24_3	NDC6_1	NDC6_2	NDR_3	NDC8_1	NDC8_2	NDC8_3	relation.id	relation.ship	codadw	charge
114.73009241773192	721.8962545191988	3468.227783203125	2047.7518310546875	0.0	2026.8359375	1892.4344482421875	3045.274658203125	3699.975830078125	2504.32421875	3710.112060546875	2225.296142578125	2738.280517578125	4119.99072265625	3414.500732421875	3208.49609375	4488.572265625	4800.1328125	3543.92236328125	3317.65673828125	3788.57861328125	3450.65380859375	3698.079345703125	3475.5537109375	3975.68798828125	2974.8740234375	2582.111083984375	5116.162109375	3918.46533203125	2273.0361328125	3352.710205078125	2514.302001953125	2860.55712890625	2948.3056640625	3720.255126953125	2830.573486328125	2520.646240234375	2694.804931640625	2729.863525390625	4199.2216796875	3092.238525390625	0.0	3254.64697265625	2951.4599609375	2425.5302734375	2733.11083984375	2436.53125	5977.2294921875	3386.774658203125	4011.009521484375	6976.43212890625	0	fragment?	0.8679161817500861	
114.68831714230585	721.5178756713867	2928.332275390625	2282.828857421875	3895.88134765625	2145.408447265625	2028.1990966796875	2493.983154296875	3390.0859375	2333.86669921875	3701.304931640625	2096.313720703125	3400.828125	3851.04296875	3315.78564453125	2612.36328125	4004.181884765625	4761.4658203125	3094.772705078125	3134.78369140625	3826.241455078125	3408.23828125	3806.06884765625	2493.9951171875	3667.692138671875	3752.76318359375	2963.88330078125	4555.50390625	4662.6044921875	2184.07861328125	3477.39013671875	2514.78173828125	2745.400146484375	2849.64208984375	3524.22900390625	3208.808349609375	2531.5380859375	2730.202392578125	2902.513671875	4266.43701171875	3120.570556640625	0.0	2648.322998046875	3268.186767578125	2580.107177734375	2920.3642578125	2893.950439453125	5084.25732421875	3467.469970703125	3737.99267578125	6634.16162109375	0	fragment?	0.8690947585205452	
114.69093334841523	721.5579961140951	2775.9052734375	2171.85498046875	4137.673828125	2210.83154296875	1944.7957763671875	2844.8134765625	3744.807861328125	2748.6171875	3904.791748046875	2305.285888671875	3129.995361328125	3506.541748046875	3364.396240234375	2544.567138671875	4074.50830078125	4422.98291015625	3486.176025390625	2420.806640625	4196.146484375	3447.6396484375	3633.4658203125	2863.01611328125	3882.9365234375	3457.73828125	3195.871826171875	4195.06884765625	3566.138427734375	1998.778564453125	3242.90771484375	2307.943603515625	2465.592041015625	3006.142822265625	4015.075927734375	2842.09716796875	2377.3466796875	3138.27734375	2694.011474609375	3717.048828125	2742.774169921875	0.0	2779.608154296875	3877.638671875	2536.074462890625	2197.42578125	2507.236572265625	4916.2919921875	3040.06787109375	3948.571044921875	6284.5244140625	0	fragment?	0.8403068526515906	
114.57745359559802	721.6658744812012	2596.91943359375	1668.4993896484375	3839.00830078125	2262.1220703125	1654.3994140625	2526.43017578125	4085.071044921875	2186.570068359375	3969.802978515625	2467.60791015625	2946.369140625	3770.13720703125	3230.759521484375	2489.229736328125	3674.902099609375	4291.6044921875	2862.68603515625	3384.996337890625	4081.623779296875	2839.163818359375	3424.21484375	2540.075927734375	3124.47119140625	2743.92822265625	2315.125732421875	3955.178466796875	3721.955810546875	1627.837158203125	3049.32861328125	2313.52783203125	1956.1873779296875	2749.44091796875	3611.888671875	2647.170166015625	2252.96484375	2694.069580078125	2494.4248046875	3565.546875	2107.0390625	0.0	2782.122314453125	2676.697265625	2317.834716796875	2294.34521484375	2524.263916015625	4919.76416015625	3428.162109375	3551.396240234375	6189.37353515625	0	fragment?|C13 isotope #2	0.8416108694433582	
114.68603040300569	721.5120026961616	2665.89794921875	0.0	4268.57275390625	2447.102783203125	1908.2186279296875	2897.895263671875	4099.67822265625	2505.9140625	3202.34521484375	1946.7386474609375	3015.04736328125	3606.990478515625	2731.836181640625	2710.41357421875	3620.439453125	4105.23486328125	3497.5458984375	2891.307373046875	3680.963134765625	3613.900634765625	3425.76904296875	2423.03271484375	3953.168212890625	2814.71728515625	2454.136962890625	4056.371337890625	3571.38134765625	1922.9212646484375	3714.2666015625	2223.347900390625	2869.271484375	3150.97412109375	3899.651123046875	2816.8828125	0.0	3083.146484375	2649.54296875	3526.071533203125	2960.781494140625	0.0	2744.804931640625	3555.443603515625	2588.16455078125	2304.351806640625	2091.73388671875	4710.5	4094.014892578125	3564.9580078125	5971.189453125	0	fragment?	0.8353853444829794	
114.415601603569	722.1220858959441	2455.416015625	1744.7032470703125	0.0	2131.203369140625	1662.761962890625	2947.20166015625	3130.197998046875	2137.533203125	3086.16552734375	2074.008544921875	3361.58935546875	3529.550048828125	2857.671630859375	2019.375	3326.145751953125	4593.8408203125	2488.826171875	2373.999755859375	3309.5263671875	2864.976318359375	3217.28076171875	2587.80078125	3153.27587890625	2609.667236328125	2686.4853515625	3855.27490234375	3089.55712890625	2075.294189453125	2735.693359375	2391.662109375	2452.982177734375	2776.76806640625	3030.371337890625	2304.54248046875	2145.80712890625	2787.2763671875	2518.93701171875	3023.2060546875	2144.29296875	0.0	2892.076171875	2816.110107421875	2581.612548828125	2355.674072265625	2366.581298828125	4664.771484375	2946.68505859375	3725.329833984375	5911.30517578125	0	fragment?	0.8734551840977678	
114.7336050213874	721.8585971264129	2900.07177734375	2151.7451171875	3617.913330078125	2127.776611328125	2214.942138671875	2898.52294921875	3828.571044921875	2324.3798828125	3552.847900390625	2035.9407958984375	2733.207763671875	4251.6640625	3091.516845703125	2632.69140625	4541.041015625	4247.90283203125	3634.19384765625	3197.026611328125	3960.057861328125	0.0	3376.429931640625	2843.08349609375	4297.43603515625	3573.283447265625	3098.554931640625	3790.360107421875	4191.7158203125	2255.167236328125	3565.4873046875	2455.385986328125	2604.9697265625	3450.229248046875	3897.77685546875	3258.91162109375	2261.278564453125	2821.77294921875	2693.506103515625	4291.2294921875	3075.116943359375	0.0	3190.770263671875	3378.775634765625	2281.318359375	2832.34814453125	2976.14453125	4848.65283203125	3370.082763671875	3663.208740234375	5901.36572265625	0	fragment?	0.8380967186397428	
114.73128184425089	721.4242195461107	2412.978515625	2172.775390625	4237.95703125	2081.62158203125	0.0	3145.749267578125	3833.824951171875	2937.63427734375	3275.895751953125	1684.699951171875	2775.11767578125	4139.50537109375	3338.011474609375	2259.183349609375	3978.56591796875	4802.22705078125	3564.420654296875	2934.46435546875	4370.3662109375	0.0	2926.574951171875	2748.026611328125	4190.59521484375	2818.44482421875	3173.510498046875	5218.9267578125	4762.54248046875	2815.321533203125	3077.74169921875	2364.427490234375	2715.3623046875	3815.893310546875	3537.646728515625	3900.68798828125	3186.856201171875	2956.8984375	2600.260986328125	3782.357421875	2293.120361328125	0.0	2679.42236328125	3588.345703125	2354.28857421875	2750.5810546875	3222.66943359375	4795.33544921875	3200.536865234375	3908.562744140625	5866.947265625	0	fragment?	0.8246618847383606	
114.3198412969028	721.5042127244016	2025.3660888671875	1538.436767578125	2773.6865234375	1702.0372314453125	1558.09326171875	2641.33935546875	3477.021240234375	2130.256591796875	3390.22216796875	2511.25537109375	2883.837158203125	3044.948486328125	2909.36865234375	2025.48583984375	2875.780517578125	3693.489501953125	2983.064697265625	2273.16650390625	3322.717529296875	2305.92236328125	2648.91064453125	2516.49267578125	3225.8134765625	2413.983642578125	2605.620361328125	3796.9931640625	2968.813720703125	1960.0587158203125	2804.312255859375	2378.715087890625	2423.638671875	3220.827880859375	3167.619873046875	0.0	1970.7509765625	2197.664794921875	3020.41796875	2393.016357421875	2075.89892578125	0.0	2290.641845703125	2681.3798828125	2096.177490234375	1869.9713134765625	2288.925537109375	3973.266357421875	2746.101318359375	3094.7685546875	5760.51953125	0	fragment?	0.8593655829861546	
114.55542697589091	721.5222473144531	3004.087646484375	1891.5911865234375	3712.81982421875	2062.380126953125	1876.880615234375	2271.072021484375	3670.50830078125	2184.0419921875	3374.75830078125	2137.77685546875	2976.650634765625	3295.419677734375	2844.6279296875	2621.105224609375	3567.143798828125	4222.4384765625	3228.48779296875	2701.065673828125	3590.172119140625	3200.04736328125	3376.567138671875	2495.8916015625	4238.33154296875	3096.630615234375	2599.877685546875	3930.35009765625	3732.531494140625	1906.571533203125	3136.296630859375	2036.656005859375	2209.454833984375	2558.96533203125	3141.081787109375	2840.47509765625	2311.344970703125	3502.626953125	3155.23486328125	3535.841064453125	2290.2275390625	0.0	2733.982177734375	2519.900390625	2388.0517578125	2211.649169921875	2494.7412109375	4476.2353515625	2810.062255859375	3756.697021484375	5664.05908203125	0	fragment?	0.806006496808135	
114.60697917337167	721.2955891002308	3004.30029296875	0.0	3605.0888671875	2156.184814453125	1488.1859130859375	2277.69677734375	3326.293212890625	2363.73828125	3063.47119140625	0.0	0.0	3660.58251953125	3225.205322265625	2492.391845703125	4146.1552734375	3748.96875	2869.563232421875	2418.084716796875	4075.797607421875	2935.403564453125	3344.870361328125	2523.933349609375	3706.35595703125	2632.59130859375	2330.3330078125	4272.5380859375	3975.1357421875	0.0	3178.001220703125	1958.7708740234375	2428.357177734375	2726.064453125	3497.2841796875	2884.748779296875	2681.972412109375	2395.4521484375	2662.02392578125	3367.951171875	2704.2294921875	0.0	2266.35205078125	2786.8974609375	2151.54345703125	1892.738037109375	2267.1298828125	4795.298828125	3399.91162109375	3686.65673828125	5600.56884765625	0	fragment?	0.8406323534412361	
114.19668854624993	721.6381277530751	2100.932373046875	1881.169921875	3282.19140625	1598.5823974609375	0.0	2374.36962890625	3146.798095703125	2261.091552734375	3184.215087890625	2078.22412109375	2751.8525390625	3096.27001953125	3087.293701171875	2009.676513671875	3741.66796875	4077.69921875	2724.413818359375	2178.901123046875	3346.91259765625	3302.46484375	3173.93212890625	2685.1474609375	3015.78466796875	3382.594482421875	1743.5081787109375	3684.1650390625	3031.724853515625	1657.6260986328125	2829.362060546875	2464.3623046875	2271.599853515625	2390.285888671875	3561.15185546875	2513.592529296875	1909.7275390625	3088.912841796875	2948.636962890625	3085.32763671875	2130.781005859375	0.0	2980.52685546875	2746.232177734375	2394.240478515625	2263.728271484375	2116.348388671875	4031.575439453125	2557.968505859375	3376.3193359375	5528.728515625	0	fragment?	0.8831580930574956	
114.56628135001851	721.2625045776367	2596.548828125	1598.204345703125	3323.704833984375	2208.685302734375	1939.0411376953125	2811.468994140625	3447.078369140625	1995.8065185546875	2755.321044921875	1873.435791015625	2673.57763671875	4315.017578125	3240.3408203125	1853.94775390625	4156.79296875	3336.6181640625	3135.46240234375	2753.56884765625	4026.1923828125	3128.684814453125	2841.787109375	2079.760498046875	3753.005126953125	3274.649658203125	2335.95068359375	3427.75732421875	3199.656005859375	1783.7847900390625	3278.473388671875	2064.602294921875	2186.56201171875	2795.72802734375	3197.016357421875	2774.493408203125	2353.415283203125	3290.448974609375	2599.130859375	4220.96142578125	2375.487060546875	0.0	3126.64990234375	2872.417236328125	2718.03271484375	2427.323974609375	2810.1767578125	3986.260498046875	3549.926025390625	3521.452880859375	5525.8876953125	0	fragment?|S34 isotope #1	0.8494514106797089	
114.51019200035773	721.6704978942871	1686.2371826171875	1798.7125244140625	3175.0390625	1813.802734375	1589.6654052734375	2862.7548828125	4432.8623046875	2190.275146484375	3317.7939453125	2064.18212890625	2247.048828125	3450.927978515625	3106.948974609375	2267.3779296875	3147.98974609375	4030.60205078125	2610.023681640625	1969.836181640625	3068.751953125	2913.008056640625	2958.550537109375	2551.03564453125	2754.707275390625	2698.58203125	1810.7318115234375	3989.485595703125	3216.362548828125	2000.3995361328125	3597.60205078125	1796.7742919921875	2732.1474609375	2502.2734375	3766.79638671875	2706.25244140625	2154.88330078125	2739.771240234375	2522.903076171875	2748.180908203125	2300.945068359375	0.0	2954.625732421875	2546.265869140625	2179.309326171875	2080.55908203125	2799.627197265625	4786.330078125	3054.64013671875	3125.039794921875	5519.8427734375	0	fragment?	0.8564294415627612	
114.40930158105209	721.5533765157064	2576.960693359375	1822.834716796875	3575.88671875	1977.9569091796875	1506.3631591796875	2302.45068359375	3291.35205078125	2247.9111328125	3435.365478515625	1997.09326171875	2748.181640625	3838.438720703125	3013.642333984375	2314.5615234375	4074.857421875	5100.240234375	2714.896484375	2456.015869140625	3554.90966796875	2956.783447265625	3414.86767578125	2197.61328125	3388.3837890625	2569.183349609375	2140.862548828125	3148.205810546875	3500.749755859375	2092.475341796875	2732.957275390625	1859.18408203125	1927.356201171875	2432.18212890625	3297.781982421875	2517.8583984375	2134.1572265625	2954.3427734375	2578.615966796875	3699.27392578125	2713.352294921875	0.0	2826.37548828125	3266.911865234375	2740.657958984375	2445.2548828125	2203.102783203125	4419.63427734375	2702.111572265625	3513.2958984375	5513.12744140625	0	fragment?	0.8843231166149972	
114.59578674809431	721.2148806254069	2781.9306640625	1966.2796630859375	3448.25732421875	2104.27587890625	1726.243896484375	2716.2021484375	3892.0703125	2289.61669921875	3053.10302734375	2501.254150390625	3206.263427734375	3680.293212890625	2918.677490234375	2950.112548828125	3992.9375	4413.3095703125	2685.447509765625	2571.710693359375	4272.96435546875	3533.541015625	3321.469970703125	2851.57568359375	3769.432861328125	3342.994873046875	2230.75341796875	3597.45166015625	3259.061279296875	1829.2711181640625	3497.73583984375	1907.1448974609375	2649.6435546875	2706.552001953125	3227.16015625	3622.646484375	2426.535888671875	3187.40380859375	2281.250244140625	3307.750732421875	2872.6005859375	0.0	2831.41162109375	2266.723388671875	2037.63623046875	2351.890625	2549.680908203125	5502.748046875	2988.796875	3433.409423828125	5276.08935546875	0	fragment?	0.8429085206409701	
114.26907731318161	721.5186686197917	2154.1650390625	0.0	3095.032470703125	1743.837890625	0.0	0.0	3600.792236328125	2293.115234375	3090.95263671875	2325.2177734375	2972.32275390625	3289.06396484375	3326.56201171875	2126.751220703125	3600.302490234375	3093.110107421875	2857.204833984375	2336.22412109375	3412.8037109375	2526.139892578125	3691.622802734375	2050.549072265625	3045.79638671875	2952.926513671875	1999.3077392578125	3691.398681640625	3385.775634765625	1992.5946044921875	2715.72265625	1894.2117919921875	2150.845703125	2604.720947265625	3448.563232421875	2177.644287109375	2017.9649658203125	2803.322998046875	2501.78564453125	3207.12158203125	2407.767333984375	0.0	2588.124755859375	3232.90087890625	1908.0457763671875	1905.2613525390625	1946.616455078125	4674.23681640625	2612.78076171875	3465.6328125	5437.56396484375	0	fragment?	0.8007575540963129	
114.0726056441073	721.6985015869141	2677.381103515625	1671.46142578125	3930.191650390625	2094.4404296875	1988.523681640625	2727.0126953125	3146.36083984375	2429.0146484375	2842.161865234375	2757.154052734375	2998.619384765625	3732.29052734375	3082.6357421875	2552.60986328125	3885.089599609375	4250.154296875	2946.872802734375	3058.41162109375	4380.49560546875	3342.438720703125	3167.0068359375	2697.4794921875	3399.616455078125	3250.651611328125	2371.1015625	3913.890869140625	4250.96435546875	1813.146484375	2917.377197265625	2515.534423828125	2231.125	2910.32470703125	4043.640625	3094.332275390625	2568.919189453125	3037.764404296875	2328.598388671875	2967.737548828125	2291.149658203125	0.0	2675.698974609375	2678.566650390625	2094.20068359375	2337.335205078125	2800.35791015625	5437.50390625	3309.3232421875	4309.18994140625	5291.958984375	0	fragment?	0.8123575720372724	
114.15531238713076	721.710252126058	2349.45947265625	1837.5841064453125	3223.286865234375	2240.182373046875	1434.242431640625	2264.513916015625	3205.51220703125	2377.052490234375	2975.8681640625	2570.333740234375	3635.58203125	2881.63818359375	2697.7841796875	2489.507568359375	3661.87060546875	3553.4697265625	2744.7490234375	2665.6748046875	3504.095703125	2637.06201171875	3190.254150390625	2314.478759765625	3622.621337890625	3009.5673828125	2600.8525390625	3658.375	3332.595703125	1578.6846923828125	3173.83935546875	2389.91259765625	2376.006103515625	2719.748046875	3378.84130859375	3147.67333984375	2121.685302734375	3531.68505859375	2663.447021484375	3082.439453125	2185.631103515625	0.0	2450.05078125	2634.592041015625	2323.600341796875	2054.428955078125	1987.8204345703125	5222.68408203125	2387.837890625	3158.143310546875	5415.13427734375	0	fragment?	0.8479553012646863	
114.37376285413454	721.6631253560384	2665.472900390625	1898.4224853515625	3119.66455078125	2026.3271484375	1400.7010498046875	2978.667724609375	3353.417724609375	2274.30810546875	3478.026611328125	1923.6707763671875	2608.894775390625	4045.215087890625	2906.8876953125	2005.223388671875	3972.323974609375	4070.3447265625	2544.312744140625	2757.726318359375	3728.420166015625	2827.492919921875	3458.429443359375	2702.29736328125	2777.652099609375	2471.279296875	2378.145751953125	4409.70751953125	3322.65283203125	1652.629150390625	3111.4326171875	2271.384765625	2293.507568359375	2528.142333984375	3394.16162109375	2356.32275390625	1894.794189453125	2077.948486328125	2230.37255859375	3011.34912109375	2206.150634765625	0.0	2681.231689453125	2505.0615234375	2145.620361328125	2185.974853515625	2330.3388671875	5204.5009765625	3036.040283203125	3540.464599609375	5398.0009765625	0	fragment?	0.8098357611749346	
114.45439416165769	721.5486543074898	2169.242919921875	1643.135009765625	3296.892333984375	0.0	0.0	2195.79931640625	3699.4345703125	2060.852294921875	3625.74658203125	2261.504638671875	2692.322265625	2933.559326171875	2728.43603515625	2223.78515625	3382.696044921875	4101.3046875	2377.77294921875	3388.921142578125	3355.798583984375	2794.665771484375	3615.91064453125	2588.89013671875	2702.7158203125	2601.161865234375	2567.09033203125	3872.989013671875	2956.431640625	1783.7147216796875	2866.763916015625	1768.258056640625	2741.57568359375	2080.900634765625	3236.9462890625	2229.848876953125	2268.904541015625	2964.026611328125	2530.784423828125	3721.698974609375	1656.844482421875	0.0	2255.716552734375	2393.295166015625	2091.4072265625	1755.1214599609375	2202.11962890625	4420.61962890625	3313.790283203125	2940.222412109375	5378.23828125	0	fragment?	0.868441037523766	
114.08766542134178	721.6410001118978	2130.22412109375	1544.2528076171875	2770.20068359375	2090.5302734375	1489.212646484375	3027.386474609375	3012.118896484375	0.0	3481.3037109375	2063.36328125	2661.614501953125	3553.00537109375	2543.87255859375	2567.689453125	3594.549560546875	3718.518798828125	2636.508544921875	2573.76904296875	3251.639892578125	3141.310791015625	2883.721435546875	2231.875244140625	2860.633544921875	3105.787353515625	2601.4794921875	4488.56201171875	2855.296142578125	2278.78857421875	3094.66259765625	2301.28173828125	2207.544921875	2560.784912109375	3411.222412109375	2571.06982421875	2139.072265625	3409.48193359375	2406.6142578125	3185.706298828125	2028.125732421875	292.46832275390625	2484.73193359375	2762.1962890625	1958.466796875	2235.546630859375	2346.791259765625	3916.345947265625	3348.840087890625	3395.89892578125	5373.04931640625	0	fragment?	0.8637350238043123	
114.62888700796498	721.5821240743002	2952.69287109375	1843.1405029296875	3425.104736328125	1985.8358154296875	2133.147705078125	2868.74951171875	3004.68701171875	2037.0845947265625	3105.0888671875	2439.625244140625	3186.531005859375	3793.786865234375	3098.0302734375	2593.4287109375	3739.774169921875	4174.42333984375	2954.072509765625	3196.5634765625	4079.512939453125	3081.865478515625	3689.0322265625	2815.082275390625	3933.30322265625	2856.853515625	2597.700927734375	4328.52099609375	4030.112060546875	2074.19140625	2691.48193359375	2313.057861328125	2409.926025390625	2852.554931640625	3533.908935546875	2743.119140625	2595.044189453125	2684.622314453125	2549.780029296875	3556.0869140625	2308.9697265625	0.0	3004.67333984375	3036.209228515625	2588.27734375	2282.961181640625	2552.2958984375	4219.38916015625	2970.591064453125	4114.173828125	5353.07666015625	0	fragment?	0.8498021245129259	
