"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy","fragment_bin_id","loss_bin_id"
"905",905,901,2,576.779,70.0650863647461,1,1,0,0,"70.06516","46.0054"
"1030",1030,1022,2,531.826,118.08618927002,1,1,0,0,"118.08618",NA
"20000",20000,19987,2,605.395,104.10733795166,1,1,0,0,"104.10736","154.00257"
"321",321,314,2,926.672,104.107414245605,1,1,0,0,"104.10736",NA
"337",337,330,2,937.122,104.107414245605,1,1,0,0,"104.10736",NA
"351",351,340,2,940.912,104.107269287109,1,1,0,0,"104.10736",NA
"15899",15899,15889,2,530.589,118.086181640625,1,1,0,0,"118.08618","117.07887"
"1024",1024,1022,2,531.826,58.0655174255371,0.517896908242548,1,0,0,"58.06553","60.02093"
"319",319,314,2,926.672,60.0809936523438,0.447888768149924,1,0,0,"60.08105","44.02596"
"335",335,330,2,937.122,60.0809936523438,0.447888768149924,1,0,0,"60.08105","44.02596"
"344",344,340,2,940.912,60.0809211730957,0.452950235271374,1,0,0,"60.08105",NA
"2763",2763,2740,2,546.901,138.054595947266,1,1,0,0,"138.05453",NA
"1025",1025,1022,2,531.826,59.0734901428223,0.310140415863217,1,0,0,"59.07334","59.01307"
"5581",5581,5557,2,497.744,120.080413818359,1,1,0,0,"120.08045",NA
"5613",5613,5589,2,498.981,120.080413818359,1,1,0,0,"120.08045","46.0054"
"19998",19998,19987,2,605.395,86.0965194702148,0.263415472810507,1,0,0,"86.09653","172.01307"
"20003",20003,19987,2,605.395,125.000549316406,0.254110699079712,1,0,0,"125.00052","133.10973"
"19080",19080,19054,2,438.442,136.062393188477,1,1,0,0,"136.06242","116.04698"
"2000",2000,1994,2,482.471,84.0442123413086,1,1,0,0,"84.04423","46.0054"
"22132",22132,22109,2,469.605,136.062484741211,1,1,0,0,"136.06242","132.04197"
"1903",1903,1896,2,630.442,83.0604095458984,1,1,0,0,"83.06041",NA
"1932",1932,1925,2,630.442,83.0604095458984,1,1,0,0,"83.06041","46.0054"
"1943",1943,1936,2,626.71,83.0604095458984,1,1,0,0,"83.06041","46.04179"
"909",909,901,2,576.779,116.071136474609,0.104588716772432,1,0,0,"116.07115",NA
"2083",2083,2076,2,566.834,84.0806884765625,1,1,0,0,"84.08073","46.0054"
"1459",1459,1442,2,420.775,108.04426574707,1,1,0,0,"108.0443","18.00179"
"19999",19999,19987,2,605.395,98.9838104248047,0.172321500734723,1,0,0,"98.98388","159.1255"
"19993",19993,19987,2,605.395,60.0810241699219,0.158484393618709,1,0,0,"60.08105",NA
"280",280,274,2,645.415,87.0438232421875,1,1,0,0,"87.04393","17.02501"
"20016",20016,19987,2,605.395,258.109710693359,0.123109290822675,1,0,0,"258.10987",NA
"17389",17389,17375,2,558.119,112.051025390625,1,1,0,0,"112.05109","132.04197"
"5576",5576,5557,2,497.744,103.054489135742,0.371758657198826,1,0,0,"103.05451",NA
