Topic 0,146.08112,115.05433,83.06043,206.10223,273.10911,129.06583,368.1567,383.20101,290.16097,139.03835,195.07569,262.06174,153.06578,267.1011,179.08312,175.12006,252.07794,206.07155,146.09279
Topic 1,96.04413,210.11135,164.10657,97.02839,314.11225,88.03909,323.19641,133.05115,176.05567,438.1972,248.15026,194.0667,144.06588,82.03966,134.05997,317.11149,105.10274,371.21719,353.20422
Topic 2,85.02832,61.0285,57.03369,73.02852,99.04367,115.03913,162.07567,133.04983,121.96666,116.01672,134.05997,133.05115,133.05283,133.06055,133.06155,134.07171,133.06299,133.10085,133.0978
Topic 3,105.07017,79.05417,158.11793,198.11122,215.10376,112.11181,249.11318,223.13477,172.13415,159.11676,113.09559,82.06544,133.05283,133.05115,133.06155,133.06299,133.06055,738.06029,133.06442
Topic 4,67.05455,81.07,93.06982,95.08537,79.05417,107.08554,109.10129,121.10156,149.13246,135.11735,119.08569,277.21754,127.07538,279.23344,275.20138,133.10085,223.1314,99.08011,173.11739
Topic 5,95.06076,83.06043,81.04507,68.04981,124.087,122.07171,190.09757,96.06838,109.07644,107.06036,112.08705,110.07177,238.12006,126.05442,109.06342,256.13007,282.10975,188.07308,400.17516
Topic 6,89.03861,145.02843,117.03313,177.05472,149.05997,134.03644,78.04654,63.02323,106.04123,248.12779,135.04439,186.05403,105.03344,364.22204,100.07534,171.14886,188.17605,346.21476,290.15181
Topic 7,144.06588,126.05565,114.06584,220.10875,72.04412,146.06091,229.0969,156.08069,332.11153,349.14107,168.08154,183.09037,258.1129,276.12198,218.06645,129.07,154.06586,144.07733,246.09039
Topic 8,85.02832,127.03869,145.04995,97.02839,181.07021,134.04674,134.04528,133.05115,133.05283,133.06055,133.06155,133.06299,133.06442,133.07613,133.08628,133.03244,134.05997,133.08919,133.0978
Topic 9,55.02948,327.07802,495.26484,110.03459,82.04028,551.33272,119.0352,67.02903,115.0508,193.13421,94.04056,607.38891,152.06293,251.04864,439.19972,176.1067,148.11175,212.12765,165.13833
Topic 10,73.0647,138.05451,144.06588,186.07565,68.04981,100.11239,246.09757,110.05975,102.05469,74.06037,198.07671,156.06572,87.0316,112.03981,216.0875,85.08853,70.02898,90.09184,158.08037
Topic 11,91.05413,83.08558,738.06029,133.03244,133.05115,133.05283,133.06055,133.06155,133.06299,133.06442,133.07613,133.08628,133.08919,133.0978,133.10085,134.01288,134.03644,134.04528,134.04674
