Topic 12,fragment_123.04458,fragment_82.06561,fragment_91.05409,fragment_167.11822,fragment_65.03877,fragment_207.06541,loss_42.01021,fragment_195.11201,loss_59.04859,fragment_125.07083,loss_70.00541,fragment_223.13444,fragment_95.04928,loss_182.05779,loss_187.08411,loss_60.03235,fragment_119.04988,fragment_194.12814,fragment_135.04427
Topic 13,fragment_100.07531,fragment_98.98427,loss_113.05892,loss_159.06429,fragment_249.18416,fragment_104.05294,fragment_150.05905,fragment_133.03232,fragment_220.09667,fragment_174.0914,fragment_222.09482,fragment_125.10791,fragment_126.02199,fragment_125.06027,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853
Topic 14,fragment_120.0804,loss_179.05824,loss_226.09511,fragment_103.05447,loss_151.06268,fragment_107.0729,fragment_114.06575,fragment_118.03492,fragment_124.08689,fragment_70.02898,fragment_151.06305,fragment_107.04879,loss_175.04773,fragment_126.02199,fragment_121.08883,fragment_229.13009,fragment_174.08707,fragment_116.07026,loss_163.04821
Topic 15,fragment_84.0443,fragment_130.0505,fragment_111.08083,fragment_55.05465,fragment_83.06038,loss_173.10487,loss_129.04232,loss_202.09463,fragment_83.08553,loss_188.07949,fragment_69.07009,fragment_147.07732,loss_174.08894,loss_146.069,fragment_101.07124,loss_204.11081,fragment_147.07582,fragment_240.12224,fragment_128.10734
Topic 16,fragment_83.06038,fragment_110.07171,fragment_56.04976,loss_159.05297,fragment_156.0768,loss_113.04762,fragment_81.04505,fragment_72.04467,fragment_68.04979,fragment_114.05535,fragment_93.04508,fragment_124.08689,fragment_170.09179,fragment_95.06072,loss_173.06845,fragment_96.06822,loss_200.0791,loss_174.06389,loss_188.07949
Topic 17,fragment_134.05993,fragment_80.04947,fragment_59.04942,loss_113.04762,fragment_163.08632,fragment_86.06011,loss_140.05839,fragment_106.06497,loss_59.03695,fragment_118.0654,fragment_96.04412,fragment_58.06552,loss_87.03192,loss_75.03199,loss_107.03709,loss_102.04297,loss_114.04281,fragment_53.03885,loss_95.03727
Topic 18,loss_47.03682,fragment_91.05814,fragment_71.08576,fragment_86.06011,loss_42.01021,fragment_249.0533,loss_61.01626,loss_44.026,loss_231.14693,fragment_62.06059,loss_29.02656,fragment_133.08099,fragment_141.12781,fragment_75.04392,fragment_59.93147,fragment_51.07213,fragment_76.58283,fragment_67.81184,fragment_113.13298
Topic 19,fragment_124.05029,fragment_142.06147,fragment_69.04508,fragment_96.0557,fragment_55.0295,fragment_149.04609,fragment_72.05576,loss_18.01015,fragment_181.07249,loss_57.02166,fragment_157.07295,fragment_110.03459,fragment_128.04549,fragment_67.02904,fragment_98.03525,fragment_129.07704,loss_113.04762,fragment_79.02943,fragment_107.02361
Topic 20,fragment_108.04423,fragment_253.06414,fragment_295.07505,fragment_138.03765,fragment_166.03157,fragment_140.01677,fragment_96.04412,fragment_208.04385,loss_164.07938,fragment_271.07411,fragment_121.01057,loss_173.06845,fragment_225.06902,fragment_133.05278,fragment_109.05257,loss_147.05326,fragment_182.02615,fragment_130.0505,fragment_149.00641
Topic 21,fragment_115.05431,fragment_131.04931,fragment_69.07009,fragment_103.05447,fragment_86.09648,loss_79.95703,fragment_143.0494,fragment_112.07574,loss_176.03177,fragment_203.07141,fragment_141.06915,fragment_215.07053,fragment_300.1588,fragment_169.06503,fragment_105.07013,fragment_132.05684,fragment_175.07607,fragment_147.08092,fragment_137.05987
Topic 22,fragment_61.0398,fragment_97.02835,loss_79.02681,loss_61.01626,fragment_114.05535,fragment_60.04479,loss_96.05347,loss_97.03757,fragment_176.05554,fragment_132.06556,loss_132.0419,fragment_80.04947,fragment_70.02898,fragment_96.04412,fragment_219.06231,loss_133.03729,loss_121.03724,fragment_59.04942,fragment_158.0446
Topic 23,fragment_98.09678,loss_171.08936,fragment_144.10189,loss_73.05259,fragment_128.10734,fragment_58.06552,fragment_196.09813,loss_113.04762,loss_143.05791,loss_97.05278,fragment_168.10202,fragment_84.08068,loss_119.05836,loss_147.08926,fragment_170.11694,fragment_143.11759,fragment_161.12858,fragment_124.08689,fragment_83.06038
Topic 24,fragment_68.04979,fragment_95.06072,fragment_96.06822,fragment_54.03415,fragment_97.07643,fragment_123.05501,loss_87.03192,fragment_81.04505,fragment_141.06606,fragment_109.07629,fragment_129.13808,fragment_130.04914,fragment_128.95326,fragment_129.10188,fragment_130.0505,fragment_129.07704,fragment_130.06092,fragment_130.06463,fragment_129.06998
Topic 25,loss_73.01635,fragment_83.06038,loss_43.98946,loss_90.0677,loss_75.03199,fragment_66.03412,fragment_101.07124,fragment_73.07582,fragment_124.03968,fragment_136.06248,fragment_203.15083,fragment_188.09314,fragment_128.10734,fragment_129.06574,fragment_128.95326,fragment_129.01853,fragment_129.05473,loss_327.09575,fragment_129.10188
Topic 26,fragment_57.03373,fragment_138.09126,fragment_185.06608,loss_114.06786,fragment_199.09598,fragment_113.035,fragment_115.07517,fragment_166.09645,fragment_123.07961,fragment_129.13808,fragment_129.01853,fragment_128.04549,fragment_128.06197,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_130.06092,fragment_130.0505
Topic 27,fragment_84.08068,fragment_130.08702,fragment_85.06475,loss_42.01021,fragment_130.07717,fragment_129.06715,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06998,fragment_130.06594,fragment_128.07029,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914
Topic 28,loss_45.02123,loss_43.00553,loss_43.04198,loss_29.02656,fragment_78.03406,fragment_79.04147,fragment_107.06029,fragment_239.11287,loss_59.07426,loss_57.02166,fragment_193.10859,loss_105.07884,fragment_121.07625,fragment_81.04453,fragment_148.08769,fragment_166.09841,fragment_133.07606,fragment_94.05265,fragment_178.09828
Topic 29,loss_176.10463,loss_174.08894,loss_162.08912,loss_200.10473,fragment_71.08576,loss_102.06802,loss_186.08903,fragment_97.06462,fragment_187.09567,loss_150.08904,fragment_170.0793,fragment_201.1119,fragment_84.05577,fragment_167.09995,loss_96.04244,fragment_125.09083,loss_148.07342,loss_189.09988,fragment_128.10734
Topic 30,fragment_114.06689,loss_327.09575,fragment_149.02361,loss_143.05791,fragment_121.02824,fragment_89.05937,fragment_250.09294,fragment_97.02835,fragment_133.08609,fragment_136.06248,fragment_103.03856,fragment_139.00258,fragment_177.11288,loss_75.03199,fragment_121.04962,loss_109.03747,fragment_121.03955,fragment_298.09787,loss_101.0472
Topic 31,fragment_130.0505,fragment_129.06574,loss_181.07368,loss_164.04719,fragment_83.06038,loss_135.06774,fragment_91.05409,fragment_56.04976,fragment_65.03877,loss_136.05238,fragment_101.07124,fragment_84.0443,loss_129.04232,loss_174.06389,loss_182.05779,fragment_136.07583,loss_118.04142,loss_209.06833,loss_200.0791
Topic 32,fragment_74.06021,fragment_116.10677,fragment_145.06486,fragment_98.09678,fragment_72.08068,fragment_133.06437,fragment_115.05431,fragment_107.04879,loss_188.11603,fragment_134.05993,fragment_58.06552,fragment_79.05413,fragment_95.04928,fragment_190.08522,fragment_105.07013,loss_151.06268,loss_169.07369,fragment_208.09773,fragment_89.03852
Topic 33,loss_117.07883,fragment_71.06035,fragment_118.08607,fragment_57.04511,loss_106.07432,loss_88.06365,fragment_88.08676,loss_103.0637,loss_161.06854,fragment_143.11759,fragment_174.1241,fragment_125.07083,fragment_143.08135,loss_159.08932,fragment_97.06462,fragment_110.03227,loss_163.08433,fragment_68.04921,fragment_70.04005
Topic 34,loss_17.02672,loss_225.08455,loss_84.04193,fragment_86.09648,loss_104.09476,fragment_100.07621,loss_99.06821,fragment_225.12354,loss_81.04253,fragment_81.03332,fragment_97.02835,loss_73.05259,fragment_127.03867,fragment_142.12264,fragment_273.14286,loss_75.03199,fragment_177.03927,fragment_139.03972,fragment_155.10653
Topic 35,loss_176.03177,fragment_120.04412,fragment_123.04458,loss_88.01604,fragment_151.0843,fragment_193.13427,fragment_79.05413,fragment_302.17622,fragment_67.05452,loss_130.03763,fragment_121.02824,loss_153.06352,fragment_175.03861,fragment_167.0345,fragment_194.04352,fragment_197.04472,loss_77.04759,fragment_60.04479,fragment_220.0398
Topic 36,fragment_84.0443,fragment_130.0505,fragment_122.02705,fragment_76.02153,fragment_58.99524,fragment_162.02286,loss_172.07338,fragment_164.03666,fragment_85.06475,fragment_117.03675,fragment_116.01657,loss_130.0625,fragment_118.03291,fragment_146.02747,loss_102.06802,fragment_120.99553,fragment_105.0007,fragment_129.07704,fragment_129.06998
Topic 37,fragment_111.04425,fragment_129.05473,fragment_83.04892,fragment_83.04964,fragment_147.06571,loss_163.08433,fragment_239.1372,fragment_195.13782,fragment_97.06462,loss_149.06847,loss_147.05326,fragment_134.09678,loss_133.03729,loss_105.04253,fragment_148.11146,fragment_176.10646,fragment_126.06646,fragment_175.12407,fragment_211.143
Topic 38,fragment_93.06973,fragment_107.08553,fragment_79.05413,fragment_149.09611,fragment_121.10143,fragment_105.07013,loss_231.14693,fragment_81.06995,loss_217.13128,loss_205.13126,fragment_57.03408,fragment_117.07025,fragment_103.05447,loss_104.04699,fragment_147.08092,fragment_281.11916,fragment_251.12745,fragment_193.08578,fragment_95.08535
Topic 39,fragment_60.08102,loss_161.10504,fragment_144.10189,loss_189.09988,loss_59.07426,loss_59.07318,loss_143.09447,loss_203.11556,loss_146.05764,fragment_104.10737,fragment_127.11209,fragment_128.04549,fragment_128.06197,fragment_128.07029,fragment_128.08127,fragment_128.10734,loss_327.09575,fragment_127.08617,fragment_129.01853
Topic 40,loss_116.09479,loss_130.11061,loss_146.10543,loss_104.09476,fragment_114.09122,fragment_57.0704,fragment_171.14871,fragment_111.1174,fragment_171.06586,fragment_100.07621,fragment_138.12822,loss_17.02708,fragment_117.10269,loss_71.07348,fragment_213.16112,fragment_112.11187,fragment_171.0641,fragment_217.15603,fragment_116.05816
Topic 41,loss_148.08505,fragment_144.06596,fragment_137.09627,loss_95.05788,loss_123.05263,fragment_126.05427,fragment_119.08562,fragment_105.0334,loss_81.04253,fragment_97.02835,fragment_165.09182,fragment_127.03867,fragment_140.10758,fragment_115.03909,loss_163.08433,fragment_147.08092,fragment_106.03705,fragment_81.03332,loss_161.06854
Topic 42,fragment_114.12818,fragment_156.13787,loss_147.08926,fragment_160.13414,fragment_128.06197,loss_211.06889,fragment_156.08067,fragment_230.08014,fragment_144.08053,loss_88.0154,fragment_154.06554,fragment_129.06998,fragment_130.06463,fragment_170.06028,loss_197.0896,fragment_168.08138,fragment_184.07649,fragment_231.13898,fragment_182.06061
Topic 43,fragment_125.07083,loss_18.00902,fragment_209.13021,loss_129.04232,fragment_206.0235,loss_36.02027,fragment_152.03106,loss_88.0154,fragment_247.05204,fragment_181.09789,fragment_153.06578,loss_102.03144,loss_172.07338,loss_87.03192,fragment_293.05614,fragment_248.03493,fragment_229.14289,loss_42.01101,fragment_204.01045
Topic 44,fragment_58.06552,fragment_59.07332,fragment_114.06575,fragment_76.07563,fragment_86.07149,loss_75.06848,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06715,fragment_129.06998,fragment_129.07704,fragment_128.07029,fragment_129.10188,fragment_129.13808,fragment_130.04914,fragment_130.0505
Topic 45,loss_42.01101,loss_60.02095,fragment_93.03318,loss_59.01315,fragment_109.05257,fragment_93.057,loss_85.01618,fragment_93.05753,fragment_137.07053,fragment_78.03406,fragment_76.07563,fragment_77.07917,loss_87.03192,fragment_129.05473,fragment_129.06574,fragment_129.06715,fragment_129.01853,fragment_128.95326,loss_327.09575
Topic 46,fragment_57.07008,loss_104.04699,loss_18.00964,loss_88.01604,fragment_105.07013,fragment_155.08469,loss_148.07342,fragment_156.10283,fragment_223.14725,fragment_213.16284,fragment_197.1331,fragment_169.10093,fragment_142.07734,fragment_128.06197,fragment_143.08512,fragment_167.08557,loss_78.03179,fragment_81.06995,loss_106.02651
Topic 47,fragment_56.96509,loss_41.02624,fragment_71.95193,loss_26.03941,loss_70.00541,fragment_61.0398,fragment_77.01308,fragment_98.02412,fragment_74.97555,fragment_86.01839,fragment_68.00771,fragment_107.5315,fragment_96.07244,fragment_98.98632,fragment_112.0667,fragment_116.99698,fragment_95.06866,fragment_125.04688,fragment_111.06352
Topic 48,loss_18.01015,loss_90.03143,loss_78.03179,loss_62.03681,loss_88.05258,loss_64.01587,loss_35.03746,loss_66.03164,fragment_121.07625,loss_114.06786,loss_106.02651,loss_102.03144,fragment_102.09179,fragment_73.06509,fragment_101.1155,fragment_64.92744,fragment_101.07901,fragment_129.06998,fragment_129.10188
Topic 49,loss_132.0419,fragment_82.04025,loss_173.06845,fragment_133.05138,fragment_119.03511,fragment_150.0783,loss_197.0896,fragment_55.0295,fragment_109.05146,loss_149.06847,fragment_110.03459,fragment_94.04054,fragment_110.07171,fragment_94.03966,fragment_151.06136,loss_163.08433,fragment_135.05347,fragment_137.04617,loss_200.0791
Topic 50,fragment_96.04412,fragment_94.06558,fragment_110.05974,fragment_65.03877,fragment_92.04942,fragment_138.05447,fragment_93.057,fragment_79.04147,fragment_94.06474,fragment_134.09678,fragment_175.02318,fragment_112.05094,loss_57.02166,loss_327.09575,fragment_129.01853,fragment_129.05473,fragment_129.06715,fragment_129.06574,fragment_129.10188
Topic 51,fragment_91.05409,fragment_79.05413,fragment_137.05987,loss_96.98314,fragment_217.01651,fragment_119.04879,fragment_125.0788,loss_327.09575,fragment_129.06715,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.10188,fragment_129.06998,fragment_129.07704,fragment_128.07029,fragment_129.13808
Topic 52,fragment_110.05974,fragment_65.03877,fragment_152.07025,fragment_92.04942,fragment_111.04425,fragment_93.03402,fragment_134.05993,loss_79.95703,fragment_232.02884,fragment_109.04825,fragment_81.05266,fragment_89.04171,fragment_75.02622,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,loss_327.09575
Topic 53,loss_46.00467,loss_91.06317,fragment_86.09648,fragment_159.07646,fragment_130.12225,loss_119.05836,fragment_72.0813,loss_88.01604,loss_148.08505,loss_147.08926,fragment_172.09758,fragment_106.05043,fragment_109.06346,fragment_175.14428,loss_163.04821,fragment_138.06682,fragment_113.02948,fragment_199.14393,fragment_175.0717
Topic 54,fragment_60.04479,fragment_102.05468,fragment_87.05545,fragment_58.02902,fragment_148.06024,fragment_70.02898,fragment_88.03978,fragment_103.06241,loss_188.07949,fragment_103.05054,fragment_113.02363,fragment_86.02379,fragment_129.07704,fragment_129.06998,fragment_129.10188,fragment_129.06574,fragment_129.05473,fragment_129.01853,fragment_129.13808
Topic 55,loss_105.04253,loss_88.01604,loss_133.0737,loss_147.05326,loss_161.06854,loss_133.03729,loss_106.02651,fragment_171.11245,loss_60.02095,fragment_112.07574,fragment_84.04484,fragment_175.1088,fragment_157.09708,loss_102.03144,loss_87.06815,fragment_130.0505,fragment_111.09198,fragment_115.08698,fragment_172.06109
Topic 56,fragment_169.05921,fragment_86.03193,fragment_123.05245,fragment_69.07009,fragment_60.08102,fragment_152.03106,fragment_228.1295,fragment_151.04741,fragment_270.07346,fragment_111.11647,loss_135.06774,loss_164.04719,fragment_242.07924,fragment_159.04239,fragment_152.03267,fragment_84.0443,fragment_287.10047,fragment_279.13159,loss_17.02627
Topic 57,fragment_67.05452,fragment_81.06995,fragment_95.08535,fragment_123.08083,fragment_277.21713,fragment_249.22177,fragment_157.04854,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06715,fragment_128.06197,fragment_129.06998,fragment_129.07704,fragment_129.10188,fragment_129.13808
Topic 58,fragment_53.03885,fragment_81.03332,fragment_50.0156,fragment_150.09099,fragment_129.06715,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06998,fragment_128.04549,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914,fragment_130.0505
Topic 59,fragment_88.03906,fragment_97.10093,loss_142.09919,fragment_125.096,fragment_227.12658,loss_231.14693,fragment_84.04484,fragment_172.95316,fragment_190.96318,fragment_60.04479,fragment_154.94188,loss_147.05326,fragment_106.04945,fragment_153.07497,fragment_212.05694,loss_121.03724,fragment_194.04574,loss_165.06366,fragment_200.03765
Topic 60,fragment_147.07582,fragment_130.0505,fragment_84.0443,loss_146.069,loss_164.07938,loss_174.06389,loss_176.07948,fragment_101.07124,fragment_129.06574,loss_129.04232,loss_191.11554,loss_159.08932,fragment_114.09122,loss_159.05297,loss_117.0424,fragment_102.05468,loss_105.04253,loss_148.08505,loss_187.08411
Topic 61,loss_46.00537,loss_74.03668,loss_327.09575,fragment_129.06574,fragment_128.04549,fragment_128.06197,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06715,fragment_127.08617,fragment_129.06998,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914
Topic 62,fragment_65.03877,loss_141.04237,fragment_121.02824,loss_75.03199,fragment_68.99719,fragment_111.04425,fragment_53.00258,loss_143.05791,loss_85.01618,fragment_96.04412,fragment_71.01303,fragment_81.03332,loss_99.06821,loss_117.07883,fragment_79.0181,fragment_59.06881,loss_75.06848,loss_71.07348,fragment_100.05055
Topic 63,loss_97.05278,fragment_80.04947,loss_79.04205,fragment_98.05997,loss_59.03695,fragment_118.0654,loss_57.02166,fragment_168.06479,fragment_126.05561,fragment_149.02361,fragment_71.04935,loss_107.03709,fragment_146.05926,loss_88.06365,fragment_89.03852,fragment_120.0804,fragment_91.05409,fragment_145.02839,fragment_248.02387
Topic 64,loss_18.01106,loss_36.02148,fragment_89.06007,loss_109.03747,fragment_96.99482,fragment_99.04272,loss_47.03682,fragment_131.10103,fragment_132.10146,loss_75.06848,fragment_234.91865,fragment_191.1061,fragment_113.05803,fragment_61.05914,fragment_98.03525,fragment_151.09684,fragment_78.98469,fragment_115.00542,fragment_59.07299
Topic 65,fragment_105.0334,loss_75.03199,loss_103.02671,fragment_51.02339,fragment_95.04928,loss_127.02669,loss_85.01618,loss_99.03184,loss_129.04232,fragment_77.03874,fragment_81.03332,fragment_180.06676,fragment_112.11287,loss_130.03763,fragment_155.07361,fragment_129.05473,fragment_127.11209,fragment_128.04549,fragment_128.06197
Topic 66,fragment_125.02306,fragment_97.02835,fragment_79.0181,fragment_51.02339,fragment_309.25832,fragment_209.04376,fragment_355.26563,fragment_227.05511,fragment_337.25099,fragment_131.08634,fragment_157.10104,fragment_129.06998,fragment_121.10143,fragment_109.10125,fragment_135.08009,fragment_143.08512,fragment_199.14894,fragment_213.16284,fragment_130.07717
Topic 67,fragment_107.04879,loss_72.0209,loss_102.03144,loss_91.02698,loss_129.04232,fragment_101.0597,loss_64.01587,fragment_91.05409,fragment_136.07583,fragment_118.0654,fragment_103.03928,fragment_59.04942,loss_79.02681,fragment_61.02857,fragment_53.03885,loss_59.03695,fragment_164.07048,fragment_95.04928,fragment_123.04458
Topic 68,fragment_60.05581,loss_17.02549,loss_42.02123,loss_59.04859,fragment_85.05134,fragment_68.0243,fragment_138.06682,fragment_88.05862,fragment_159.06043,fragment_156.0768,fragment_69.04508,fragment_100.0109,fragment_301.15225,fragment_113.035,loss_113.05892,fragment_67.02904,fragment_94.03966,fragment_204.09923,fragment_89.0059
Topic 69,loss_74.00005,loss_27.99555,fragment_116.04982,fragment_109.06453,fragment_89.03852,fragment_162.05418,loss_216.11088,fragment_69.07009,loss_114.06786,fragment_158.08219,fragment_154.08568,loss_121.03724,fragment_137.05987,loss_171.08936,fragment_173.08035,fragment_126.0918,fragment_116.07112,fragment_81.06995,fragment_85.06475
Topic 70,fragment_109.07629,fragment_124.08689,fragment_67.04201,fragment_170.09179,fragment_96.06822,loss_115.02678,fragment_83.06038,loss_131.05816,fragment_97.07643,loss_88.01604,fragment_107.06029,fragment_126.10261,loss_103.02671,fragment_68.04979,loss_129.04232,loss_46.00467,fragment_166.09841,loss_42.01101,loss_117.0424
Topic 71,fragment_69.03364,fragment_86.06011,loss_77.04759,fragment_104.07116,loss_327.09575,fragment_128.04549,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06715,fragment_129.06998,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914
Topic 72,loss_132.0419,loss_149.06847,loss_178.04727,loss_174.06389,loss_175.04773,fragment_96.04412,fragment_132.07699,fragment_123.05501,fragment_136.06248,fragment_106.02873,loss_159.05297,fragment_94.03966,fragment_78.03406,fragment_71.01303,loss_200.0791,fragment_115.03909,fragment_252.07409,fragment_162.07778,fragment_127.05063
Topic 73,fragment_72.08068,fragment_58.06552,loss_44.026,fragment_88.07587,fragment_160.09767,fragment_212.0952,fragment_89.08323,fragment_62.06017,fragment_229.11983,fragment_135.04732,fragment_106.9962,fragment_129.06574,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_128.10734,loss_327.09575,fragment_129.06715,fragment_128.07029
Topic 74,fragment_80.04947,fragment_108.04423,loss_138.99419,loss_96.98314,fragment_109.05257,fragment_156.04732,fragment_141.02467,fragment_81.05755,fragment_152.07025,fragment_198.05833,fragment_136.03978,fragment_150.05558,fragment_278.01623,fragment_94.06474,fragment_165.04234,fragment_151.06305,fragment_82.02897,fragment_138.03765,fragment_97.01112
Topic 75,fragment_130.08569,loss_103.0637,loss_17.02591,fragment_96.0807,loss_60.03235,fragment_115.08698,loss_105.07884,fragment_144.13802,loss_72.0209,fragment_144.99357,fragment_106.08681,loss_149.06847,fragment_162.09154,fragment_128.10734,fragment_172.09758,fragment_118.0654,fragment_154.08568,fragment_175.12018,fragment_169.09692
Topic 76,fragment_55.05465,loss_176.14127,fragment_115.07517,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06715,loss_327.09575,fragment_128.04549,fragment_129.06998,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914,fragment_130.0505
Topic 77,loss_176.03177,fragment_84.04484,fragment_174.05227,loss_169.07369,fragment_85.04764,fragment_131.05381,fragment_113.07948,loss_151.06268,fragment_199.02176,fragment_176.11131,fragment_277.09501,fragment_172.11731,fragment_213.11341,fragment_180.10085,fragment_159.08436,fragment_181.01016,fragment_200.11246,loss_18.00902,fragment_56.05809
Topic 78,fragment_112.07574,fragment_129.10188,fragment_171.08711,loss_129.04232,loss_36.02148,fragment_111.05534,fragment_147.11298,fragment_153.10172,loss_133.0737,loss_87.03192,fragment_163.08632,loss_115.06313,fragment_109.07629,fragment_156.0639,fragment_135.09207,fragment_121.07625,loss_119.05836,fragment_67.05452,fragment_66.03412
Topic 79,fragment_56.04976,loss_115.02678,loss_327.09575,fragment_128.06197,fragment_128.07029,fragment_128.08127,fragment_128.10734,fragment_128.95326,fragment_129.01853,fragment_129.05473,fragment_129.06574,fragment_129.06715,fragment_127.11209,fragment_129.06998,fragment_129.07704,fragment_129.10188,fragment_129.13808,fragment_130.04914,fragment_130.0505
Topic 80,fragment_128.95326,fragment_62.982,fragment_127.08617,fragment_125.10791,loss_148.07342,fragment_173.08035,loss_172.07338,fragment_57.03408,fragment_301.11783,loss_88.05258,fragment_225.10119,fragment_182.08431,loss_99.06821,fragment_257.12873,fragment_224.0953,fragment_198.09212,fragment_154.06554,fragment_223.0877,fragment_156.08067
