	RT	M1_1	M1_2	M1_3	M14_1	M14_2	M14_3	M18_1	M18_2	M18_3	M19_1	M19_2	M19_3	M2_1	M2_2	M2_3	M22_1	M22_2	M22_3_150410163257	M23_1	M23_2	M23_3	M24_1	M24_2	M24_3	M26_1	M26_2	M26_3	M28_1	M28_2	M28_3	M3_1	M3_2	M3_3	M4_1	M4_2	M4_3	M5_1	M5_2	M5_3	NDC24_1	NDC24_2	NDC24_3	NDC6_1	NDC6_2	NDR_3	NDC8_1	NDC8_2	NDC8_3	relation.id	relation.ship	codadw	charge
147.0531559200309	621.0551236470541	8242.5703125	6380.056640625	7910.96826171875	9218.89453125	6981.1240234375	9727.0546875	15043.7880859375	7778.15478515625	11257.3671875	9563.947265625	11230.728515625	9268.8974609375	18054.001953125	16212.8564453125	24645.451171875	20647.26171875	13918.0029296875	14297.783203125	31908.494140625	20551.87109375	20526.0703125	16469.259765625	26084.765625	21583.37890625	18689.63671875	30881.068359375	27318.236328125	15591.6904296875	11408.98046875	8089.7919921875	19108.0859375	23336.162109375	25598.404296875	12207.33984375	6696.75244140625	10109.375	8204.3955078125	9825.830078125	6441.8564453125	19299.25390625	23905.228515625	20331.12890625	23996.982421875	26026.396484375	36501.29296875	19297.65625	28336.998046875	37004.23828125	29	potential bp	0.9417055688376074	
94.0514211730722	619.9965621284816	677.049560546875	582.2687377929688	947.9396362304688	0.0	588.8610229492188	757.1261596679688	1484.89599609375	604.9775390625	1361.0406494140625	701.425048828125	1029.9327392578125	1933.7884521484375	2239.724365234375	1902.2437744140625	2728.400146484375	2992.796875	1406.5631103515625	3508.6103515625	3615.328857421875	2701.070556640625	4500.7705078125	988.3155517578125	3981.34375	4030.16064453125	1423.9581298828125	4604.7626953125	3198.564697265625	716.4262084960938	1768.95654296875	836.0830078125	2136.11181640625	2535.9736328125	6949.9521484375	812.1107177734375	538.082275390625	740.9613037109375	0.0	1225.5400390625	705.6882934570312	2222.71142578125	4349.78515625	3857.44384765625	829.1975708007812	1414.2545166015625	3979.93359375	1810.0155029296875	3085.9501953125	3539.516845703125	29	bp|O18 isotope #1	0.9485164357100841	
91.03499601673526	619.9136250813802	1208.720947265625	892.90576171875	2689.2744140625	1214.590087890625	788.8428955078125	1987.0845947265625	3345.087158203125	1906.41748046875	2300.958984375	1360.3095703125	1752.7135009765625	2190.827880859375	3304.060791015625	2669.5517578125	2427.443115234375	3538.651611328125	2783.474609375	2958.27392578125	3506.87255859375	2593.131591796875	3993.010009765625	2241.259521484375	3294.091552734375	2663.17333984375	1838.5316162109375	3701.792236328125	3945.498779296875	1047.406005859375	1935.8568115234375	1363.8525390625	2120.808349609375	2164.188232421875	5838.67431640625	1548.00830078125	1103.14111328125	2044.61279296875	1578.8846435546875	2700.346923828125	1645.293701171875	2092.10888671875	2932.931396484375	3047.11181640625	1676.0963134765625	1993.77099609375	4464.4453125	3593.678466796875	2355.472900390625	4717.09716796875	29	93.05-H2	0.9129182507149851	
155.0694140360017	779.3697471618652	790869.3125	684711.4375	853893.0	924652.375	581289.9375	960892.9375	781874.5625	843615.5625	954374.375	858964.25	1057130.0	735287.0625	1023744.0	837614.125	964594.875	769122.125	1221240.875	942347.0625	929999.25	795056.6875	883881.625	992740.75	855071.4375	687535.5	752301.3125	504616.3125	1067050.375	791209.8125	927759.75	805771.6875	638343.5	696702.6875	878100.375	1056592.25	880683.75	985826.125	1125483.75	647319.0	1019497.375	683000.3125	741314.625	563211.5	787502.4375	693548.875	876908.5625	955422.4375	710154.0	576302.875	30	bp	0.9298196598532605	1
156.07272924881372	779.2591222127279	50522.39453125	43689.74609375	56013.9921875	61204.87890625	37298.12109375	64491.55859375	44395.09375	55462.90234375	56095.0703125	58065.7265625	65192.046875	47555.83984375	68567.2734375	55903.421875	64589.83984375	49381.9453125	80335.4765625	65082.734375	61914.34375	54338.421875	58615.0234375	66890.515625	55679.1484375	45570.81640625	50220.46484375	29385.126953125	70076.3671875	51209.84375	61223.20703125	49872.10546875	41610.30078125	44192.35546875	55044.60546875	69014.3125	57905.26171875	65177.59375	69884.390625	40275.1875	67909.1171875	43451.33984375	48111.484375	36206.92578125	50680.71484375	47330.24609375	58403.6953125	61569.51171875	46272.16796875	33816.51171875	30	bp|C13 isotope #1	0.9113649879099665	
132.0534486344487	797.864128112793	359488.71875	216284.921875	958734.25	259621.421875	364789.09375	334847.125	763016.4375	218211.84375	300708.5625	200224.453125	264129.0625	948573.375	262243.28125	223529.28125	362186.40625	1128452.875	328906.78125	242008.84375	356614.15625	553276.8125	913075.75	191520.171875	306443.34375	311530.15625	244473.828125	1159831.0	357205.96875	240558.28125	242529.453125	237176.609375	362124.3125	556097.5625	704846.3125	267500.3125	197289.96875	223202.015625	223271.09375	993995.4375	191170.75	535322.875	442978.6875	366276.15625	259989.59375	290922.65625	945222.9375	284033.28125	485419.34375	982280.875	31	bp	0.9352059206737287	1
114.04284374837869	797.6625010172526	17788.5859375	11585.451171875	53780.01171875	16436.14453125	22076.86328125	15667.62109375	33219.40234375	11780.138671875	13869.3525390625	9190.3515625	10519.5263671875	55180.80859375	16068.23828125	12450.30859375	17946.4140625	64586.01171875	14408.927734375	14753.5087890625	18959.888671875	32621.046875	57178.44921875	9561.966796875	17312.51953125	18181.455078125	15759.21484375	63150.91796875	18623.708984375	12387.8984375	11720.16796875	12136.396484375	23386.802734375	33505.08984375	41121.9921875	10965.62890625	10747.6669921875	10539.181640625	9688.0693359375	58294.68359375	11174.66015625	31564.90234375	23653.630859375	22568.2734375	15483.0078125	16988.6484375	52112.0625	13320.6669921875	31008.44921875	48352.19921875	31	minus h2o	0.9235796966854436	
250.9917119938426	796.4335021972656	6066.26318359375	6393.615234375	34477.71484375	5238.9580078125	4774.23974609375	8225.5458984375	28979.138671875	8514.966796875	22823.64453125	7099.65869140625	7866.63623046875	24026.67578125	7230.22216796875	6595.70751953125	12977.3779296875	26383.751953125	5258.94921875	6304.6806640625	9009.892578125	3831.45703125	15632.0654296875	5096.564453125	6863.45263671875	3852.541015625	7402.8896484375	32537.728515625	8140.31103515625	7165.33642578125	20624.12109375	7481.9765625	4143.33740234375	4232.32861328125	17504.828125	8962.2431640625	7750.00634765625	15348.107421875	8403.263671875	38564.55859375	8059.03369140625	3938.49072265625	5611.1513671875	3754.4404296875	4525.365234375	6319.76171875	23179.44140625	4699.90576171875	4228.419921875	32309.15234375	31	potential bp	0.9376207534111328	
115.02684152451889	797.8371289571127	4501.078125	3527.131591796875	14098.240234375	4983.80126953125	6278.69140625	5020.6142578125	9365.720703125	3695.021240234375	4083.90673828125	3478.476806640625	3859.994384765625	18391.79296875	4112.55517578125	3475.25390625	5114.95849609375	20131.771484375	5900.2392578125	4899.18212890625	5955.78662109375	8391.1484375	15078.6640625	3840.429443359375	4474.36083984375	5268.0947265625	5510.923828125	17124.697265625	6678.923828125	4713.169921875	3786.052001953125	3534.879150390625	7561.90576171875	9191.38671875	10839.919921875	3869.17529296875	3642.482666015625	4206.603515625	2525.764892578125	15688.7255859375	2916.925537109375	9242.1708984375	7175.96240234375	6304.8935546875	4121.81005859375	4926.2548828125	14064.470703125	5195.95703125	8386.384765625	13685.6162109375	31	minus nh3	0.9301582896967403	
180.04230235271905	451.37860171000165	628679.75	304955.1875	759702.5	474882.9375	511616.25	563909.375	865099.375	440831.40625	625025.875	425703.84375	684374.625	712293.6875	851327.875	599622.625	732406.0625	759895.5625	552132.9375	518807.65625	1142704.0	801778.6875	987214.875	263663.34375	779695.25	728127.25	481773.125	725177.1875	600797.0	340981.53125	906879.0625	556347.125	707445.3125	715760.0625	962681.3125	467622.3125	394639.96875	674381.4375	466323.84375	675434.75	582331.375	731919.9375	974471.5625	529677.4375	557849.375	637065.125	1010110.0	619337.6875	711202.6875	1005132.25	32	bp	0.8481174269354816	1
181.0456271009601	451.4146219889323	61558.06640625	29298.42578125	69983.3828125	42449.0078125	48204.2421875	49815.9453125	83030.2578125	41073.9375	58115.7421875	41365.30078125	64867.03515625	66805.21875	84541.9140625	57153.4453125	73943.171875	74764.015625	50864.23828125	49373.5859375	109575.71875	79435.1640625	94907.0625	23481.849609375	79609.1328125	74205.4140625	46055.5234375	59771.26171875	58242.11328125	32720.017578125	92668.6796875	51986.1484375	69125.34375	68412.6328125	98975.703125	47086.5078125	37873.8828125	67285.46875	41130.11328125	53144.359375	50655.5703125	72239.625	92200.953125	51760.8984375	53089.21484375	60400.8984375	98776.5078125	61979.5234375	67905.421875	98226.484375	32	bp|C13 isotope #1	0.832828808564037	
108.0575177163741	451.44847679138184	43839.1640625	20897.740234375	45231.41015625	34977.953125	39742.5	36133.62890625	40610.984375	36255.36328125	39249.3046875	33913.61328125	41570.44921875	45018.9453125	64038.87890625	48112.2578125	44938.15234375	37550.15234375	37453.05859375	42439.99609375	73653.6015625	60282.40625	60948.65234375	16975.95703125	55792.3125	52122.6640625	37124.6796875	30785.6015625	40636.26953125	26852.01953125	55869.0546875	44857.20703125	56108.5859375	49825.63671875	64288.36328125	30516.208984375	33355.05859375	46223.15625	28667.603515625	31954.005859375	39492.45703125	52239.77734375	62029.27734375	45482.76171875	47155.1796875	51861.03515625	56821.64453125	46903.1875	46658.5234375	52200.671875	32	fragment?	0.8047667031659781	
180.06338027982818	759.6253763834635	109194.015625	71362.9453125	821769.0625	96177.4296875	80291.921875	151775.546875	1107430.0	71372.0390625	661842.3125	99167.5234375	140620.703125	95151.125	97249.5546875	91731.8515625	363535.34375	462745.125	183428.625	85436.90625	105982.890625	80951.3046875	118789.4609375	125856.8125	200449.296875	87043.8046875	94220.0390625	623087.5	93896.1015625	86797.2421875	388727.0625	48398.5234375	74872.703125	138255.03125	262074.09375	122760.9921875	80109.2890625	129124.296875	145435.78125	167303.515625	111963.7109375	84042.0625	109413.6171875	39510.6796875	102183.2578125	72160.75	374828.03125	108050.171875	86270.9921875	638560.8125	33	bp	0.9480097933820283	1
144.04228143016508	759.4544944763184	26742.806640625	14131.169921875	152258.359375	22214.05078125	15540.0234375	50695.8671875	190939.515625	15199.5859375	93518.453125	20792.451171875	38958.6875	115169.1171875	23651.60546875	20162.24609375	37223.83984375	115777.2265625	41572.60546875	17181.849609375	46035.33984375	18305.2109375	47848.0390625	30659.716796875	25089.373046875	20338.150390625	18720.603515625	143937.84375	17979.01953125	18833.611328125	57668.34375	9668.890625	15528.689453125	23211.7734375	37843.3828125	29452.052734375	17710.21484375	50898.23046875	42299.6328125	141666.0625	23853.826171875	17475.806640625	25422.85546875	7426.099609375	21800.845703125	13269.62890625	96561.515625	29232.1875	18246.568359375	51718.27734375	33	fragment?	0.9314083529848641	
102.03169047348372	754.0975011189779	34330.05859375	20021.876953125	126667.8203125	30562.705078125	21071.642578125	41929.2109375	84022.15625	23014.556640625	54465.85546875	27512.2421875	51902.05078125	43672.265625	32153.400390625	26706.53515625	40894.44140625	52912.52734375	50040.25390625	22644.90625	31982.099609375	25167.568359375	37123.41796875	40643.6953125	31013.12890625	10783.65625	25096.359375	125374.375	29183.48828125	24392.2265625	38530.17578125	18836.447265625	21002.427734375	27907.234375	30203.119140625	40397.5859375	26726.974609375	45205.640625	54220.09765625	73954.984375	31067.212890625	23051.673828125	32475.57421875	11083.25	27726.6484375	18716.802734375	47007.015625	40099.76953125	23398.310546875	61537.6875	33	fragment?	0.9503987739161277	
124.90930095261054	754.4323705037435	18228.162109375	15121.46875	29820.529296875	18412.880859375	13839.37890625	20355.77734375	36855.296875	16641.689453125	23779.517578125	17688.9296875	25234.966796875	24771.33203125	18157.748046875	16604.16796875	23485.86328125	25627.25390625	23970.2421875	16306.82421875	18582.546875	13913.8896484375	17431.763671875	23847.90625	17156.478515625	8616.3447265625	16047.693359375	33583.75390625	18818.587890625	17332.48046875	25606.37890625	16617.703125	12346.578125	15275.775390625	18434.517578125	24124.9921875	17638.779296875	22864.9296875	25638.5078125	31484.1015625	19371.611328125	15012.5927734375	16187.4150390625	11072.9404296875	16735.80078125	15836.5322265625	22443.021484375	19476.376953125	15351.7060546875	32344.619140625	33	fragment?	0.9844285481862145	
147.0531819099248	756.4172477722168	430739.46875	583628.0	981804.0	541690.4375	434807.78125	633607.75	997410.9375	652131.625	1002224.4375	826429.625	972240.3125	724681.875	510415.625	419068.3125	651620.5625	580096.3125	515501.53125	487675.34375	530959.625	363654.625	416418.6875	654158.0	417928.0625	347850.59375	464377.21875	1062730.125	961983.5625	340031.1875	700054.625	446167.84375	266251.84375	350805.90625	641656.625	986444.1875	741434.125	1025788.0625	694049.4375	635469.3125	553256.75	312886.90625	329368.46875	366749.4375	463158.4375	449064.375	524896.3125	598943.375	597835.1875	987863.625	34	bp	0.9702702271178391	1
148.05636507220456	756.4124972025553	21872.28125	31485.14453125	55167.125	29907.97265625	23299.1171875	34384.1015625	54831.625	35697.67578125	57570.57421875	45744.6015625	55753.640625	40119.32421875	28524.998046875	22294.556640625	35034.57421875	31631.244140625	28549.294921875	25950.587890625	29557.25390625	19394.96875	22851.66796875	36153.05859375	22207.037109375	17672.279296875	26446.24609375	60543.38671875	52298.08203125	17896.099609375	39778.1796875	22553.2109375	14269.8896484375	19382.923828125	33974.1171875	53536.953125	42974.8359375	57280.88671875	38496.87109375	35437.9140625	29218.95703125	17462.21484375	17936.908203125	20840.9765625	25235.927734375	24978.615234375	28848.19140625	34780.8828125	33111.2109375	53144.875	34	bp|C13 isotope #1	0.9648637828457844	
103.0633366691742	756.0032475789388	19246.83984375	24044.6953125	31811.46484375	25152.939453125	17545.150390625	22251.78515625	30687.375	30128.78515625	35635.9140625	35818.33984375	37390.796875	27225.943359375	23850.98828125	18845.923828125	25951.21484375	24912.765625	23374.701171875	21095.2890625	21034.29296875	16941.169921875	18016.07421875	26487.861328125	19703.673828125	14683.294921875	20842.3359375	32852.625	41103.99609375	18033.44921875	25897.080078125	19448.048828125	12642.1044921875	13892.9365234375	20921.09375	35348.0234375	29673.390625	33936.73828125	28755.349609375	22488.6015625	23035.5078125	12504.1015625	12986.5146484375	16313.9130859375	22648.72265625	20696.23046875	22182.521484375	27016.375	22464.775390625	35079.2109375	34	CO2	0.9773915729295017	
169.0351546048043	758.0194943745931	11283.30078125	16052.4140625	36005.57421875	14710.9248046875	11008.83203125	22596.783203125	35677.7890625	18444.08984375	32100.89453125	20736.009765625	26026.029296875	27017.26953125	14076.0908203125	10729.7919921875	21042.61328125	19632.69921875	15252.8671875	13331.9453125	16834.517578125	6765.78515625	10385.2705078125	17149.720703125	11806.07421875	7035.2431640625	11464.77734375	33035.6328125	31680.25	9363.5166015625	25862.17578125	11232.353515625	5919.04541015625	6722.7216796875	22709.818359375	26882.509765625	19340.59765625	35190.76171875	17256.826171875	24158.41796875	15879.0439453125	6041.11767578125	6947.333984375	8741.689453125	11927.70703125	11250.78515625	13805.25	16496.154296875	14668.08984375	32595.056640625	34	2M+Na	0.9521605566501083	
149.05717987613107	756.0721232096354	2534.0810546875	3821.128662109375	5495.80810546875	3561.866455078125	2570.84130859375	3529.59912109375	5184.0888671875	3800.199462890625	6360.50927734375	4954.740234375	6307.42578125	3822.349365234375	2709.5166015625	2133.985595703125	3695.941162109375	3307.38818359375	2890.89697265625	2874.64013671875	3373.622314453125	2012.091796875	2096.369873046875	3376.995849609375	2697.05029296875	1894.37744140625	2809.383056640625	6909.62890625	5844.95751953125	2070.28076171875	3951.160400390625	2292.654296875	1772.5618896484375	2129.54443359375	3695.95458984375	5265.013671875	4585.4384765625	6172.3896484375	3455.41064453125	3938.49609375	3496.59326171875	1941.0218505859375	2053.50341796875	2292.537109375	2832.648681640625	2684.119384765625	2460.0322265625	3418.86865234375	3752.1240234375	5272.87939453125	34	bp|O18 isotope #1	0.9421759837966046	
203.01052514816843	758.6574948628744	2115.501953125	3083.224365234375	4320.54541015625	2067.918701171875	2138.364990234375	3878.75634765625	4606.14013671875	2543.6376953125	5061.4248046875	3767.866943359375	5980.919921875	3808.29443359375	2579.24267578125	1613.8834228515625	3301.571044921875	2782.527099609375	2737.554443359375	1809.2867431640625	3095.4482421875	1200.205078125	1296.4483642578125	2597.375244140625	2165.0166015625	1429.3297119140625	1691.0274658203125	3943.947021484375	6206.08203125	2265.0029296875	4140.92431640625	1931.32666015625	905.6275634765625	1522.1900634765625	3055.37353515625	5864.55712890625	2444.3330078125	6673.6162109375	2753.823974609375	3607.975341796875	2987.069091796875	1212.47998046875	1468.215087890625	1874.691162109375	2526.54150390625	1831.902099609375	2385.597900390625	2348.80322265625	3201.355224609375	4205.06494140625	34	potential bp	0.9178972561276073	
126.04291316818716	453.0428117116292	635281.9375	374961.0625	1023040.25	617088.0625	404047.4375	636992.6875	980818.875	648754.6875	899596.75	626461.6875	822867.9375	764568.375	650613.375	519373.5625	606746.75	757231.3125	718127.375	450918.75	566532.3125	471440.84375	502599.53125	713025.5	482376.375	392726.4375	431715.0	908316.1875	701161.875	380193.84375	787542.5625	460062.0625	317930.4375	417411.96875	552141.4375	694282.0	612258.6875	853971.1875	723980.1875	821261.625	630392.9375	390033.46875	458450.0	286909.59375	439029.8125	503863.65625	739491.875	657518.625	457102.125	810192.5	35	bp	0.9078880127930954	1
242.09028463393653	452.78958257039386	253758.296875	187553.515625	466158.5	246234.546875	202798.21875	291717.53125	580855.625	225883.875	433463.75	261509.984375	381180.1875	343950.53125	230656.546875	186062.296875	296946.09375	339485.9375	295362.78125	199219.1875	246021.796875	176594.15625	233099.296875	291482.75	222057.53125	160098.125	176536.125	391200.53125	288756.21875	185040.921875	384076.8125	188394.734375	134214.828125	167889.296875	236493.671875	340776.4375	219512.921875	351209.34375	297480.3125	385933.5625	263168.40625	163196.21875	197901.671875	126797.171875	199086.15625	190809.265625	387647.0	262735.3125	170259.6875	438246.53125	35	potential bp	0.9100601864031475	
122.04803593182508	451.6734962463379	80727.90625	34749.3359375	204350.0625	88753.953125	36911.28515625	92372.3125	295583.15625	78224.59375	176545.109375	77785.53125	182167.28125	135580.734375	140963.09375	68910.3984375	122024.78125	144741.390625	137460.421875	57388.015625	133409.109375	96561.453125	108928.96875	86256.015625	79758.1953125	57103.8203125	44006.4453125	218758.609375	165709.90625	44176.72265625	161359.171875	73761.375	49067.390625	71744.3046875	114065.703125	112082.078125	72596.5390625	146963.375	94469.6171875	130288.2109375	103571.8125	61026.890625	84642.5703125	34934.171875	49889.40234375	67412.8515625	196361.53125	107061.640625	64947.86328125	219762.0	35	fragment?	0.8127208949445075	
243.09356835351818	453.05331230163574	22376.115234375	20476.291015625	45095.50390625	22055.00390625	21571.96484375	31448.5625	57435.4453125	21482.4921875	41750.0078125	27134.109375	37715.1875	25582.775390625	21510.62890625	17169.806640625	25425.759765625	30657.955078125	28282.708984375	20507.7421875	19306.595703125	14899.916015625	18705.60546875	30722.61328125	20031.00390625	16401.689453125	17646.056640625	34793.86328125	23752.00390625	18642.44921875	35402.6484375	15849.4677734375	11477.5966796875	13988.2421875	19647.279296875	36401.9921875	19794.369140625	35971.6640625	27655.23828125	35033.33203125	25502.0546875	12480.9931640625	15416.931640625	11854.6982421875	21030.419921875	19150.28125	32955.19140625	25975.0703125	12798.2294921875	36899.97265625	35	potential bp|C13 isotope #1	0.9112972364807456	
127.04621822767031	453.3043327331543	33013.3984375	19920.68359375	54101.34765625	33294.9140625	21221.197265625	33684.0703125	50500.85546875	34754.8828125	47440.6171875	32284.576171875	44123.43359375	39176.04296875	33271.359375	27979.484375	29840.763671875	36923.0390625	37637.2890625	23529.443359375	28175.513671875	24256.224609375	23563.328125	39062.578125	25886.763671875	20209.970703125	23010.32421875	46417.0234375	35938.3125	20879.9140625	39357.0859375	23244.39453125	16076.318359375	22490.017578125	26528.29296875	35904.80859375	35023.4453125	43931.62109375	41442.43359375	43884.13671875	34340.0234375	18488.765625	23075.419921875	14286.943359375	24208.96484375	25934.919921875	34956.8046875	34468.45703125	22389.951171875	40343.09765625	35	bp|C13 isotope #1	0.891189310882561	
264.07186591434333	453.3894379933675	17495.623046875	13169.6572265625	32771.46875	18233.8046875	13947.7529296875	18042.634765625	29469.1015625	23656.38671875	24266.2421875	22524.083984375	25191.927734375	16764.3125	18206.806640625	17672.1875	15279.203125	18303.32421875	24080.001953125	16504.46484375	10979.2666015625	13222.3095703125	12120.138671875	24750.7890625	14855.2919921875	12254.5341796875	14697.25	20210.525390625	18111.33984375	14553.833984375	25788.4453125	10509.0693359375	9659.556640625	9537.6845703125	13634.5810546875	24088.095703125	18159.98828125	24843.890625	18521.638671875	22504.884765625	19573.9765625	7575.61328125	10230.7353515625	9089.2177734375	15927.064453125	16826.162109375	19665.306640625	20749.44140625	8709.974609375	20562.22265625	35	potential bp	0.8859698988062326	
302.11139174454854	452.8743534088135	4569.79638671875	3677.582763671875	11932.6298828125	4103.3720703125	4543.7021484375	5385.47509765625	10643.23828125	4694.9326171875	8481.87109375	4632.8935546875	6705.1201171875	6270.71142578125	4104.6728515625	3368.05029296875	4867.56787109375	5735.7265625	5254.54931640625	3913.51318359375	4762.1171875	2838.909912109375	4239.046875	6463.68115234375	4361.01611328125	3289.96923828125	3404.5185546875	7041.81103515625	4480.447265625	3221.724853515625	7714.92333984375	2988.25048828125	2108.26416015625	2357.242431640625	5032.4169921875	6716.17138671875	3828.254638671875	6706.99462890625	4647.4140625	8640.9345703125	4666.15283203125	2769.369384765625	3700.465576171875	1852.6998291015625	3523.885009765625	3379.221435546875	8187.9638671875	3971.26513671875	2587.447998046875	9297.0830078125	35	potential bp	0.9235054480315763	
128.05844180946045	453.3863334655762	4139.55419921875	3195.953857421875	8174.25439453125	4802.408203125	3555.35693359375	5374.705078125	8637.482421875	5076.8525390625	7379.796875	4584.91259765625	7222.05810546875	6680.75537109375	5879.74560546875	4296.4296875	4878.47021484375	6126.91064453125	5782.86083984375	3568.69482421875	4734.67578125	4414.98583984375	3650.025634765625	5978.33203125	3716.891845703125	3288.1533203125	3407.083984375	7353.71875	5656.37255859375	3635.295654296875	6268.40185546875	3680.440185546875	2704.095947265625	3352.22314453125	4476.98095703125	5560.59716796875	5611.9462890625	6872.9765625	5891.3857421875	6055.86279296875	4717.1640625	3061.33984375	3354.192626953125	2316.486328125	3921.49609375	4377.4287109375	5644.76416015625	5368.87548828125	3538.828125	7271.67236328125	35	double bond	0.9267022614552712	
104.0473250431594	452.5554135640462	1503.51220703125	1014.48046875	3083.07275390625	1973.2659912109375	903.738037109375	1608.98193359375	5750.46923828125	2216.731201171875	3164.331787109375	2045.3623046875	4094.877685546875	2704.065185546875	2462.343994140625	1282.3323974609375	2323.99853515625	3682.83349609375	2810.65869140625	980.8975830078125	2472.864013671875	1522.3653564453125	1591.848388671875	2620.604736328125	1898.7308349609375	1260.828369140625	1138.8594970703125	4492.31201171875	2819.84033203125	999.203369140625	2611.158447265625	1678.6383056640625	1343.80810546875	1241.450439453125	1774.59619140625	2822.9921875	1848.0994873046875	2635.6103515625	1744.58251953125	3377.714111328125	1771.8671875	974.77001953125	1416.2181396484375	716.09619140625	1065.2535400390625	970.3711547851562	2268.568603515625	1998.5103759765625	1381.2227783203125	4704.150390625	35	fragment?	0.8408029781300386	
127.03972830239127	453.0774574279785	2766.238037109375	1603.987060546875	4662.97021484375	2748.08984375	1883.462158203125	3200.3134765625	4796.70166015625	2388.213623046875	4043.52783203125	2445.424560546875	3618.993408203125	2739.336181640625	2586.51171875	1995.83837890625	2200.380126953125	3814.52685546875	2855.549560546875	2424.011962890625	2519.503662109375	2578.335205078125	2813.70458984375	3508.299560546875	2023.57470703125	2153.969482421875	2522.60791015625	4244.763671875	3142.310302734375	1832.3310546875	3339.160888671875	1881.4271240234375	1209.3204345703125	1971.7359619140625	2739.982421875	3015.849609375	2488.362548828125	3004.512451171875	3437.204833984375	4297.48583984375	2949.839111328125	2100.44775390625	1997.7349853515625	1221.316650390625	2338.3837890625	2772.0625	3135.160888671875	2989.27734375	1696.73095703125	3211.358154296875	35	bp|N15 isotope #1	0.931562639287782	
128.04709330244344	452.6026859283447	1741.68505859375	1149.7747802734375	3264.198486328125	2127.35205078125	540.9234008789062	2499.806396484375	3454.016845703125	2230.438720703125	2826.15380859375	1943.948486328125	2962.868896484375	2768.939208984375	2160.898193359375	1698.474365234375	1918.548828125	2360.599609375	1807.2298583984375	1321.88330078125	1858.4403076171875	1601.8204345703125	1890.9508056640625	2373.64892578125	1357.8359375	723.7271118164062	1436.717529296875	2689.577880859375	1798.96875	1138.4019775390625	2565.047119140625	2103.911865234375	841.2545166015625	1566.53564453125	1551.042236328125	1978.1112060546875	1300.6195068359375	2414.92138671875	2338.4833984375	2619.2041015625	1535.310546875	1113.220947265625	1834.0074462890625	821.8220825195312	1201.6689453125	1320.95556640625	1994.9906005859375	1652.184326171875	2521.124755859375	2678.564697265625	35	bp|O18 isotope #1	0.8683084321392588	
126.04293973491038	446.8736222585042	635281.9375	118611.515625	1023040.25	44689.3671875	26840.1640625	636992.6875	980818.875	30167.375	899596.75	112826.2734375	822867.9375	764568.375	650613.375	87674.765625	606746.75	757231.3125	718127.375	35212.55859375	566532.3125	388408.90625	502599.53125	347677.84375	482376.375	228936.6875	194623.578125	908316.1875	701161.875	29618.494140625	32057.7890625	23340.330078125	225103.125	417411.96875	552141.4375	694282.0	368677.375	853971.1875	723980.1875	821261.625	456197.90625	351761.75	458450.0	23454.7265625	216051.703125	342528.21875	739491.875	657518.625	457102.125	810192.5	36	bp	0.9903755722435346	1
203.05828496717507	402.00633303324383	7512.9228515625	5066.2685546875	6072.4970703125	5502.46337890625	12843.3779296875	644072.5	865928.5625	4789.892578125	767009.8125	3750.590576171875	8051.2421875	8845.8994140625	9741.3701171875	4820.80224609375	6762.494140625	5829.84228515625	6260.62353515625	7049.98828125	8612.259765625	7409.7138671875	7089.578125	4653.27734375	9768.029296875	9425.06640625	6406.853515625	6526.5546875	5867.1123046875	6229.31591796875	22330.75390625	4859.44873046875	4688.734375	6354.05712890625	6858.15234375	23931.9609375	4503.107421875	12031.4853515625	9004.90234375	8958.1513671875	8188.2724609375	7168.63818359375	6766.994140625	8182.19287109375	8532.4423828125	9520.1259765625	717968.25	7882.09033203125	7332.703125	1008105.25	37	bp	0.9670335879883915	1
196.05826847755725	742.2015012105306	384062.96875	279626.9375	333837.40625	321264.6875	259966.609375	412034.9375	430202.59375	363364.6875	426243.78125	197213.84375	250533.6875	461860.71875	391013.71875	328975.03125	526896.1875	385738.65625	301016.9375	237998.453125	664048.6875	493263.65625	605465.0	415018.78125	524223.625	389413.65625	460141.125	601395.8125	558291.875	322047.9375	425567.46875	358434.53125	458838.40625	534210.25	516100.71875	333316.4375	294886.25	394192.71875	69853.90625	415076.46875	304394.59375	469788.53125	624639.875	421090.6875	494093.4375	606257.3125	865607.1875	563728.625	531469.625	795516.0625	38	bp	0.9633429363084723	1
197.06159061983226	742.8692499796549	25068.521484375	17953.15625	22321.654296875	21516.119140625	17576.390625	27298.78125	27978.375	23240.67578125	28135.396484375	12108.9951171875	15127.2890625	31530.341796875	26167.00390625	21801.73046875	34450.99609375	26278.13671875	19163.375	15113.9912109375	43712.375	34722.9140625	40932.875	26957.462890625	35898.83984375	26070.078125	31775.615234375	41581.91796875	36732.71484375	22009.541015625	28833.50390625	23690.904296875	31162.037109375	36078.47265625	34822.40234375	21158.916015625	19872.306640625	28386.361328125	5042.55908203125	27459.84765625	20954.458984375	32255.814453125	41940.9453125	29064.390625	33305.48828125	43205.01953125	59099.8984375	38558.3203125	35556.48046875	52892.7890625	38	bp|C13 isotope #1	0.9587047903236846	
