Topic 0,loss_88.01616,loss_192.0638,fragment_127.00358,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_125.00103,fragment_124.98781,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915,fragment_122.98587,fragment_122.06139
Topic 1,fragment_85.06605,fragment_58.02941,loss_192.0638,fragment_125.00103,fragment_126.9331,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_124.98781,fragment_127.04041,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915
Topic 2,loss_116.01127,loss_192.0638,fragment_125.00103,fragment_126.9331,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_124.98781,fragment_127.04041,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915,fragment_122.98587
Topic 3,fragment_125.00103,fragment_152.99612,fragment_60.99278,fragment_197.02324,fragment_256.09618,fragment_122.98587,fragment_226.04878,fragment_125.02487,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_124.98781,fragment_127.00358,fragment_124.04034,fragment_123.05712,fragment_123.04539
Topic 4,fragment_106.0427,fragment_116.96132,loss_192.0638,fragment_125.02487,fragment_126.9331,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.00103,fragment_127.04041,fragment_124.98781,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915
Topic 5,loss_90.03211,fragment_183.04261,loss_192.0638,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_125.00103,fragment_124.98781,fragment_127.00358,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915,fragment_122.98587
Topic 6,fragment_264.09885,fragment_167.03507,fragment_193.05058,loss_166.13569,fragment_237.11396,fragment_97.02912,fragment_221.04733,fragment_65.00311,fragment_219.10267,fragment_109.06559,fragment_249.07705,fragment_125.02487,loss_192.0638,fragment_125.03545,fragment_125.00103,fragment_125.06194,fragment_125.06066,fragment_123.04539,fragment_124.98781
Topic 7,loss_46.00581,fragment_181.07142,fragment_112.05182,loss_192.0638,fragment_125.00103,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_124.04034,fragment_124.98781,fragment_127.00358,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915
Topic 8,fragment_149.06063,fragment_388.19142,fragment_158.09716,fragment_137.036,fragment_125.00103,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,loss_192.0638,fragment_126.9331,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915
Topic 9,fragment_115.04067,fragment_69.03444,loss_89.99551,fragment_141.0185,loss_86.03709,fragment_113.0438,fragment_125.00103,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_124.04034,fragment_124.98781,fragment_126.9331,fragment_123.05712,fragment_123.04539,fragment_123.03256
Topic 10,loss_74.00063,fragment_262.123,fragment_208.09941,fragment_219.10267,fragment_194.05917,fragment_133.06559,loss_192.0638,fragment_124.98781,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_125.00103,fragment_123.05712,fragment_124.04034,fragment_126.05611,fragment_123.04539,fragment_123.03256
Topic 11,fragment_88.04079,loss_192.0638,fragment_125.00103,fragment_126.9331,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_124.98781,fragment_127.04041,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915,fragment_122.98587
Topic 12,fragment_83.01371,loss_192.0638,fragment_127.04041,fragment_126.9331,fragment_126.05611,fragment_126.0306,fragment_126.00232,fragment_125.06194,fragment_125.06066,fragment_125.03545,fragment_125.02487,fragment_125.00103,fragment_124.98781,fragment_124.04034,fragment_123.05712,fragment_123.04539,fragment_123.03256,fragment_123.00915,fragment_122.98587
Topic 13,fragment_133.06559,fragment_65.00311,fragment_180.04311,fragment_205.05001,fragment_233.08356,fragment_152.04778,fragment_220.11194,fragment_97.02986,fragment_105.07067,fragment_219.10267,fragment_289.14276,fragment_179.07121,fragment_265.07041,fragment_110.0005,fragment_118.04274,fragment_131.05064,fragment_68.99802,fragment_122.98587,fragment_125.00103
