parent,child,score
117,150.07745_438.661,3.406019007391752
127,150.07745_438.661,0.25923970432946064
154,150.07745_438.661,0.2645195353748672
106,150.09138_452.947,2.929344729344716
127,150.09138_452.947,0.2968660968660955
182,150.09138_452.947,0.3025641025641012
184,150.09138_452.947,0.3310541310541295
29,152.03182_483.773,2.112849162011158
48,152.03182_483.773,0.4927374301675943
116,152.03182_483.773,0.5932960893854706
201,152.03182_483.773,0.5150837988826779
28,152.0566_589.081,1.1606796116504827
94,152.0566_589.081,0.3111650485436886
154,152.0566_589.081,0.3597087378640768
201,152.0566_589.081,2.7092233009708675
242,152.0566_589.081,0.3402912621359216
29,152.05672_624.196,0.6096774193548341
33,152.05672_624.196,1.840092165898604
51,152.05672_624.196,0.6235023041474607
88,152.05672_624.196,0.7064516129032204
116,152.05672_624.196,0.6788018433179672
201,152.05672_624.196,1.2041474654377788
29,152.06817_565.722,0.8681102362204762
51,152.06817_565.722,0.8681102362204762
88,152.06817_565.722,0.7500000000000031
116,152.06817_565.722,0.9468503937007916
151,152.06817_565.722,1.084645669291343
5,152.07066_412.921,0.6747483221476493
29,152.07066_412.921,0.5589765100671127
234,152.07066_412.921,0.34001677852348905
116,152.10694_183.681,0.4147368421052615
181,152.10694_183.681,1.4042105263157838
53,152.10695_196.938,0.2171959721146408
153,152.10695_196.938,0.2450813323005433
181,152.10695_196.938,1.664136328427583
191,152.10695_196.938,1.2675445391169693
53,152.107_259.764,0.2406083650190124
153,152.107_259.764,0.25581749049429764
181,152.107_259.764,1.6672243346007678
191,152.107_259.764,1.2596197718631237
181,152.107_316.513,0.6862172284644223
52,152.10701_396.807,0.25406698564593394
101,152.10701_396.807,0.27799043062201056
106,152.10701_396.807,0.4598086124401931
181,152.10701_396.807,3.077033492822978
190,152.10701_396.807,0.2588516746411493
97,153.06585_425.682,0.6883177570093434
103,153.06585_425.682,0.7584112149532684
106,153.06585_425.682,0.6602803738317734
120,153.06585_425.682,0.6462616822429883
127,153.06585_425.682,0.6042056074766334
141,153.06585_425.682,0.6883177570093434
174,153.06585_425.682,1.2630841121495282
197,153.06585_425.682,2.5948598130841027
227,153.06585_425.682,0.7584112149532684
12,154.08625_403.273,0.7435483870967717
51,154.08625_403.273,0.7112903225806427
52,154.08625_403.273,0.7274193548387071
94,154.08625_403.273,0.969354838709674
106,154.08625_403.273,0.7435483870967717
145,154.08625_403.273,2.3080645161290243
160,154.08625_403.273,0.7112903225806427
203,154.08625_403.273,0.969354838709674
211,154.08625_403.273,0.7274193548387071
98,155.11785_898.14,0.638644067796606
123,155.11785_898.14,1.2216949152542291
154,155.11785_898.14,1.208135593220331
157,155.11785_898.14,0.5979661016949114
23,156.0655_451.307,0.7040883977900524
66,156.0655_451.307,0.8632044198894989
75,156.0655_451.307,1.3405524861878395
88,156.0655_451.307,0.9029834254143608
120,156.0655_451.307,0.7571270718232014
166,156.0655_451.307,0.6112707182320417
167,156.0655_451.307,0.7836464088397758
184,156.0655_451.307,1.1151381215469565
188,156.0655_451.307,0.6245303867403289
196,156.0655_451.307,0.7836464088397758
225,156.0655_451.307,0.7836464088397758
227,156.0655_451.307,0.6245303867403289
75,156.07677_620.99,0.6071917808219166
81,156.07677_620.99,0.6791095890410945
174,156.07677_620.99,2.23047945205479
197,156.07677_620.99,0.6791095890410945
223,156.07677_620.99,0.7407534246575327
227,156.07677_620.99,0.8126712328767106
18,156.0768_668.607,0.7011475409836055
75,156.0768_668.607,0.5519672131147533
81,156.0768_668.607,0.6208196721311466
174,156.0768_668.607,2.766721311475405
211,156.0768_668.607,0.6781967213114745
223,156.0768_668.607,0.6322950819672122
227,156.0768_668.607,0.7699999999999987
18,156.0768_752.158,1.8109510086455245
39,156.0768_752.158,0.5198847262247813
81,156.0768_752.158,0.5659942363112365
145,156.0768_752.158,0.5544668587896227
174,156.0768_752.158,2.5141210374639646
211,156.0768_752.158,0.6121037463976915
223,156.0768_752.158,0.4391930835734849
227,156.0768_752.158,0.7043227665706018
18,157.06078_510.582,1.2668882978723328
43,157.06078_510.582,1.6857712765957344
81,157.06078_510.582,0.5408244680851031
197,157.06078_510.582,0.6804521276595703
223,157.06078_510.582,0.5222074468085075
227,157.06078_510.582,0.7176861702127615
241,157.06078_510.582,1.3599734042553109
6,158.0812_281.137,0.6792654028435995
12,158.0812_281.137,1.0027251184834087
81,158.0812_281.137,0.6792654028435995
96,158.0812_281.137,1.6034360189573404
120,158.0812_281.137,0.8486966824644521
149,158.0812_281.137,0.6946682464454952
157,158.0812_281.137,0.8486966824644521
159,158.0812_281.137,0.8486966824644521
165,158.0812_281.137,1.0027251184834087
180,158.0812_281.137,0.8024881516587651
202,158.0812_281.137,1.372393364928905
219,158.0812_281.137,0.8024881516587651
225,158.0812_281.137,0.7562796208530779
12,158.0812_369.407,0.8420382165605168
165,158.0812_369.407,0.8420382165605168
50,158.0812_438.661,0.8666666666666619
120,158.0812_438.661,1.1189189189189133
127,158.0812_438.661,0.7945945945945905
157,158.0812_438.661,1.1189189189189133
166,158.0812_438.661,0.8666666666666619
212,158.0812_438.661,0.7945945945945905
6,158.08122_325.502,0.7235294117647041
12,158.08122_325.502,1.0764705882352912
26,158.08122_325.502,0.7716577540106931
81,158.08122_325.502,0.8999999999999977
149,158.08122_325.502,0.7235294117647041
159,158.08122_325.502,0.9160427807486606
165,158.08122_325.502,1.0764705882352912
225,158.08122_325.502,1.5898395721925092
227,158.08122_325.502,0.8197860962566823
12,158.1176_494.747,0.9071839080459774
81,158.1176_494.747,0.8468390804597705
113,158.1176_494.747,1.0278735632183915
134,158.1176_494.747,0.98764367816092
216,158.1176_494.747,0.8468390804597705
225,158.1176_494.747,0.98764367816092
233,158.1176_494.747,0.9071839080459774
76,158.12879_187.957,1.0451086956521791
134,158.12879_187.957,0.8005434782608738
157,158.12879_187.957,0.7516304347826128
39,159.07641_624.196,3.6991336633663146
41,159.07641_624.196,1.0592821782178157
43,159.07641_624.196,0.6360148514851448
80,159.07641_624.196,0.5357673267326701
140,159.07641_624.196,0.4689356435643537
165,159.07641_624.196,0.5580445544554423
211,159.07641_624.196,0.5357673267326701
223,159.07641_624.196,0.6248762376237587
227,159.07641_624.196,0.6137376237623726
21,160.09682_552.842,0.8738404452690145
23,160.09682_552.842,0.8181818181818161
27,160.09682_552.842,1.3191094619666013
113,160.09682_552.842,0.8552875695732818
155,160.09682_552.842,0.8738404452690145
157,160.09682_552.842,0.9109461966604802
159,160.09682_552.842,0.8552875695732818
164,160.09682_552.842,1.0593692022263426
227,160.09682_552.842,1.0222634508348771
231,160.09682_552.842,0.9666048237476784
113,160.13321_465.402,0.8459627329192587
216,160.13321_465.402,0.8459627329192587
12,160.13322_264.755,0.9641711229946496
62,160.13322_264.755,0.6754010695187146
66,160.13322_264.755,0.7716577540106928
119,160.13322_264.755,0.6754010695187146
169,160.13322_264.755,0.8037433155080189
202,160.13322_264.755,1.7181818181818134
6,161.12843_906.322,0.8368020304568493
81,161.12843_906.322,0.8368020304568493
134,161.12843_906.322,1.0677664974619243
154,161.12843_906.322,0.9078680203045648
161,161.12843_906.322,0.9434010152284226
212,161.12843_906.322,0.9078680203045648
233,161.12843_906.322,1.0677664974619243
23,162.05831_277.93,0.4640787949015043
48,162.05831_277.93,0.5857473928157563
66,162.05831_277.93,0.284472769409037
161,162.05831_277.93,2.6251448435689344
225,162.05831_277.93,0.3308227114716092
7,162.07608_720.791,0.29700491729995643
49,162.07608_720.791,0.21832811801519975
159,162.07608_720.791,0.22369244523916046
193,162.07608_720.791,0.3524362986142168
5,162.09132_377.378,0.12990732940185434
161,162.09132_377.378,1.4694187026116368
5,162.09133_305.834,0.32311396468699777
64,162.09133_305.834,0.20754414125200604
161,162.09133_305.834,2.3359550561797717
5,162.09133_336.992,0.2528619528619525
127,162.09133_336.992,0.16531986531986512
161,162.09133_336.992,2.4178451178451152
90,163.05996_513.775,0.4886426592797774
159,163.05996_513.775,1.5966759002770048
207,163.05996_513.775,1.0980609418282523
224,163.05996_513.775,0.5329639889196665
127,163.05996_668.607,0.40420168067226814
159,163.05996_668.607,1.3957983193277284
207,163.05996_668.607,0.992436974789914
136,163.06002_627.372,0.6692307692307711
159,163.06002_627.372,1.3493927125506109
207,163.06002_627.372,0.6570850202429168
40,163.06003_551.208,1.5760834670946973
43,163.06003_551.208,0.6948635634028867
125,163.06003_551.208,0.6948635634028867
127,163.06003_551.208,0.6804173354735128
136,163.06003_551.208,0.6659711075441388
159,163.06003_551.208,1.865008025682176
164,163.06003_551.208,0.6659711075441388
190,163.06003_551.208,0.7093097913322607
231,163.06003_551.208,1.099357945425357
65,163.06003_601.884,0.5382460414129097
69,163.06003_601.884,0.5382460414129097
127,163.06003_601.884,0.4943970767356869
136,163.06003_601.884,1.0973203410475
159,163.06003_601.884,3.2678440925700283
164,163.06003_601.884,0.5382460414129097
185,163.06003_601.884,0.5382460414129097
188,163.06003_601.884,0.5163215590742982
207,163.06003_601.884,1.1850182704019456
9,163.06007_466.972,0.4668824163969786
90,163.06007_466.972,0.4668824163969786
93,163.06007_466.972,0.4323624595469247
136,163.06007_466.972,0.4668824163969786
159,163.06007_466.972,3.5909385113268537
183,163.06007_466.972,0.4323624595469247
187,163.06007_466.972,0.7603020496224364
207,163.06007_466.972,1.0537216828478944
1,163.13286_259.764,1.3051401869158965
48,163.13286_259.764,0.646261682242995
67,163.13286_259.764,0.7023364485981355
51,164.09316_409.811,0.2927989130434772
52,164.09316_409.811,0.3335597826086945
114,164.09316_409.811,0.6596467391304324
117,164.09316_409.811,0.7275815217391278
132,164.09316_409.811,2.8131793478260767
62,165.07573_517.032,0.7247924080664282
65,165.07573_517.032,0.653618030842229
140,165.07573_517.032,0.7129300118623949
159,165.07573_517.032,1.2348754448398551
166,165.07573_517.032,0.9501779359430588
185,165.07573_517.032,1.1162514827995236
207,165.07573_517.032,1.0569395017793577
214,165.07573_517.032,1.1755634638196897
226,165.07573_517.032,0.5231316725978639
231,165.07573_517.032,1.0332147093712911
31,165.07577_613.13,0.4935114503816782
40,165.07577_613.13,0.6423664122137389
65,165.07577_613.13,0.527862595419846
136,165.07577_613.13,0.4935114503816782
140,165.07577_613.13,1.7187022900763316
159,165.07577_613.13,2.3484732824427423
166,165.07577_613.13,0.7568702290076316
192,165.07577_613.13,0.4935114503816782
207,165.07577_613.13,0.9858778625954174
48,166.04996_422.465,0.6012765957446791
51,166.04996_422.465,0.5629787234042537
106,166.04996_422.465,0.7161702127659554
127,166.04996_422.465,0.652340425531913
138,166.04996_422.465,0.5374468085106368
184,166.04996_422.465,2.6182978723404178
48,166.08624_499.47,1.3819047619047642
211,166.08624_499.47,0.6676190476190487
227,166.08624_499.47,0.7152380952380963
8,166.08629_290.983,1.4430167597765275
10,166.08629_290.983,1.4597765363128399
39,166.08629_290.983,0.755865921787705
48,166.08629_290.983,1.6608938547485932
52,166.08629_290.983,0.7223463687150795
116,166.08629_290.983,0.8396648044692687
127,166.08629_290.983,0.7391061452513922
138,166.08629_290.983,0.7055865921787667
160,166.08629_290.983,0.8731843575418943
174,166.08629_290.983,0.7055865921787667
211,166.08629_290.983,0.8061452513966433
227,166.08629_290.983,0.8564245810055815
53,166.12262_723.897,1.4046812749003923
54,166.12262_723.897,0.15866533864541765
191,166.12262_723.897,0.9744023904382428
53,166.12263_696.858,1.860086580086584
54,166.12263_696.858,0.2150649350649355
190,166.12263_696.858,0.2012121212121216
191,166.12263_696.858,1.4098701298701328
48,166.12268_282.73,1.228409090909084
53,166.12268_282.73,2.660227272727258
86,166.12268_282.73,0.6261363636363602
106,166.12268_282.73,0.9784090909090852
116,166.12268_282.73,0.5352272727272698
134,166.12268_282.73,0.660227272727269
226,166.12268_282.73,0.4897727272727246
230,166.12268_282.73,0.6261363636363602
238,166.12268_282.73,0.5238636363636334
5,168.06552_670.77,1.4750877192982463
90,168.06552_670.77,0.7031578947368425
93,168.06552_670.77,0.7031578947368425
207,168.06552_670.77,0.7733333333333338
75,168.0656_451.307,0.6122159090909075
80,168.0656_451.307,0.768465909090907
123,168.0656_451.307,1.933238636363631
182,168.0656_451.307,0.6548295454545437
227,168.0656_451.307,0.669034090909089
5,169.09715_387.071,2.9845659163986964
27,169.09715_387.071,0.31575562700964444
41,169.09715_387.071,0.3286173633440495
154,169.09715_387.071,0.6437299035369736
157,169.09715_387.071,0.3736334405144672
180,169.09715_387.071,0.3350482315112521
8,170.08113_435.357,0.9498127340823912
29,170.08113_435.357,2.398002496878887
31,170.08113_435.357,1.199500624219718
127,170.08113_435.357,0.5303370786516822
129,170.08113_435.357,0.5203495630461891
164,170.08113_435.357,0.9498127340823912
166,170.08113_435.357,0.5902621722846406
231,170.08113_435.357,0.6102372034956267
18,170.0924_557.68,0.4122661122661107
39,170.0924_557.68,0.6492723492723468
145,170.0924_557.68,0.3124740124740113
160,170.0924_557.68,2.3893970893970806
215,170.0924_557.68,0.3124740124740113
227,170.0924_557.68,0.362370062370061
23,171.07642_483.773,0.56514886164623
35,171.07642_483.773,2.1220665499124163
39,171.07642_483.773,1.4600700525393924
41,171.07642_483.773,0.6141856392294169
81,171.07642_483.773,0.5038528896672462
149,171.07642_483.773,0.5283712784588397
177,171.07642_483.773,0.9084063047285388
76,173.0421_559.317,0.9220858895705552
157,173.0421_559.317,0.8300613496932543
196,173.0421_559.317,0.7932515337423338
23,173.1285_300.895,2.271588785046707
98,173.1285_300.895,0.3201869158878474
214,173.1285_300.895,0.24728971962616586
23,173.1285_374.23,4.042278203723964
98,173.1285_374.23,0.4146768893756822
157,173.1285_374.23,0.3095290251916741
214,173.1285_374.23,0.3292442497261756
219,173.1285_374.23,0.3358159912376761
225,173.1285_374.23,0.4081051478641817
23,173.12851_333.702,2.150109890109866
98,173.12851_333.702,0.3962637362637318
157,173.12851_333.702,0.29076923076922745
23,173.12852_406.488,1.6773279352226806
153,173.12852_406.488,0.4384615384615407
214,173.12852_406.488,0.5720647773279381
23,173.1397_1200.22,0.9910071942446064
84,173.1397_1200.22,0.9010791366906497
130,173.1397_1200.22,0.7751798561151096
171,173.1397_1200.22,0.9010791366906497
242,173.1397_1200.22,0.9910071942446064
165,174.03854_587.564,0.8843137254901982
167,174.03854_587.564,0.9039215686274532
205,174.03854_587.564,0.8647058823529432
207,174.03854_587.564,0.8647058823529432
13,174.07613_424.099,0.9260504201680624
43,174.07613_424.099,0.7915966386554579
66,174.07613_424.099,1.0436974789915912
113,174.07613_424.099,0.9764705882352888
120,174.07613_424.099,1.0436974789915912
180,174.07613_424.099,0.7915966386554579
196,174.07613_424.099,1.01008403361344
219,174.07613_424.099,1.01008403361344
39,174.07613_451.307,0.8796806966618255
66,174.07613_451.307,0.9914368650217668
75,174.07613_451.307,1.8216255442670468
120,174.07613_451.307,0.9914368650217668
125,174.07613_451.307,0.8796806966618255
127,174.07613_451.307,0.7200290275761947
185,174.07613_451.307,0.8477503628446993
188,174.07613_451.307,0.7998548621190099
192,174.07613_451.307,0.7998548621190099
196,174.07613_451.307,0.9435413642960776
219,174.07613_451.307,0.9435413642960776
1,174.11251_457.696,0.6102841677943134
66,174.11251_457.696,0.7456021650879527
75,174.11251_457.696,3.4113667117726467
79,174.11251_457.696,0.7456021650879527
125,174.11251_457.696,0.7456021650879527
134,174.11251_457.696,0.6779431664411328
157,174.11251_457.696,0.6238159675236773
167,174.11251_457.696,0.6779431664411328
230,174.11251_457.696,0.7320703653585887
231,174.11251_457.696,0.6644113667117691
13,174.11255_411.438,0.8211195928753124
30,174.11255_411.438,0.8745547073791291
66,174.11255_411.438,0.981424936386762
79,174.11255_411.438,0.981424936386762
113,174.11255_411.438,0.8745547073791291
176,174.11255_411.438,1.0170483460559727
227,174.11255_411.438,1.0170483460559727
85,175.02367_705.821,0.9299242424242448
95,175.02367_705.821,0.9109848484848506
98,175.02367_705.821,0.8162878787878808
185,175.02367_705.821,0.9299242424242448
241,175.02367_705.821,0.9299242424242448
5,175.02371_689.621,0.570735524256647
31,175.02371_689.621,0.6035993740219051
47,175.02371_689.621,3.3641627543035764
185,175.02371_689.621,0.6255086071987437
188,175.02371_689.621,0.505007824726131
227,175.02371_689.621,0.47214397496087296
231,175.02371_689.621,0.5926447574334857
26,175.11894_1027.77,1.1680224403927009
33,175.11894_1027.77,0.56213183730715
76,175.11894_1027.77,3.0978962131837147
98,175.11894_1027.77,0.5284712482468417
109,175.11894_1027.77,0.5172510518934055
192,175.11894_1027.77,0.7192145862552557
211,175.11894_1027.77,0.4948106591865333
239,175.11894_1027.77,0.6294530154277668
26,175.11897_1050.21,0.939024390243896
76,175.11897_1050.21,1.8583489681050533
98,175.11897_1050.21,0.4043151969981211
192,175.11897_1050.21,0.5637898686679136
239,175.11897_1050.21,0.9108818011256974
67,175.14411_842.825,0.4264267990074422
81,175.14411_842.825,0.6956575682382101
84,175.14411_842.825,3.709305210918097
160,175.14411_842.825,0.4264267990074422
202,175.14411_842.825,0.41774193548386895
226,175.14411_842.825,0.4959057071960275
233,175.14411_842.825,0.6174937965260517
157,176.09174_556.072,0.8788104089219291
159,176.09174_556.072,0.9382899628252744
180,176.09174_556.072,0.9382899628252744
185,176.09174_556.072,0.8788104089219291
81,176.09176_474.762,1.6302013422818775
164,176.09176_474.762,0.8941834451901558
165,176.09176_474.762,0.8941834451901558
199,176.09176_474.762,0.8158836689038023
225,176.09176_474.762,0.784563758389261
227,176.09176_474.762,0.8158836689038023
231,176.09176_474.762,0.784563758389261
44,176.12221_999.442,0.7135922330097109
47,176.12221_999.442,0.6812297734627852
109,176.12221_999.442,0.8592233009708763
157,176.12221_999.442,0.8592233009708763
242,176.12221_999.442,1.4902912621359266
19,176.96148_649.151,1.542192691029886
106,176.96148_649.151,0.2930232558139508
40,177.07576_438.661,1.7445520581113745
65,177.07576_438.661,0.6065375302663418
159,177.07576_438.661,1.1997578692493909
199,177.07576_438.661,0.6065375302663418
219,177.07576_438.661,0.5460048426150104
19,177.08697_876.985,0.8606870229007619
26,177.08697_876.985,1.1469465648854942
106,177.08697_876.985,0.8606870229007619
130,177.08697_876.985,0.8034351145038154
157,177.08697_876.985,0.8606870229007619
109,177.10022_654.09,0.9164516129032164
27,179.12841_838.134,1.01746031746032
113,179.12841_838.134,0.8904761904761928
147,179.12841_838.134,0.8428571428571451
157,179.12841_838.134,0.8587301587301609
233,179.12841_838.134,1.0015873015873042
29,180.06555_412.921,1.75430932703659
39,180.06555_412.921,0.9680047225501716
51,180.06555_412.921,0.4685950413223115
106,180.06555_412.921,0.5854781582054277
127,180.06555_412.921,0.5536009445100324
184,180.06555_412.921,2.2643447461629163
194,180.06555_412.921,1.0423848878394275
210,180.06555_412.921,0.4898465171192417
227,180.06555_412.921,0.5854781582054277
7,180.08657_630.413,0.18804587560652952
92,180.08657_630.413,1.1884869872077706
166,180.08657_630.413,0.1695191883546547
49,180.0866_603.508,0.2531105398457601
92,180.0866_603.508,1.5780462724935846
136,180.0866_603.508,0.1667352185089986
92,180.0866_726.388,1.3415749364944989
93,180.0866_726.388,0.3762912785774774
166,180.0866_726.388,0.5016088060965294
207,180.0866_726.388,0.3525825571549541
65,180.08661_668.607,0.3668885191347732
92,180.08661_668.607,2.829450915141414
127,180.08661_668.607,0.39184692179700265
136,180.08661_668.607,0.3585690515806967
207,180.08661_668.607,0.8327787021630564
29,180.08662_465.402,0.1715692711753122
92,180.08662_465.402,0.5714379514116886
194,180.08662_465.402,1.1998030203545658
40,180.08663_565.722,0.3304347826086981
49,180.08663_565.722,0.3392405063291164
92,180.08663_565.722,2.0255365987892278
136,180.08663_565.722,0.2005503577325276
28,180.08794_443.301,0.22208872458410456
194,180.08794_443.301,2.174029574861378
201,180.08794_443.301,0.3191312384473213
5,180.10183_438.661,0.2022199798183648
53,180.10183_438.661,0.4040363269424813
121,180.10183_438.661,0.23854692230070576
194,180.10183_438.661,1.4010090817356171
12,180.10185_486.862,0.9186516853932556
29,180.10185_486.862,0.9186516853932556
52,180.10185_486.862,0.9366292134831432
56,180.10185_486.862,0.9006741573033682
160,180.10185_486.862,0.9546067415730308
211,180.10185_486.862,0.9546067415730308
226,180.10185_486.862,0.9546067415730308
229,180.10185_486.862,0.9546067415730308
5,180.10186_369.407,0.8601073345259356
108,180.10186_369.407,0.8457960644007121
116,180.10186_369.407,0.9173524150268296
123,180.10186_369.407,1.632915921288007
153,180.10186_369.407,0.9173524150268296
207,180.10186_369.407,0.7742397137745942
214,180.10186_369.407,0.8457960644007121
238,180.10186_369.407,0.8601073345259356
5,180.10187_273.033,0.6771306818181797
72,180.10187_273.033,0.5677556818181801
123,180.10187_273.033,2.466903409090901
207,180.10187_273.033,0.6174715909090891
225,180.10187_273.033,1.2339488636363598
234,180.10187_273.033,0.6274147727272708
238,180.10187_273.033,0.5677556818181801
52,180.10187_328.784,0.6954393770856486
53,180.10187_328.784,0.7888765294771947
72,180.10187_328.784,0.6820912124582851
116,180.10187_328.784,0.7488320355951035
123,180.10187_328.784,2.110344827586201
134,180.10187_328.784,0.7488320355951035
153,180.10187_328.784,0.8422691879866494
160,180.10187_328.784,0.7488320355951035
184,180.10187_328.784,0.7221357063403759
207,180.10187_328.784,0.7087875417130124
225,180.10187_328.784,0.7221357063403759
230,180.10187_328.784,1.0958843159065594
119,180.13824_1018.08,0.7238721804511272
230,180.13824_1018.08,1.1148496240601495
119,180.13824_1037.05,0.9123999999999964
191,180.13824_1037.05,0.4843999999999982
230,180.13824_1037.05,1.0483999999999962
13,180.13824_1076.09,0.7556537102473465
48,180.13824_1076.09,0.5454063604240258
116,180.13824_1076.09,0.7556537102473465
119,180.13824_1076.09,2.7097173144876208
127,180.13824_1076.09,0.6814487632508803
188,180.13824_1076.09,0.5330388692579482
191,180.13824_1076.09,0.7185512367491135
116,180.13824_1097.68,0.8335570469798701
119,180.13824_1097.68,0.8335570469798701
119,180.13824_1111.52,0.5638916750250738
230,180.13824_1111.52,1.1857572718154432
119,180.13824_1144.76,0.6535714285714265
230,180.13824_1144.76,1.1472689075630216
116,180.13824_1176.41,0.4695550351288058
119,180.13824_1176.41,1.2892271662763473
127,180.13824_1176.41,0.3758782201405154
138,180.13824_1176.41,0.4578454332552696
230,180.13824_1176.41,2.1088992974238887
119,180.13825_1163.28,0.6284705882352919
230,180.13825_1163.28,1.1861176470588193
72,180.13825_1189.26,0.1854625550660785
119,180.13825_1189.26,0.8903083700440488
230,180.13825_1189.26,1.5511013215858964
29,180.1594_261.408,0.6968181818181837
127,180.1594_261.408,0.6422727272727289
197,180.1594_261.408,1.3240909090909123
79,181.12228_251.436,0.8253196930946292
86,181.12228_251.436,0.5567774936061382
138,181.12228_251.436,0.6641943734015345
170,181.12228_251.436,2.0606138107416885
216,181.12228_251.436,0.7895140664961637
219,181.12228_251.436,0.8611253196930946
227,181.12228_251.436,0.8074168797953964
39,182.08107_585.875,0.7416891284815785
47,182.08107_585.875,0.2520215633423172
52,182.08107_585.875,0.2699910152740332
227,182.08107_585.875,0.2699910152740332
246,182.08107_585.875,1.361635220125781
11,183.08632_613.13,0.8461363636363599
65,183.08632_613.13,0.4370454545454526
69,183.08632_613.13,0.41659090909090735
109,183.08632_613.13,0.37568181818181656
140,183.08632_613.13,2.8438636363636247
207,183.08632_613.13,0.9006818181818144
15,184.06045_518.554,1.0639602319801171
43,184.06045_518.554,0.11781275890637954
5,184.06046_266.414,0.7116541353383385
6,184.06046_266.414,2.6063909774435823
31,184.06046_266.414,0.6890977443608952
51,184.06046_266.414,0.6327067669172868
185,184.06046_266.414,0.5763157894736783
238,184.06046_266.414,0.5086466165413481
5,184.06051_362.957,0.6278529980657575
6,184.06051_362.957,2.856092843326856
31,184.06051_362.957,0.6394584139264923
51,184.06051_362.957,0.5698259187620829
185,184.06051_362.957,0.5117988394584085
227,184.06051_362.957,0.5117988394584085
13,184.07328_729.738,1.1521367521367445
112,184.07328_729.738,1.0951566951566876
119,184.07328_729.738,0.9128205128205066
202,184.07328_729.738,0.5595441595441557
81,184.07331_617.886,0.5309090909090869
112,184.07331_617.886,1.278961038961029
119,184.07331_617.886,1.278961038961029
202,184.07331_617.886,0.6555844155844106
5,185.09209_420.787,0.6571884984025526
39,185.09209_420.787,2.8478168264110613
64,185.09209_420.787,0.7860489882854059
97,185.09209_420.787,0.7274760383386545
108,185.09209_420.787,1.008626198083062
141,185.09209_420.787,0.6571884984025526
157,185.09209_420.787,0.7157614483493042
180,185.09209_420.787,0.6103301384451514
204,185.09209_420.787,1.383493077742272
219,185.09209_420.787,0.6571884984025526
227,185.09209_420.787,0.6689030883919029
25,185.13967_973.218,0.6136054421768685
54,185.13967_973.218,1.1986394557823086
98,185.13967_973.218,0.7496598639455756
154,185.13967_973.218,1.906122448979585
215,185.13967_973.218,0.5863945578231271
239,185.13967_973.218,0.6136054421768685
50,186.0761_308.354,1.0848066298342522
70,186.0761_308.354,0.9107734806629816
75,186.0761_308.354,0.9107734806629816
81,186.0761_308.354,0.852762430939225
157,186.0761_308.354,0.8334254143646393
227,186.0761_308.354,1.0848066298342522
233,186.0761_308.354,0.852762430939225
7,186.07611_441.78,0.32198675496688595
81,186.07611_441.78,0.06503311258278116
108,186.07611_441.78,0.08092715231788042
120,186.07611_441.78,0.057086092715231525
136,186.07611_441.78,0.06370860927152289
159,186.07611_441.78,0.08092715231788042
165,186.07611_441.78,0.08092715231788042
219,186.07611_441.78,0.07827814569536387
225,186.07611_441.78,0.055761589403973265
64,188.09171_441.78,0.13054989816700555
70,188.09171_441.78,0.0938900203665984
81,188.09171_441.78,0.0959266802443988
124,188.09171_441.78,0.0999999999999996
140,188.09171_441.78,0.08370672097759639
152,188.09171_441.78,0.05519348268839081
157,188.09171_441.78,0.0938900203665984
167,188.09171_441.78,0.1020366598778
212,188.09171_441.78,0.0938900203665984
225,188.09171_441.78,0.1020366598778
21,188.09171_510.582,0.0963031423290201
70,188.09171_510.582,0.09445471349353028
120,188.09171_510.582,0.0963031423290201
157,188.09171_510.582,0.09445471349353028
167,188.09171_510.582,0.09999999999999976
185,188.09171_510.582,0.0907578558225506
219,188.09171_510.582,0.09999999999999976
236,188.09171_510.582,0.0963031423290201
238,188.09171_510.582,0.0907578558225506
249,188.09171_510.582,0.0963031423290201
57,188.12809_292.609,0.060939167556029676
66,188.12809_292.609,0.05773745997865507
79,188.12809_292.609,0.052401280683030765
113,188.12809_292.609,0.050266808964781036
216,188.12809_292.609,0.4109925293489847
227,188.12809_292.609,0.06414087513340426
238,188.12809_292.609,0.053468516542155634
249,188.12809_292.609,0.052401280683030765
66,188.12813_411.438,0.11773195876288665
157,188.12813_411.438,0.11154639175257734
216,188.12813_411.438,0.4744329896907217
227,188.12813_411.438,0.13422680412371135
238,188.12813_411.438,0.11154639175257734
35,189.08691_488.384,0.0652310924369747
84,189.08691_488.384,0.05157563025210076
153,189.08691_488.384,0.06418067226890746
177,189.08691_488.384,0.1324579831932771
204,189.08691_488.384,0.19023109243697447
212,189.08691_488.384,0.11880252100840318
4,189.12327_502.727,0.07192982456140301
6,189.12327_502.727,0.09106858054226412
13,189.12327_502.727,0.16283891547049328
30,189.12327_502.727,0.07352472089314144
84,189.12327_502.727,0.08149920255183357
165,189.12327_502.727,0.09106858054226412
177,189.12327_502.727,0.1931419457735234
216,189.12327_502.727,0.07990430622009513
227,189.12327_502.727,0.07192982456140301
30,189.1233_625.833,0.3613680154142571
81,189.1233_625.833,0.09450867052023093
212,189.1233_625.833,0.05789980732177246
219,189.1233_625.833,0.054046242774566315
233,189.1233_625.833,0.058863198458574
4,189.12336_564.091,0.06832386363636345
30,189.12336_564.091,0.15923295454545408
81,189.12336_564.091,0.07258522727272708
134,189.12336_564.091,0.06264204545454527
157,189.12336_564.091,0.0669034090909089
192,189.12336_564.091,0.06832386363636345
211,189.12336_564.091,0.08678977272727248
