	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
172.06151426628776	982.4228312174479	0.0	0.0	0.0	0.0	171669.46875	87906.453125	248233.03125	292667.21875	253269.640625	293513.96875	146372.625	166437.875	430229.125	234136.515625	301962.25	291220.25	37	fragment?	0.8895791978661096	
130.04505883030643	981.9544169108073	0.0	0.0	0.0	0.0	149245.8125	89806.7109375	246885.046875	249493.125	286270.8125	272102.1875	250422.90625	163756.21875	429328.6875	222254.484375	301637.0625	358692.09375	37	132.06-H2	0.8935304631251411	
100.03447129668801	981.8943277994791	0.0	0.0	0.0	0.0	216252.375	96925.8515625	324482.25	342148.46875	325625.8125	381116.34375	303440.90625	214787.9375	428208.375	252468.671875	337267.03125	392696.5625	37	102.05-H2	0.9080416296875871	
189.10034345149043	981.9705810546875	0.0	0.0	0.0	0.0	210012.921875	122926.6796875	269974.9375	378944.78125	294078.53125	332286.3125	317250.15625	260273.5625	426669.5	255027.828125	366317.25	338489.15625	37	187.08+H2	0.8759782307393875	
104.04703397551803	981.9420013427734	0.0	0.0	0.0	0.0	156902.4375	78893.8359375	198239.21875	301724.34375	232826.59375	262196.875	218015.265625	151068.953125	421780.3125	234931.265625	237916.875	266356.15625	37	fragment?	0.8849631053265268	
227.08009448291432	983.0443369547526	0.0	0.0	0.0	0.0	209410.28125	97186.03125	322052.3125	328189.21875	235717.765625	415910.875	307690.875	232319.03125	269935.65625	283492.3125	350121.125	240777.140625	37	229.10-H2	0.8986243674143213	
57.01622215345117	984.085927327474	0.0	0.0	0.0	0.0	147049.0625	90320.2578125	221996.828125	254225.46875	193100.546875	267065.40625	212102.734375	165816.1875	397150.9375	152679.96875	290204.96875	141324.890625	37	fragment?	0.8798717421148207	
155.0401747511385	981.9241638183594	0.0	0.0	0.0	0.0	179088.875	113186.6953125	270094.78125	321076.9375	302792.1875	396959.875	235783.984375	202300.421875	373133.84375	289602.5625	297047.46875	377814.78125	37	157.06-H2	0.909352787814052	
167.04014637698145	984.2833353678385	0.0	0.0	0.0	0.0	191227.453125	131438.65625	229657.0	304021.40625	268711.5625	355872.75	259561.609375	86798.2421875	396722.15625	249365.640625	322505.0625	335578.5	37	fragment?	0.883771368779355	
163.05661792123632	982.6938323974609	0.0	0.0	0.0	0.0	151441.171875	83715.46875	198955.328125	169727.421875	241503.6875	374302.84375	191722.96875	178820.9375	323358.59375	193068.234375	285022.375	262701.6875	37	fragment?	0.9136951930659105	
491.2195847395239	982.0779113769531	0.0	0.0	0.0	0.0	196386.1875	79052.71875	314047.9375	356009.375	202331.140625	331132.03125	231206.390625	184310.75	371700.09375	234216.90625	326752.0625	284479.71875	37	potential bp	0.8951979775242627	
313.0988143764093	981.9879927201705	0.0	0.0	0.0	0.0	189763.703125	0.0	169432.234375	287803.9375	196924.359375	281570.6875	289361.78125	168216.078125	368812.875	207124.296875	261391.40625	316971.4375	37	potential bp	0.8513206963477349	
190.07201254895315	982.1999067826705	0.0	0.0	0.0	0.0	177141.453125	84947.0	239345.234375	0.0	199591.625	368617.59375	225793.3125	177721.796875	323299.0625	204778.40625	288138.25	287189.5	37	fragment?	0.9159015334944458	
142.06429804437812	982.0480092366537	0.0	0.0	0.0	0.0	177354.578125	84642.4296875	226812.046875	312190.65625	262213.34375	328533.375	261812.84375	191955.65625	361620.34375	232295.96875	284232.3125	286082.34375	37	fragment?|C13 isotope #1	0.8762897106241135	
160.07392569741128	981.9708404541016	0.0	0.0	0.0	0.0	177703.953125	71139.0546875	190087.984375	355455.28125	299300.5	315806.40625	176180.6875	193742.671875	351140.9375	229587.609375	275736.5	221682.84375	37	162.09-H2	0.9022335287202177	
127.04538950812788	981.9398345947266	0.0	0.0	0.0	0.0	161574.921875	106996.5390625	221994.875	329715.75	268571.59375	314367.34375	273586.1875	188785.484375	354897.28125	181372.3125	301367.5625	251012.375	37	129.06-H2	0.8998856967117289	
133.00589656885043	982.0216286399148	0.0	0.0	0.0	0.0	127152.3984375	0.0	236285.171875	292237.59375	225269.828125	305317.96875	155772.09375	131549.53125	341687.21875	205524.390625	230568.578125	245342.625	37	fragment?	0.817391058789075	
401.1691703620309	984.0409901936849	0.0	0.0	0.0	0.0	124524.4140625	84729.8125	234215.8125	298216.5	270779.75	322526.71875	239628.640625	155509.109375	298047.1875	193354.375	244814.546875	251647.546875	37	potential bp	0.8788957585111561	
163.05689473289348	984.6275024414062	0.0	0.0	0.0	0.0	139220.9375	73370.3671875	152747.171875	238224.328125	177699.6875	318644.21875	134419.046875	111602.4453125	175585.21875	81931.8984375	168611.34375	262701.6875	37	fragment?	0.8481988158236617	
151.04534241570235	986.3159942626953	0.0	0.0	0.0	0.0	132527.09375	96793.7109375	194054.09375	279813.03125	196070.25	240404.453125	215047.21875	131052.7265625	317193.40625	186034.03125	206142.078125	190557.640625	37	153.06-H2	0.8935424444702581	
142.06065024064085	982.4676347212358	0.0	0.0	0.0	0.0	159577.75	0.0	207463.71875	309840.6875	188857.40625	315973.96875	177552.65625	140522.90625	163553.0	239918.140625	231151.03125	209080.640625	37	fragment?	0.8518788019992791	
175.05278239735387	982.0779215494791	0.0	0.0	0.0	0.0	154066.75	76642.6796875	241444.390625	308969.6875	177904.53125	286650.28125	202194.875	164932.578125	315898.9375	194342.375	255200.484375	259711.359375	37	fragment?	0.8713219435721539	
173.06914197970585	982.5613301595052	0.0	0.0	0.0	0.0	140337.796875	73515.46875	140480.234375	190444.421875	239275.9375	277150.8125	180046.875	155547.84375	270239.875	160249.90625	191554.4375	115546.9921875	37	171.05+H2	0.8589186599415051	
217.09568596007688	821.633129119873	3.0844002E7	3.0311254E7	4.6643044E7	3.609252E7	1.91528384E8	2.64943536E8	2.9625424E8	2.73510784E8	3.34315424E8	2.49587744E8	3.20329504E8	3.0880304E8	4.29091648E8	3.9988736E8	3.64710464E8	3.27568864E8	38	bp	0.9709443563084978	1
191.1132175539633	821.633129119873	2.1265108E7	2.1150498E7	3.2486108E7	2.4493276E7	1.35226896E8	1.79990016E8	2.0512664E8	1.90906736E8	2.37891136E8	1.77763872E8	2.22661664E8	2.12271712E8	3.0861104E8	2.84175456E8	2.53707616E8	2.25266816E8	38	189.10+H2	0.9709835703657891	
99.05059643242795	821.5741882324219	2377571.5	2254365.75	3651770.25	2672556.0	1.3707645E7	1.9932348E7	2.2055036E7	1.9900462E7	2.4088128E7	1.9422656E7	2.3982144E7	2.3587004E7	3.222951E7	3.0074016E7	2.662367E7	2.2769868E7	38	fragment?	0.965784996939532	
192.11654133035918	821.6099433898926	2222216.75	2235144.75	3268017.5	2563810.25	1.4306479E7	1.8355542E7	2.130071E7	1.9596752E7	2.362543E7	1.8163968E7	2.2811216E7	2.2158484E7	3.1000666E7	2.9961622E7	2.5867088E7	2.2854632E7	38	189.10+H2|C13 isotope #1	0.9640861102303072	
219.09258864807813	821.6100654602051	2076118.0	2058000.25	3032840.0	2360100.75	1.2312356E7	1.8063574E7	2.0058432E7	1.8504414E7	2.221399E7	1.6861346E7	2.0596202E7	2.1049174E7	2.883041E7	2.726247E7	2.4264838E7	2.166647E7	38	potential bp|N15 isotope #1	0.9636367479406415	
218.09530745493453	821.5983810424805	1954450.75	2090087.125	3030049.0	2359769.5	1.1951463E7	1.6343019E7	2.006244E7	1.7654572E7	2.1369306E7	1.6431826E7	2.2371682E7	2.1906868E7	2.8366368E7	2.7006176E7	2.4977972E7	2.1628908E7	38	potential bp	0.9620238046961367	
265.13222433322835	821.6216278076172	1980853.125	1994920.0	2968029.75	2240180.5	1.2124467E7	1.6721585E7	1.85833E7	1.764376E7	2.1145612E7	1.5880803E7	2.0346104E7	2.0428652E7	2.7922706E7	2.5683074E7	2.3365082E7	2.1406842E7	38	potential bp	0.9615480686316793	
146.0584554538923	820.0373764038086	1357777.25	1326864.125	2212796.75	1517004.25	7873106.5	1.1851325E7	1.2601329E7	1.2399186E7	1.4259628E7	1.0472282E7	1.4373354E7	1.4130589E7	1.9599496E7	3315072.5	1.6824806E7	1.5003794E7	38	fragment?	0.973871313868024	
218.0990143012412	821.6233749389648	1350236.375	1239058.875	2087425.875	1385925.375	8593060.0	1.2175168E7	1.192266E7	1.2012864E7	1.4136236E7	1.134257E7	1.3796652E7	1.44105E7	1.77068E7	1.9090114E7	1.6004566E7	1.6667384E7	38	bp|C13 isotope #1	0.962425051857354	
193.1101371694452	821.5638160705566	719118.875	679836.5625	1111109.625	885008.25	4724344.5	6106185.5	6841368.0	6361709.0	8031840.0	6018142.5	7478394.5	7375526.5	9855622.0	9647466.0	8709722.0	7500038.5	38	fragment?|N15 isotope #1	0.9627416658212224	
192.112745833628	821.5987510681152	621674.0	641523.375	989967.875	735886.25	3837916.25	5216103.5	6159310.0	5500577.5	7201242.0	5267552.5	6670059.0	6051669.0	9217480.0	7290240.5	7299929.0	6147240.5	38	fragment?	0.9618950920296885	
176.0659453974697	821.5988159179688	653807.625	629833.1875	1006583.8125	709728.5625	4075557.0	5265511.0	6047527.5	5838749.5	7651461.0	5320929.5	6861042.5	6133298.5	9070729.0	8149179.5	7552798.5	7101351.0	38	fragment?	0.9609544116757524	
162.08979464447015	821.5986938476562	670640.0	658071.5	960206.75	739310.375	3361885.0	4659531.5	5138022.0	4955677.5	5778937.0	4390603.0	6385144.0	5320971.5	7634172.0	7201221.5	6423101.5	6012578.0	38	fragment?	0.9740434210828002	
159.05059069448862	821.6357536315918	413732.46875	446417.96875	656264.5625	464284.5	3160876.25	4152118.25	4534280.5	4825933.5	5377946.5	4226893.0	4738490.0	4864240.5	7261709.5	6707470.5	5970053.5	4813225.5	38	161.07-H2	0.9629243591714819	
203.0767622886413	821.6001319885254	563033.1875	579147.5625	895146.5	659177.4375	3244447.5	4867916.0	5359612.5	4919172.0	5601907.0	4428724.5	5706190.5	5359438.0	6984969.0	6798419.5	6404051.5	5728692.5	38	fragment?	0.9601929668787439	
148.03779855880953	820.5380630493164	2445085.5	3160550.75	2225464.5	2594538.25	3304207.75	4349121.5	4960878.5	4581683.5	5570222.0	3850840.75	4930368.0	4779330.5	6892670.0	5980804.5	5837482.5	4914079.0	38	fragment?	0.969135229398659	
175.08192569861728	821.6347579956055	440402.0625	442914.09375	649846.9375	518950.25	2878683.25	3725226.25	4194593.5	4051217.5	4817745.5	3606633.5	4880723.0	4236131.0	6536526.0	5826166.0	5186706.5	4737425.5	38	fragment?	0.9631019474885618	
266.116366737999	821.646125793457	352441.96875	382261.53125	542777.25	439940.03125	2181562.0	3435636.5	3474917.5	3153620.75	3974975.75	2781796.25	3643733.0	3733603.5	5271783.5	4677825.5	4202511.0	3877974.0	38	potential bp	0.9555031425671457	
202.0721971708718	821.6321792602539	314861.78125	332981.71875	551313.375	378700.28125	2153674.25	2829470.5	3302106.0	3199083.0	3714352.75	3154883.5	3535324.5	3500513.0	4772263.0	4552112.5	4268500.0	4113392.25	38	fragment?	0.9622359994525633	
73.03916651652673	823.3673133850098	349740.34375	340582.78125	519178.0625	222333.6875	1710036.0	2662915.75	2711834.25	2716476.25	3151875.0	2360488.0	3087170.5	3079431.25	4142221.25	3791074.0	3349602.75	3239917.25	38	fragment?	0.9642969104085545	
219.09884424270254	821.5751838684082	243754.5	294313.90625	393774.09375	299038.65625	1525404.375	2433475.75	2370989.25	2369149.0	2638288.75	2139456.75	2755667.5	2740946.75	3546769.75	3697579.0	3303093.5	2650580.0	38	potential bp|C13 isotope #1	0.9538338108041956	
148.0553332260922	821.6014404296875	422203.1875	398892.4375	651779.375	442878.375	1644181.125	1974030.625	2563843.0	2452677.25	2764931.25	2090731.875	2584456.25	2535630.5	3641832.75	3166640.5	3099875.0	2610677.0	38	fragment?	0.970829566239703	
266.13535870022747	821.639820098877	190398.984375	197389.359375	305114.625	272309.65625	1346835.375	1796757.875	1865275.5	1767514.375	2303206.25	1691577.625	2456823.0	2443285.25	3039432.25	3024200.0	2784172.5	2032909.375	38	potential bp|C13 isotope #1	0.9507762934945958	
293.1272393914883	821.5974998474121	192954.6875	206703.578125	304314.0625	214607.625	1176455.875	1671759.0	1976967.75	1602009.375	2173924.25	1700049.0	2430954.5	2171856.0	2673048.75	2374216.0	2556874.0	1932189.0	38	potential bp	0.9501853196844205	
73.04294547008848	821.6816864013672	203824.203125	227941.09375	332355.0625	251604.859375	1104724.5	1498939.375	1774598.75	1605782.125	1885951.5	1525946.75	2100634.75	1870888.625	2667769.75	2595041.75	2229030.75	2025802.0	38	fragment?	0.9609106314707153	
161.06625093356095	821.6785049438477	139494.90625	158658.34375	253721.359375	185071.46875	1133749.125	1541524.25	1967351.0	1727370.375	1758220.625	1450674.625	1798062.125	1679096.5	2646478.75	2183800.0	2211532.5	1809168.0	38	159.05+H2	0.952513997628275	
129.02484981051077	821.598876953125	175476.53125	190353.40625	271746.40625	230576.96875	1003641.8125	1742016.875	1626324.5	1595347.5	1972983.0	1680442.625	1947364.75	1906064.125	2323078.0	2456530.75	2066848.0	2073713.25	38	fragment?	0.9552929577189485	
173.0695486851519	816.9416885375977	521389.9375	386007.25	866935.8125	545841.625	1066315.25	1309566.875	1673982.125	1557146.75	1793367.875	1439838.25	1863807.625	1749092.125	2429607.0	2131813.25	2078229.875	1808644.625	38	fragment?	0.9633583397396606	
190.10539722777892	821.6951942443848	170184.578125	177039.203125	255836.171875	191727.375	1146284.125	1536344.5	1626618.25	1562526.125	1706094.5	1381096.875	1847506.625	1713954.0	2398790.75	2357843.25	1938399.625	1939613.375	38	fragment?	0.95938962748829	
220.0967187468368	821.5976181030273	134125.078125	119642.6171875	186203.90625	147088.03125	907513.25	1068838.875	1278912.75	1271160.375	1404103.75	1269077.375	1355692.0	1314014.5	2120615.25	1693663.875	1575380.25	1423307.75	38	potential bp	0.933641501880058	
267.1291219858438	821.5373725891113	125580.3515625	127780.359375	170132.59375	136027.90625	659608.1875	994367.1875	1415817.5	1128634.75	1635838.5	919176.5	1302087.125	1319518.75	1691304.125	1548076.875	1398537.5	1165115.25	38	potential bp	0.9437236795139011	
100.0501890081531	816.8848648071289	493110.09375	368561.03125	968070.0	584125.75	707260.875	935984.6875	1011081.75	950494.1875	1023195.25	926929.8125	1174555.875	1157261.0	1667849.375	1532106.25	1300938.0	1242610.5	38	fragment?	0.952198475937115	
189.0971992164952	821.6506309509277	158655.171875	167467.640625	215044.9375	171131.515625	815413.125	848970.6875	972593.6875	1001407.75	1255980.875	940451.375	1122725.375	1040166.4375	1651675.875	1245194.125	1103960.0	1259918.875	38	191.11-H2	0.9524467381115073	
193.12030976071324	821.6629409790039	100842.328125	122640.3515625	172334.5	155701.484375	708729.875	999099.5	1031968.9375	1019169.875	1209237.625	971648.25	1136591.0	1099182.625	1573990.25	1401958.875	1557728.75	1283222.875	38	189.10+H2|C13 isotope #2	0.9501893939601966	
100.05396949808255	816.8626861572266	433840.96875	326118.5625	775209.0625	543725.3125	641155.4375	885317.0625	885207.125	881974.6875	1089947.125	793307.75	984798.6875	1123550.625	1525633.5	1275456.0	1090165.0	1064200.625	38	fragment?|C13 isotope #1	0.9468977446497414	
131.02236062137501	823.4686241149902	116771.4375	120744.75	176314.78125	118396.890625	687253.625	753710.9375	1054161.625	1049656.75	1175462.25	231704.484375	1098825.5	1098109.5	1513808.875	1398242.125	1361967.625	949539.5625	38	fragment?	0.9484320393858872	
193.11589287003144	821.6768798828125	113193.7578125	103089.3671875	144851.625	111620.1328125	620726.1875	890292.5625	1065429.625	898138.9375	1029695.75	791856.0625	1053927.5	962859.5625	1452677.125	1413272.875	1160587.5	1010958.9375	38	fragment?|C13 isotope #1	0.940760354291216	
277.0959569767221	821.6426887512207	83377.28125	103312.3828125	150713.96875	109365.4609375	541436.625	919197.125	920102.1875	835008.4375	1146039.375	783658.625	918744.0	1093209.375	1271584.75	1251941.125	1056162.75	952476.25	38	potential bp	0.939400166794788	
160.03464571914947	821.6023712158203	72251.703125	70376.8046875	101998.4453125	78086.9375	489002.5	670819.75	825876.4375	753462.3125	878158.25	669122.5	884633.1875	814258.0	1201327.875	1135989.75	908846.75	875077.1875	38	162.05-H2	0.93420404340866	
101.04745897973173	816.8739356994629	341280.65625	265338.90625	601375.625	358623.03125	414759.75	603289.625	769471.375	745713.125	747723.75	683252.875	955778.8125	890998.125	1130979.0	1017480.875	961707.125	707255.5	38	fragment?|N15 isotope #1	0.9372963272866417	
177.06926362105685	821.6230672200521	67596.859375	0.0	101308.5	70946.5625	418683.125	629116.125	665655.25	509279.75	784474.0	480848.5625	659013.3125	713025.3125	1017357.8125	1006381.9375	764889.8125	652253.875	38	fragment?|C13 isotope #1	0.9217647382763035	
90.0471122265347	821.5888484074519	0.0	0.0	98268.8359375	0.0	322787.0	489406.71875	514640.0625	447383.90625	592690.5625	463010.59375	496924.34375	637852.6875	936120.125	706684.5625	605037.4375	537158.375	38	fragment?	0.932874616496194	
177.0615223635477	821.7270545959473	131956.1875	119034.640625	168825.59375	139380.109375	500676.90625	551197.0	557584.875	481391.96875	649285.625	514048.96875	499323.21875	522288.28125	870500.0	663828.6875	772160.625	752247.4375	38	fragment?	0.9347340485934147	
201.0644786264644	821.7017517089844	88809.8984375	87754.5	135948.21875	127876.4296875	518087.9375	563866.0	637507.625	679256.8125	755812.1875	669318.8125	713952.8125	722444.4375	805642.6875	854801.1875	799474.4375	763154.75	38	fragment?	0.9500901841013827	
275.11672119563576	821.5482365534856	0.0	0.0	71042.3359375	0.0	325976.96875	550788.3125	542595.0	518477.8125	556690.125	411467.15625	531514.375	547696.25	843370.25	617480.4375	711551.0625	524206.03125	38	potential bp	0.9093825376117939	
204.08058241816227	821.6230021158855	66689.7265625	82255.1640625	105030.4921875	0.0	311281.71875	554331.125	576048.3125	487310.625	607649.75	486968.375	617478.0	649296.75	704842.875	825788.3125	703188.4375	585900.625	38	fragment?|C13 isotope #1	0.929865012401601	
163.08943676259352	821.7948521205357	0.0	70388.453125	88328.671875	0.0	344326.90625	460366.34375	563213.3125	469543.625	620834.625	438569.0	702626.3125	513654.8125	783216.125	687230.75	641746.25	558727.8125	38	fragment?	0.9278863496174554	
158.08238612796256	821.6087544759115	0.0	0.0	0.0	0.0	300455.75	367412.5	527722.1875	443190.40625	519400.34375	461818.8125	536511.875	495018.28125	759369.4375	693907.875	571627.25	486384.40625	38	fragment?	0.9061354440457032	
160.05396741019618	821.5633341471354	0.0	0.0	0.0	0.0	431384.875	423563.65625	542319.625	502399.5	501294.59375	424067.15625	523554.4375	490522.78125	700061.4375	657449.625	582501.5625	671458.0625	38	161.07-H2|C13 isotope #1	0.9366585390860793	
176.0853985202152	821.6403350830078	0.0	0.0	0.0	0.0	246372.984375	381916.9375	421051.09375	488763.03125	388402.40625	385370.65625	464256.75	429440.03125	698123.8125	607179.25	664557.6875	409570.9375	38	fragment?|C13 isotope #1	0.9070530643755348	
220.0913224748557	821.6340754582332	0.0	0.0	74461.4609375	0.0	314846.90625	446068.75	471940.3125	542339.25	536497.6875	380164.34375	598839.0625	470660.4375	641185.375	697940.75	664345.125	443649.09375	38	potential bp|S34 isotope #1	0.9068202343519124	
194.07635359696124	821.6740074157715	103095.625	97599.15625	124622.0703125	103875.21875	314771.75	453159.84375	390778.65625	459168.9375	503144.8125	364489.59375	534242.3125	378552.21875	637968.125	685195.0625	587434.625	476634.03125	38	fragment?	0.9348226833205163	
234.05345244120178	821.5938364664713	0.0	0.0	0.0	0.0	291573.5	398475.5	530373.5	487987.9375	597593.3125	396689.53125	595230.4375	576146.5	617423.5625	684498.0625	604251.1875	492560.53125	38	potential bp	0.92595281384681	
267.1197714913323	821.5782470703125	0.0	0.0	0.0	0.0	210849.4375	411790.90625	446179.125	400707.78125	442209.53125	357468.75	416027.71875	420204.28125	598993.625	643588.8125	457428.6875	439613.3125	38	potential bp|C13 isotope #1	0.8589071145986537	
129.05815620359283	821.5909236027644	0.0	0.0	93888.2734375	0.0	348616.5	462461.65625	455045.0	428821.15625	457749.46875	468096.0	493490.84375	527175.8125	616559.6875	609647.8125	597564.5	553411.5	38	fragment?	0.9186341413168071	
249.10094673821592	821.6190795898438	0.0	0.0	59564.578125	0.0	207847.0	307927.09375	417983.125	311627.53125	385015.90625	239647.5	389678.9375	339354.4375	605623.75	423666.15625	390343.25	346805.3125	38	potential bp	0.9140713415084647	
57.016313802700104	821.6094156901041	0.0	0.0	0.0	0.0	217510.484375	293254.65625	260649.65625	304022.84375	277016.65625	325472.375	341222.46875	395385.84375	537346.3125	437704.875	381566.03125	374768.5625	38	fragment?	0.910679493806453	
163.09331081968296	821.5322519938151	0.0	0.0	0.0	0.0	252630.6875	258202.015625	420581.59375	327662.15625	457141.21875	304659.53125	316577.25	396724.15625	524390.625	476502.25	317633.34375	329801.6875	38	fragment?|C13 isotope #1	0.9052764728763376	
221.08917564682085	821.5634155273438	0.0	0.0	0.0	0.0	250322.015625	295058.9375	436688.21875	354313.625	417573.5625	353755.875	374698.6875	378134.1875	523096.40625	487998.21875	465458.84375	377665.71875	38	potential bp	0.9161889305845321	
250.08503551567938	821.6553344726562	0.0	0.0	0.0	0.0	189228.484375	318615.375	284166.03125	331186.59375	396535.40625	238933.421875	364751.59375	304340.65625	457479.25	423183.625	396269.15625	284710.75	38	potential bp	0.8850502269177128	
203.0720645709282	821.6395874023438	0.0	0.0	0.0	0.0	188797.25	279140.25	242101.96875	275283.46875	329655.375	300400.8125	364198.875	350860.28125	445004.90625	455795.5	396054.21875	366861.21875	38	fragment?	0.9052443661241549	
216.0885578991284	821.6246541341146	0.0	0.0	0.0	0.0	259444.921875	303482.15625	335204.4375	283424.625	312614.9375	271276.25	325285.625	388229.25	449374.15625	341648.21875	379003.90625	284974.71875	38	fragment?	0.8994119124247796	
176.08979377044497	821.6089121500651	0.0	0.0	0.0	0.0	227578.4375	263996.5	340089.46875	279675.90625	352132.71875	324661.09375	304286.21875	330482.21875	446564.90625	406468.21875	408621.03125	364209.21875	38	fragment?	0.8856495447324442	
148.07107685480727	821.6852416992188	0.0	0.0	0.0	0.0	184148.484375	246185.546875	374415.65625	300374.59375	298949.125	221541.703125	282248.375	301617.5	371684.90625	414837.46875	347836.9375	314345.28125	38	fragment?	0.8918988587852167	
177.0655309440042	821.5948333740234	0.0	0.0	0.0	0.0	173786.703125	227425.65625	256350.90625	229357.296875	289983.875	246650.53125	297181.21875	246797.90625	403705.375	395585.375	318483.21875	310921.03125	38	fragment?	0.8839962751337994	
204.06129729224054	821.5949147542318	0.0	0.0	0.0	0.0	223846.84375	262458.25	317412.25	347954.25	348379.71875	253409.625	338657.28125	272303.0625	356693.1875	392517.875	301662.21875	302904.21875	38	fragment?	0.9054976794864237	
50.115829465225374	821.5935007731119	0.0	0.0	0.0	0.0	146944.3125	210100.828125	244388.5	235200.28125	266866.96875	200402.78125	263566.3125	261579.140625	369351.1875	346241.75	343762.78125	292675.6875	38	fragment?	0.9137485214230978	
268.11321371032136	821.5785013834635	0.0	0.0	0.0	0.0	163932.421875	155204.03125	208432.28125	211558.09375	261846.734375	184155.84375	301909.0625	224930.1875	363130.5625	301045.4375	311521.9375	307467.90625	38	potential bp	0.8782353064377151	
160.05023281880747	821.5940856933594	0.0	0.0	0.0	0.0	167004.609375	198146.640625	211755.90625	244651.125	295885.21875	214762.125	231418.265625	247588.234375	328081.34375	300163.8125	348038.96875	242457.8125	38	fragment?	0.8912573583364928	
162.05037136647726	821.625	0.0	0.0	0.0	0.0	142317.875	225490.21875	195093.171875	230352.84375	241750.890625	200688.78125	239745.59375	245149.6875	325986.1875	344697.1875	340541.75	283308.4375	38	160.03+H2	0.8275189757044947	
132.0398488064777	821.5946604410807	0.0	0.0	0.0	0.0	124665.78125	153442.15625	221011.75	183000.9375	211911.28125	158203.0	291356.65625	277750.0625	277624.8125	263569.21875	332657.75	288505.3125	38	fragment?	0.8406463481344496	
160.07114165234836	821.7027435302734	0.0	0.0	0.0	0.0	139879.328125	220530.734375	310127.75	216888.265625	246518.75	196664.1875	225673.078125	295005.0	274246.15625	329858.625	313511.09375	221277.34375	38	fragment?	0.8631046901875926	
176.08138756269705	821.6086680094401	0.0	0.0	0.0	0.0	114446.9765625	157853.640625	219306.46875	170241.40625	203081.390625	171575.765625	218536.15625	187031.3125	279267.71875	215768.421875	225556.9375	221103.328125	38	fragment?	0.8750953381924781	
155.07668861897832	736.1415634155273	2.53866528E8	1.11256984E8	4.20583744E8	1.0622632E8	449821.6875	1.91795392E8	239727.609375	314609.34375	1264990.875	462762.15625	586017.125	466596.46875	1010020.1875	781333.3125	666527.1875	520227.1875	39	bp	0.9457251792283555	1
99.05048411138308	737.336181640625	4544466.5	4033173.5	5387953.0	3349197.0	237534.890625	272278.78125	470854.28125	300805.71875	513600.0625	343228.96875	499098.21875	393625.21875	917883.75	692377.125	650794.875	438038.5625	39	fragment?	0.9379702525247676	
153.06103114059323	737.4824409484863	2456781.5	892212.375	3383923.75	820353.1875	269769.34375	210745.390625	340925.5	273442.59375	224090.234375	174832.140625	240760.640625	122109.1328125	480392.5	361424.90625	266283.46875	293988.25	39	double bond	0.9025603523164951	
214.0774202521141	740.6796836853027	622984.4375	341921.15625	558177.375	315676.6875	102931.4765625	153064.90625	227681.765625	179142.03125	159681.328125	122348.3203125	196117.21875	160807.453125	260011.53125	230308.828125	163106.828125	169133.609375	39	potential bp	0.9279427123979188	
155.07667564188796	743.9029350280762	3.032016E8	1.11256984E8	4.20583744E8	1.04361984E8	819938.6875	384718.125	665065.1875	536590.0	2.98136096E8	2.57977232E8	3.27449696E8	7.733944E7	1.64422448E8	1.258342E8	4.0973056E8	2.5035376E8	40	bp	0.9242810971850339	1
175.08513078284008	744.0151214599609	1.6026212E7	1.6287153E7	2.00613E7	1.4865179E7	1.70590976E8	1.76300384E8	2.55672832E8	2.23852112E8	2.88219232E8	2.30539248E8	2.61863712E8	2.28960192E8	4.104072E8	3.97617312E8	3.21818784E8	2.4523808E8	41	bp	0.9663932250849199	1
127.08180882944194	744.0044364929199	7258017.5	7183387.5	9428026.0	6894175.0	7.1625512E7	8.1436592E7	1.13297808E8	9.5088112E7	1.33079032E8	9.9097928E7	1.14367136E8	1.0367844E8	1.7578336E8	1.78737312E8	1.41096E8	1.09859536E8	41	fragment?	0.9716367023527668	
218.103523572931	744.0038108825684	1621110.625	1602678.5	1939904.375	1504489.25	1.6601182E7	1.8268048E7	2.599936E7	2.1660198E7	2.9779726E7	2.2551274E7	2.6286594E7	2.2986696E7	3.8828008E7	4.0420164E7	3.118366E7	2.5774634E7	41	potential bp	0.9522193375493256	
201.10048321019315	744.0042495727539	1587356.875	1561118.0	1866006.5	1394491.125	1.4731981E7	1.7454856E7	2.4689676E7	2.0894696E7	2.7667542E7	2.1619602E7	2.5046286E7	2.2233884E7	3.7154896E7	3.79362E7	2.9420452E7	2.3907792E7	41	potential bp	0.9617042034100375	
292.12248492884714	744.0268707275391	1337277.0	1423620.0	1718029.375	1224385.25	1.4009651E7	1.5364229E7	2.251805E7	1.9838868E7	2.6539782E7	2.0203144E7	2.2220002E7	2.007388E7	3.2223868E7	3.5045116E7	2.7675092E7	2.173834E7	41	potential bp	0.9612930284248298	
177.0813239463651	743.9810600280762	1073036.875	1040238.5625	1340679.125	1020921.25	1.2229026E7	1.246946E7	1.9369292E7	1.5733769E7	2.1001166E7	1.6362037E7	1.876371E7	1.5689037E7	2.9597244E7	2.9202458E7	2.2043488E7	1.7784342E7	41	potential bp|N15 isotope #1	0.9643464424553873	
