	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
301.0609900408861	548.1030044555664	1.85227904E8	1.94841664E8	2.26602192E8	1.84335824E8	2.08379824E8	1.95041888E8	2.53178784E8	2.5060528E8	2.13559328E8	2.2254976E8	2.23436208E8	2.07927328E8	2.52013248E8	2.2647792E8	2.19299312E8	1.9915448E8	0	potential bp|S34 isotope #1	0.9750283823406573	
314.08768311401604	548.0582466125488	2.12937904E8	2.09019712E8	2.43822768E8	2.06833664E8	2.23018784E8	2.31682816E8	2.25775888E8	2.35908224E8	2.30165712E8	2.32207536E8	2.36706128E8	2.2353912E8	2.38540272E8	2.34730976E8	2.33537808E8	2.25535072E8	0	potential bp	0.9782740815343937	
220.07713817629858	548.1483039855957	1.40825008E8	1.3060012E8	1.83069504E8	1.4366608E8	1.4926296E8	1.72937856E8	1.94271056E8	2.1028872E8	1.69813248E8	1.70708288E8	1.72708064E8	1.61657456E8	1.98648576E8	1.78320816E8	1.74887488E8	1.54882992E8	0	fragment?	0.9739892811689362	
284.0297553427268	548.1143112182617	1.36548464E8	1.48862992E8	1.792108E8	1.50896688E8	1.57160256E8	1.66657472E8	1.86135184E8	2.01691168E8	1.78585344E8	1.77525504E8	1.77798176E8	1.65263344E8	1.98027392E8	1.83928176E8	1.76917792E8	1.61183504E8	0	fragment?|N15 isotope #1	0.9772316348181237	
190.99323490328842	548.0467529296875	1.07458536E8	1.10549608E8	1.43236112E8	1.11301584E8	1.41218592E8	1.35596432E8	1.72184368E8	1.61247424E8	1.56731104E8	1.51510576E8	1.46062528E8	1.38006608E8	1.56972688E8	1.61576976E8	1.37988128E8	1.33487264E8	0	193.01-H2	0.978601721611904	
225.04484804426784	548.0243110656738	1.04213928E8	1.170146E8	1.6103432E8	1.24131872E8	1.35217808E8	1.27400824E8	1.67163888E8	1.684124E8	1.45746592E8	1.41779536E8	1.4010592E8	1.27052256E8	1.70635792E8	1.5935664E8	1.37366688E8	1.4150592E8	0	fragment?	0.9701215106785888	
268.01716739060925	548.0918083190918	1.25276312E8	1.17992744E8	1.48928512E8	1.23179408E8	1.61279072E8	1.45424704E8	1.702012E8	1.65139936E8	1.56564032E8	1.55085392E8	1.48049888E8	1.43198384E8	1.64576624E8	1.45352208E8	1.42054112E8	1.3527568E8	0	266.00+H2	0.9759138285262147	
224.03639808473915	548.0693740844727	1.13211768E8	1.12226648E8	1.65230496E8	1.14438344E8	1.38796784E8	1.54132112E8	1.57159904E8	1.57690112E8	1.51953904E8	1.58428912E8	1.42788944E8	1.32935944E8	1.5267992E8	1.54282912E8	1.53155936E8	1.31013816E8	0	fragment?	0.9751836013085761	
226.0423158375132	548.0470008850098	9.0710496E7	9.8632944E7	1.22830632E8	9.8277752E7	1.02322704E8	1.18866912E8	1.4227152E8	1.52922992E8	1.21700344E8	1.21264952E8	1.24150552E8	1.14631584E8	1.5433224E8	1.23160472E8	1.27070672E8	1.0092564E8	0	fragment?|N15 isotope #1	0.9746473204005448	
315.08406671064745	547.900749206543	1.20726664E8	1.27524984E8	1.34074552E8	1.16632248E8	1.29479104E8	1.30064376E8	1.4869848E8	1.43567552E8	1.44427184E8	1.308094E8	1.36396336E8	1.29010768E8	1.43186544E8	1.26279512E8	1.34754992E8	1.26339216E8	0	potential bp|N15 isotope #1	0.9794111057579217	
297.0564391995023	548.0694351196289	9.628768E7	1.0001192E8	1.26790816E8	9.2497928E7	9.7573392E7	1.03301552E8	1.3519776E8	1.35256544E8	1.17157048E8	1.22950192E8	1.2759736E8	1.1581452E8	1.36099344E8	1.2828276E8	1.19728056E8	1.1498704E8	0	hydrogen	0.9762813797874371	
192.97247263422497	548.1031875610352	8.56392E7	8.1661232E7	9.9258344E7	8.0366608E7	9.154124E7	8.9079136E7	1.11627624E8	1.28108792E8	9.3747688E7	1.01788544E8	9.7000776E7	9.1000688E7	1.05608592E8	1.09042816E8	9.5963104E7	9.9800176E7	0	fragment?	0.9745083101805869	
181.96208794723643	548.1481895446777	9.4036888E7	1.01662464E8	1.14084952E8	9.4164336E7	1.1487316E8	1.0775468E8	1.27412688E8	1.18092464E8	1.16887424E8	1.14643032E8	1.09726096E8	1.05990072E8	1.11592392E8	1.08103712E8	1.10399632E8	1.01717672E8	0	179.95+H2	0.9773490430715639	
254.00161766402013	548.1595649719238	8.2022312E7	8.2137632E7	9.633616E7	8.1947856E7	9.4969584E7	9.3292584E7	1.09854072E8	1.15818256E8	1.02929616E8	1.07205496E8	9.4165568E7	9.57158E7	1.05647304E8	9.5769104E7	1.01078768E8	9.5299864E7	0	251.99+H2	0.9732422278089076	
211.9902225614629	548.0581207275391	6.7736768E7	7.4217352E7	8.5267136E7	7.6382336E7	8.4921448E7	8.3465344E7	9.5380048E7	1.10089688E8	8.6528104E7	8.4103872E7	8.2645808E7	8.148488E7	9.3764608E7	8.9638448E7	7.934092E7	7.842704E7	0	fragment?	0.9759948424340342	
191.9904851900882	548.0246200561523	8.1850536E7	7.626596E7	9.2549424E7	8.936808E7	8.8517216E7	8.6981968E7	1.01791784E8	1.0827736E8	9.7983424E7	9.276636E7	9.4505864E7	9.7291344E7	1.03906112E8	1.02028096E8	9.95812E7	8.5637384E7	0	194.01-H2	0.9786332959482973	
251.98612479938248	548.1595611572266	8.2599536E7	8.643564E7	9.8876336E7	7.8775032E7	1.04118952E8	9.3472456E7	1.04025216E8	1.03179504E8	9.655904E7	9.0406472E7	9.990324E7	8.921332E7	1.04643928E8	9.4862776E7	1.04124E8	8.2617552E7	0	254.00-H2	0.9740475098507247	
193.99839548396108	548.080623626709	7.0563336E7	7.4052976E7	8.6649336E7	8.0431512E7	8.0795008E7	8.6141032E7	9.4543216E7	1.01617624E8	8.7740576E7	8.6161184E7	8.5238112E7	7.9608312E7	9.4311784E7	8.846552E7	8.6052872E7	7.3698288E7	0	191.98+H2	0.9736847178500448	
163.97815574346492	548.0579986572266	6.2359164E7	5.7247468E7	7.4619184E7	6.1921312E7	8.168424E7	7.3348272E7	9.453412E7	9.6502488E7	8.4437744E7	7.3782712E7	7.1882064E7	7.2572856E7	8.8250496E7	8.8997408E7	7.4188128E7	7.0415224E7	0	161.96+H2	0.9733279041380882	
197.9569946960709	548.1707496643066	6.6334424E7	7.0116536E7	8.0972768E7	7.0311288E7	8.9473112E7	7.0468768E7	9.3299184E7	8.2217352E7	8.8277344E7	7.5578752E7	7.6384048E7	7.1496728E7	8.0879488E7	9.0000216E7	7.4794712E7	7.18178E7	0	fragment?	0.9758434837101384	
302.0570966612956	547.9233741760254	5.52455E7	5.144778E7	6.414812E7	6.4183032E7	5.947498E7	5.6094136E7	7.0348984E7	7.952504E7	6.6035532E7	7.197376E7	6.489928E7	5.8782452E7	8.137652E7	6.5355712E7	6.658522E7	5.3476996E7	0	halogen (F) exchange (hydroxy)|S34 isotope #1	0.9780339214477657	
177.9573955748346	548.1370620727539	5.7421236E7	5.438092E7	6.7068536E7	5.4936992E7	7.042764E7	6.7368992E7	7.6919256E7	7.4068864E7	7.1551448E7	6.89856E7	6.5890604E7	6.3202428E7	7.3456872E7	7.8753296E7	7.3497224E7	6.354824E7	0	179.97-H2	0.9735519628183802	
161.96246424357975	548.1819381713867	5.3642084E7	5.5840852E7	6.6092188E7	5.5703336E7	6.7551616E7	6.3548364E7	7.594916E7	7.8508288E7	6.6754816E7	6.374492E7	6.7371936E7	6.4391064E7	7.675248E7	6.471842E7	7.4418296E7	6.140536E7	0	163.98-H2	0.975490854879868	
225.04958698245383	548.1146240234375	3.9849432E7	4.564836E7	5.6141008E7	4.8427176E7	4.4498324E7	6.0386652E7	6.7510792E7	7.8488712E7	5.7584268E7	6.220332E7	5.5258452E7	5.783618E7	6.9978752E7	5.3869608E7	5.0112384E7	4.9471616E7	0	fragment?	0.9661838086272964	
175.97812079509418	548.148120880127	5.4275068E7	6.145632E7	7.1480104E7	5.6989748E7	6.9747336E7	6.3221888E7	7.4438104E7	7.8262392E7	6.6684484E7	7.015888E7	6.4593936E7	6.695644E7	7.7172872E7	6.4453484E7	6.9798232E7	6.0998016E7	0	177.99-H2	0.9804264586536651	
193.9698942561542	548.0022468566895	5.13537E7	5.34606E7	7.1412504E7	5.489844E7	6.6768528E7	6.2791268E7	7.283992E7	7.6273576E7	7.1164784E7	7.246216E7	7.3221E7	6.1535064E7	7.5282208E7	6.7589032E7	7.2351712E7	5.5488328E7	0	fragment?|N15 isotope #1	0.9743540698659156	
163.94177903795713	548.1143112182617	5.0002312E7	4.9087696E7	6.1197292E7	4.8320636E7	6.2716432E7	5.288422E7	6.2078256E7	6.3421696E7	5.9731744E7	5.7434316E7	5.5268668E7	5.8220556E7	6.8088328E7	5.7563252E7	5.9646756E7	5.0900176E7	0	161.93+H2	0.971744370258518	
165.96714356997907	548.1145629882812	4.9110696E7	4.2200116E7	5.1388104E7	4.24011E7	5.50039E7	4.9925564E7	5.562898E7	5.8764824E7	5.4362476E7	5.3988036E7	5.0358716E7	4.577892E7	5.9909732E7	5.1513856E7	5.8822648E7	5.1150828E7	0	163.95+H2	0.9713234061342049	
133.9855611509874	548.1931953430176	3.4851304E7	3.3161826E7	4.34346E7	3.371342E7	3.599046E7	4.4303536E7	5.2446128E7	5.5800248E7	4.2444108E7	4.4076872E7	4.2953104E7	3.6818852E7	5.624778E7	5.3264228E7	4.4713808E7	3.197282E7	0	fragment?	0.9653793420160545	
210.02960357441046	548.0694961547852	3.6546644E7	3.685364E7	4.2134504E7	3.2636018E7	3.7693556E7	4.1132964E7	4.5526476E7	5.2940532E7	4.4861908E7	4.200418E7	4.6641364E7	4.3838164E7	4.4660764E7	4.5132608E7	4.7728404E7	4.3105404E7	0	fragment?	0.9729567685906102	
163.95149036973413	548.0919990539551	4.2930128E7	4.2860408E7	4.1133912E7	3.5957028E7	4.4622472E7	4.0160444E7	4.325236E7	5.2357572E7	3.8636324E7	4.3978872E7	3.295299E7	4.2822832E7	4.5484252E7	4.4051496E7	4.477044E7	3.655016E7	0	165.97-H2	0.9754560875595262	
191.98292593919822	548.0806846618652	3.8700864E7	4.6578964E7	5.0502536E7	3.7244372E7	5.1528164E7	4.5578748E7	5.0659768E7	4.5455272E7	4.1605184E7	4.3744796E7	4.4910392E7	5.062514E7	4.569814E7	3.8191136E7	4.6167272E7	4.4180448E7	0	194.00-H2	0.980472563021607	
209.00350990118665	548.0359954833984	3.2433518E7	3.4960788E7	4.3706824E7	3.1183078E7	3.195189E7	3.7569496E7	4.6197372E7	4.84605E7	3.5986416E7	4.3324764E7	3.3627012E7	3.7887092E7	4.1527064E7	4.1363512E7	4.0186788E7	3.7063276E7	0	fragment?	0.9740158484576698	
267.00078534791345	548.0919914245605	2.111048E7	2.6718656E7	3.3646688E7	2.9875764E7	3.3555036E7	2.9636916E7	3.2278264E7	4.7936108E7	3.388184E7	3.161924E7	2.7910472E7	2.8032586E7	3.5069344E7	3.312114E7	3.1718158E7	3.4669816E7	0	269.02-H2	0.9604063234904736	
283.04090352541505	548.1143760681152	2.8978426E7	2.9435248E7	3.8895156E7	3.583422E7	3.306939E7	2.8996468E7	3.2702392E7	4.7685236E7	3.7278392E7	4.1346376E7	4.3193624E7	3.4750836E7	4.0608692E7	3.0593008E7	3.8076228E7	2.5461512E7	0	fragment?	0.9412106975532455	
195.97770473911137	548.0919342041016	3.023729E7	3.3684552E7	3.7500268E7	3.3080526E7	3.830128E7	3.7666988E7	4.305026E7	4.7049364E7	3.661764E7	3.5437308E7	4.1258416E7	3.7199704E7	3.8885864E7	3.857858E7	3.8008E7	3.2778132E7	0	193.96+H2	0.9731861806308104	
312.0794830284529	548.0919342041016	2.699036E7	3.3401836E7	4.05937E7	3.0320392E7	3.010692E7	3.157366E7	4.6290852E7	4.050886E7	3.305051E7	3.7101492E7	3.4823816E7	3.629946E7	3.8035808E7	3.4711576E7	3.6706292E7	3.0001314E7	0	methylation (-H2O)	0.9730160602430794	
165.93079785113468	547.9906234741211	3.4262712E7	3.462668E7	3.69884E7	3.4809448E7	4.1849568E7	3.6568948E7	3.7743784E7	3.8294232E7	4.5021676E7	3.8341508E7	3.652398E7	3.5359084E7	4.0887596E7	3.7400144E7	4.1223812E7	3.66316E7	0	fragment?	0.97506331430443	
180.9459240175702	548.0583724975586	2.9469806E7	3.4453132E7	3.6414256E7	2.6124798E7	3.8107328E7	3.2901146E7	4.4710888E7	4.3035228E7	3.5311584E7	3.8205104E7	3.3739124E7	3.516548E7	3.9881372E7	3.543702E7	4.2060136E7	3.2278136E7	0	182.96-H2	0.9696738307688396	
193.00888215854349	548.1596298217773	2.7051944E7	2.8508582E7	3.4734412E7	2.507061E7	2.9847218E7	2.978956E7	3.5972E7	4.29643E7	3.85165E7	3.7048508E7	3.5340088E7	3.3193996E7	3.6839956E7	3.540746E7	3.1716528E7	3.042267E7	0	190.99+H2	0.9632449907073733	
189.01396577268977	548.0471878051758	2.7262174E7	2.5216252E7	3.1401082E7	2.9061536E7	3.487016E7	3.1615228E7	4.2940276E7	4.1414004E7	3.761786E7	3.8608524E7	3.5915364E7	3.5800248E7	4.1226928E7	3.7232424E7	3.4877264E7	3.6128448E7	0	fragment?	0.9686299272592745	
150.01708114228325	548.0471267700195	2.3732808E7	2.5199122E7	3.046886E7	2.7569464E7	2.8371638E7	3.5354652E7	3.7254612E7	3.4326412E7	3.3485366E7	3.2496038E7	2.9373812E7	2.6565528E7	3.8320572E7	3.5224404E7	3.4428928E7	2.8507388E7	0	fragment?	0.9691527155110372	
176.0145171998995	548.1031875610352	2.3080048E7	2.1242216E7	2.7963866E7	2.4954426E7	2.8744298E7	2.5373358E7	3.240339E7	3.1464368E7	2.7522568E7	3.435626E7	3.2952214E7	2.601656E7	3.6194672E7	3.064911E7	2.4786304E7	2.3371506E7	0	174.00+H2	0.9694303423970564	
267.9986564744063	547.9681243896484	1.8763718E7	2.1711952E7	2.6692632E7	2.1133382E7	2.373786E7	2.4829226E7	3.3294984E7	2.97484E7	2.5545046E7	3.50323E7	2.7289382E7	2.490853E7	2.8518872E7	2.4738886E7	2.7429658E7	2.4499836E7	0	270.01-H2	0.963142930851672	
190.99729378972052	548.091682434082	1.974189E7	2.5344678E7	2.987001E7	2.1779528E7	2.6752056E7	2.435711E7	3.1643946E7	3.2957914E7	3.2735318E7	2.9644736E7	2.9860872E7	2.9006968E7	3.2661304E7	3.2004638E7	3.2663852E7	2.5130516E7	0	187.98+H2|C13 isotope #1	0.972253040281198	
116.01138511586916	548.1595001220703	1.9141868E7	2.3017612E7	2.8173306E7	2.1504256E7	2.3196728E7	2.2559248E7	3.0605962E7	3.1161268E7	2.3937188E7	2.3023064E7	2.4454646E7	2.1916596E7	3.2386626E7	2.842612E7	2.5189842E7	2.1814192E7	0	fragment?	0.9639213638530484	
190.0109602864597	548.1028747558594	1.7496696E7	1.892389E7	2.1207884E7	2.1974868E7	2.2586392E7	1.876822E7	2.8380192E7	3.2280352E7	2.4155746E7	2.7164802E7	2.3091282E7	2.2800272E7	2.5325664E7	2.507854E7	2.4741894E7	2.3284624E7	0	fragment?|N15 isotope #1	0.9587365892210695	
193.96225851013233	547.979621887207	2.3313202E7	2.308653E7	2.769436E7	2.886008E7	3.0591692E7	2.412949E7	3.2093926E7	2.9218884E7	2.7041498E7	2.9336678E7	2.6378156E7	2.4619394E7	2.5353148E7	2.6827026E7	2.6487424E7	2.3523196E7	0	195.98-H2	0.9705392158157957	
177.9670494043995	548.1255035400391	1.9251544E7	2.3595886E7	2.8918482E7	2.2821038E7	2.852364E7	2.4973372E7	2.9267656E7	2.7638356E7	2.9588718E7	2.9134706E7	2.4749722E7	2.4516846E7	2.9116476E7	2.788215E7	3.2042016E7	2.3506238E7	0	179.98-H2	0.9696226347779197	
205.04496836740952	548.0919303894043	1.9205034E7	1.9616644E7	2.3837964E7	2.233864E7	2.9241022E7	2.263049E7	2.8961176E7	3.16329E7	2.5743472E7	2.5776028E7	2.406401E7	2.1854098E7	2.6082154E7	2.5890026E7	2.413973E7	2.0418594E7	0	fragment?	0.9467206419705492	
179.9827842212864	548.1144332885742	2.2910628E7	2.1824948E7	2.5134932E7	1.9257766E7	2.2921918E7	2.5951628E7	2.7031184E7	3.1031114E7	2.4888034E7	2.571575E7	2.683136E7	2.200123E7	2.514522E7	2.6659624E7	2.28094E7	2.1830832E7	0	177.97+H2	0.9630371844469383	
90.05015148410072	548.1594429016113	1.7892112E7	1.7287018E7	2.4608724E7	2.0519662E7	1.7258756E7	2.0558152E7	2.9908548E7	2.9245114E7	2.072581E7	2.1413974E7	2.2249634E7	1.9488496E7	2.6860408E7	2.677096E7	2.0380482E7	1.6588778E7	0	fragment?	0.9584772957397353	
181.94322857841004	547.9008140563965	2.089741E7	2.0456062E7	2.3379894E7	2.3316486E7	2.5456298E7	2.0764522E7	2.6100214E7	2.9682542E7	2.5398894E7	2.6234528E7	2.3206082E7	2.3971402E7	2.8678424E7	2.511235E7	2.3206674E7	2.0742058E7	0	183.96-H2	0.9620526340933861	
174.97029024115074	548.0810585021973	1.8583124E7	1.6903316E7	2.6458454E7	1.6118523E7	2.1599996E7	2.0461624E7	2.16816E7	2.3799062E7	2.2021186E7	2.5139322E7	2.198177E7	1.9495572E7	2.9071906E7	2.0826338E7	2.1631448E7	1.8305428E7	0	fragment?	0.9667020714547909	
284.0375015606184	548.0358085632324	1.4814073E7	1.5216886E7	2.0296326E7	1.6870586E7	1.8277554E7	2.8767192E7	2.3661722E7	2.2300466E7	2.1478362E7	2.1168772E7	2.2900198E7	1.9188242E7	2.0801396E7	2.3571452E7	2.304311E7	2.111721E7	0	fragment?|N15 isotope #1	0.9423644119778104	
193.98872560741077	548.0694427490234	1.8799438E7	2.057783E7	2.4405496E7	1.8952122E7	2.14145E7	2.8661202E7	2.4285882E7	2.6721736E7	2.208182E7	2.1349978E7	2.3267934E7	1.9312782E7	2.3271784E7	2.548572E7	2.2733232E7	2.7753174E7	0	191.97+H2	0.9666411229596045	
238.0613497713876	548.1256866455078	2.0237478E7	1.8740706E7	2.2453868E7	1.4785979E7	1.9142318E7	1.9197332E7	2.3979624E7	2.4788086E7	2.4291718E7	2.5840082E7	2.0559594E7	2.5310138E7	2.4137306E7	2.4508752E7	2.8443754E7	2.1268382E7	0	fragment?	0.967660868880699	
177.99381024783895	548.1368141174316	1.921667E7	1.8874834E7	2.3048812E7	2.0801742E7	2.2079808E7	1.9853298E7	2.6231622E7	2.764067E7	2.4557656E7	2.1472336E7	2.0664288E7	2.4599552E7	2.5777638E7	2.1421346E7	1.9482762E7	1.969108E7	0	175.98+H2	0.9587588445009891	
190.03002409449437	548.1372451782227	1.7899718E7	2.2726864E7	2.21431E7	1.7406906E7	2.3033804E7	2.0320598E7	2.3004026E7	2.7532942E7	2.4386386E7	2.4051912E7	2.6260226E7	2.5504744E7	2.6698648E7	2.623906E7	2.2238908E7	2.2556516E7	0	188.01+H2	0.9579580498822223	
194.00597732040075	548.1032524108887	1.7234256E7	1.8052864E7	2.507372E7	1.7948598E7	2.0366544E7	2.2110518E7	2.5141388E7	2.6237454E7	2.094512E7	2.3785962E7	2.3577398E7	2.2883512E7	2.640897E7	2.2665494E7	2.7036314E7	1.6627021E7	0	191.99+H2	0.9601704418344458	
228.0038413648048	548.1708145141602	1.7935982E7	2.0800336E7	2.239416E7	1.8765478E7	2.6327718E7	2.2559508E7	2.2891098E7	2.3094148E7	2.173666E7	2.058455E7	2.0293996E7	2.0613304E7	2.5118576E7	2.1558926E7	2.1459292E7	1.8646258E7	0	fragment?	0.9651542266890207	
221.0760761372722	548.1707496643066	1.4363258E7	1.7631192E7	2.2783736E7	1.5618809E7	1.7417884E7	1.6882944E7	2.3936832E7	2.589168E7	2.1845696E7	1.982291E7	2.1662498E7	1.8605476E7	2.6135896E7	2.4499212E7	1.7457548E7	1.8567272E7	0	fragment?	0.965266046066575	
206.04270532772662	548.0697479248047	1.6182927E7	1.8227878E7	1.8935966E7	1.404005E7	1.6944502E7	1.8265858E7	2.253868E7	2.5443132E7	2.0913882E7	1.8118152E7	1.839619E7	1.7365638E7	2.0241092E7	1.9689278E7	1.8952004E7	1.429853E7	0	fragment?	0.9483480185860487	
210.9837857593704	548.1031875610352	1.7960254E7	1.8321764E7	2.0337606E7	1.5469356E7	1.7406716E7	2.187281E7	2.529491E7	2.3202372E7	2.279054E7	2.1402122E7	2.158542E7	1.7882992E7	2.3621064E7	2.5011482E7	2.5323378E7	2.053839E7	0	fragment?	0.9520450261050116	
187.97824223389972	548.0694999694824	1.5746055E7	1.3014702E7	1.9031142E7	1.6946056E7	1.790344E7	1.8607938E7	1.9864976E7	2.5232206E7	1.9493502E7	2.2006508E7	1.8916176E7	1.9669352E7	2.1499516E7	2.1519312E7	1.9001944E7	1.8209506E7	0	189.99-H2	0.9563005840767513	
179.97310915483394	548.1368751525879	1.9091192E7	1.6181974E7	2.1327626E7	1.6032426E7	1.8249882E7	1.808994E7	2.2735416E7	2.3266544E7	2.0614796E7	1.7221528E7	1.8190538E7	1.8803976E7	2.5144242E7	1.9503008E7	2.114154E7	1.6656639E7	0	177.96+H2	0.9521734254831151	
269.0170464002492	548.1152458190918	1.5621986E7	1.6745627E7	1.917186E7	1.705006E7	1.7631702E7	1.8701644E7	2.0279678E7	2.239778E7	1.963455E7	1.7956538E7	2.310062E7	1.6958212E7	2.163341E7	2.3975134E7	1.704717E7	1.9232368E7	0	267.00+H2	0.9159232493266579	
228.02159422457945	548.0696220397949	1.3805796E7	1.3500023E7	1.706075E7	1.3634566E7	1.582706E7	1.819744E7	2.3965758E7	1.8810346E7	1.5153565E7	1.5978321E7	1.3105009E7	1.6327112E7	2.204019E7	2.0427112E7	1.7091338E7	1.391835E7	0	fragment?	0.9641124870998086	
222.07391012606607	548.1032485961914	1.2988439E7	1.5592237E7	1.7406416E7	1.5211249E7	1.5245732E7	1.6618858E7	2.0431304E7	2.310591E7	1.7579592E7	1.7859292E7	1.98103E7	1.3895949E7	2.0315058E7	1.7730022E7	1.639871E7	1.8933368E7	0	fragment?	0.9555332573159196	
