LDA.BEER3POS.o150713.1:K=50,mean_approximate_log_evidence=-335561.937723,mean_perplexity=67.8496628055
LDA.BEER3POS.o150713.10:K=500,mean_approximate_log_evidence=-258178.591314,mean_perplexity=24.7643884667
LDA.BEER3POS.o150713.11:K=550,mean_approximate_log_evidence=-253059.306818,mean_perplexity=24.1248036797
LDA.BEER3POS.o150713.12:K=600,mean_approximate_log_evidence=-254555.562706,mean_perplexity=25.1177362546
LDA.BEER3POS.o150713.13:K=650,mean_approximate_log_evidence=-252304.95496,mean_perplexity=24.0539109917
LDA.BEER3POS.o150713.14:K=700,mean_approximate_log_evidence=-261162.377247,mean_perplexity=24.7104562238
LDA.BEER3POS.o150713.15:K=750,mean_approximate_log_evidence=-255326.349999,mean_perplexity=24.2459937057
LDA.BEER3POS.o150713.16:K=800,mean_approximate_log_evidence=-253079.667476,mean_perplexity=24.3299417387
LDA.BEER3POS.o150713.17:K=850,mean_approximate_log_evidence=-256234.407415,mean_perplexity=24.0642457318
LDA.BEER3POS.o150713.18:K=900,mean_approximate_log_evidence=-248153.614959,mean_perplexity=24.580056216
LDA.BEER3POS.o150713.19:K=950,mean_approximate_log_evidence=-262945.148131,mean_perplexity=24.544984242
LDA.BEER3POS.o150713.2:K=100,mean_approximate_log_evidence=-309013.511709,mean_perplexity=43.3238265616
LDA.BEER3POS.o150713.20:K=1000,mean_approximate_log_evidence=-258591.425421,mean_perplexity=24.1891134759
LDA.BEER3POS.o150713.3:K=150,mean_approximate_log_evidence=-292495.094804,mean_perplexity=35.1490894866
LDA.BEER3POS.o150713.4:K=200,mean_approximate_log_evidence=-269614.187117,mean_perplexity=30.0556896244
LDA.BEER3POS.o150713.5:K=250,mean_approximate_log_evidence=-274632.963393,mean_perplexity=27.8427811861
LDA.BEER3POS.o150713.6:K=300,mean_approximate_log_evidence=-265793.065709,mean_perplexity=26.6006633466
LDA.BEER3POS.o150713.7:K=350,mean_approximate_log_evidence=-274304.170921,mean_perplexity=26.0794035533
LDA.BEER3POS.o150713.8:K=400,mean_approximate_log_evidence=-259082.086823,mean_perplexity=25.207904936
LDA.BEER3POS.o150713.9:K=450,mean_approximate_log_evidence=-257395.323886,mean_perplexity=25.1566556192
